image_id,split
kaggle_fake_real_medicine_78cf259e7e,train
kaggle_fake_real_medicine_9194880064,train
kaggle_fake_real_medicine_259d2e2e43,train
kaggle_fake_real_medicine_828e34ae84,train
kaggle_fake_real_medicine_d740f92d0d,train
kaggle_fake_real_medicine_25067d5759,train
kaggle_fake_real_medicine_7b74b77c17,train
kaggle_fake_real_medicine_589075e46a,train
kaggle_fake_real_medicine_bb072fcacf,train
kaggle_fake_real_medicine_4c0e6ed34f,train
kaggle_fake_real_medicine_b98d6afd80,train
kaggle_fake_real_medicine_1dbf78ab67,train
kaggle_fake_real_medicine_abbb61cce5,train
kaggle_fake_real_medicine_01b3ab801c,train
kaggle_fake_real_medicine_f0e9f37ae0,train
kaggle_fake_real_medicine_657978f2b5,train
kaggle_fake_real_medicine_27f3e0a05e,train
kaggle_fake_real_medicine_37f2de3e47,train
kaggle_fake_real_medicine_625c4e1122,train
kaggle_fake_real_medicine_2101e29cad,train
kaggle_fake_real_medicine_9abd16be2c,train
kaggle_fake_real_medicine_e7b0b553a2,train
kaggle_fake_real_medicine_b18a8265f3,train
kaggle_fake_real_medicine_c6e7f52827,train
kaggle_fake_real_medicine_25654c7f24,train
kaggle_fake_real_medicine_c316aa2e72,train
kaggle_fake_real_medicine_a0fa4531d3,train
kaggle_fake_real_medicine_eb40c5afee,train
kaggle_fake_real_medicine_1dc53f3866,train
kaggle_fake_real_medicine_974bfcd4fb,train
kaggle_fake_real_medicine_f62a70d32b,train
kaggle_fake_real_medicine_20c4a33635,train
kaggle_fake_real_medicine_62fb730310,train
kaggle_fake_real_medicine_abe9a0392b,train
kaggle_fake_real_medicine_8ebb9a5eba,train
kaggle_fake_real_medicine_04c5e557b8,train
kaggle_fake_real_medicine_4f839114d5,train
kaggle_fake_real_medicine_28de2a6574,train
kaggle_fake_real_medicine_f77e826fc2,train
kaggle_fake_real_medicine_b1b14a8a60,train
kaggle_fake_real_medicine_dbde84d79d,train
kaggle_fake_real_medicine_ed50ba731d,train
kaggle_fake_real_medicine_9d0ac488eb,train
kaggle_fake_real_medicine_85cc0519d6,train
kaggle_fake_real_medicine_cbe26aa03b,train
kaggle_fake_real_medicine_84a5c72682,train
kaggle_fake_real_medicine_012dbfbc36,train
kaggle_fake_real_medicine_845ee248b9,train
kaggle_fake_real_medicine_df4942e36c,train
kaggle_fake_real_medicine_2eadeabb23,train
kaggle_fake_real_medicine_7b8afa42b4,train
kaggle_fake_real_medicine_eb34751b20,train
kaggle_fake_real_medicine_5aea38a804,train
kaggle_fake_real_medicine_c16bf3536a,train
kaggle_fake_real_medicine_7b30644c5b,train
kaggle_fake_real_medicine_234a3dbd69,train
kaggle_fake_real_medicine_c8e1ccb599,train
kaggle_fake_real_medicine_4838ecb268,train
kaggle_fake_real_medicine_e0787b76d6,train
kaggle_fake_real_medicine_d799f1d48c,train
kaggle_fake_real_medicine_e1c5225193,train
kaggle_fake_real_medicine_64dd03edff,train
kaggle_fake_real_medicine_edbb207b2e,train
kaggle_fake_real_medicine_08ba7974f3,train
kaggle_fake_real_medicine_9747a801ed,train
kaggle_fake_real_medicine_32d9b40ac6,train
kaggle_fake_real_medicine_2fb956eb5f,train
kaggle_fake_real_medicine_ad08294037,train
kaggle_fake_real_medicine_6a0d82961a,train
kaggle_fake_real_medicine_cc88c993f0,train
kaggle_fake_real_medicine_33b679aa91,train
kaggle_fake_real_medicine_155d6ed1b1,train
kaggle_fake_real_medicine_2bf66badab,train
kaggle_fake_real_medicine_079f320fd3,train
kaggle_fake_real_medicine_41708c1798,train
kaggle_fake_real_medicine_8883b37d74,train
kaggle_fake_real_medicine_a7129b711b,train
kaggle_fake_real_medicine_397d25585e,train
kaggle_fake_real_medicine_9c31a23b9a,train
kaggle_fake_real_medicine_10200a9a29,train
kaggle_fake_real_medicine_8084abfeac,train
kaggle_fake_real_medicine_c4de85a2db,train
kaggle_fake_real_medicine_12c43a7eaa,train
kaggle_fake_real_medicine_375a6dabfd,train
kaggle_fake_real_medicine_4908070dd8,train
kaggle_fake_real_medicine_7c0daeaa30,train
kaggle_fake_real_medicine_0bd80c0685,train
kaggle_fake_real_medicine_b332587f57,train
kaggle_fake_real_medicine_b94b13518f,train
kaggle_fake_real_medicine_06940a3932,train
kaggle_fake_real_medicine_1815be2b4b,train
kaggle_fake_real_medicine_a81e5a0d51,train
kaggle_fake_real_medicine_2883b7e45b,train
kaggle_fake_real_medicine_a6073ba2ac,train
kaggle_fake_real_medicine_98d158b5a6,train
kaggle_fake_real_medicine_f412adfac6,train
kaggle_fake_real_medicine_745c17f03e,train
kaggle_fake_real_medicine_cef5c75a62,train
kaggle_fake_real_medicine_3bf4bb75f4,train
kaggle_fake_real_medicine_48ac2ce440,train
kaggle_fake_real_medicine_e7ed41a132,train
kaggle_fake_real_medicine_506ede5841,train
kaggle_fake_real_medicine_da9f2b55ac,train
kaggle_fake_real_medicine_8f4cadab06,train
kaggle_fake_real_medicine_af054412f5,train
kaggle_fake_real_medicine_ffe122a56c,train
kaggle_fake_real_medicine_93e23b7ec2,train
kaggle_fake_real_medicine_0a680b1608,train
kaggle_fake_real_medicine_ee08abeab4,train
kaggle_fake_real_medicine_f4ed8cc19a,train
kaggle_fake_real_medicine_ca0154ce9b,train
kaggle_fake_real_medicine_a9fbc36030,train
kaggle_fake_real_medicine_56baf2ccf3,train
kaggle_fake_real_medicine_18d048cab3,train
kaggle_fake_real_medicine_fb41370788,train
kaggle_fake_real_medicine_87cff291d4,train
kaggle_fake_real_medicine_8ee3b228c9,train
kaggle_fake_real_medicine_d4758e32c8,train
kaggle_fake_real_medicine_82c705d9a3,train
kaggle_fake_real_medicine_005ffbaf2f,train
kaggle_fake_real_medicine_112dc1a750,train
kaggle_fake_real_medicine_8bee079fd4,val
kaggle_fake_real_medicine_baaa90a0db,val
kaggle_fake_real_medicine_f8ee1fba3f,val
kaggle_fake_real_medicine_c261f83794,val
kaggle_fake_real_medicine_cc8cf2a429,val
kaggle_fake_real_medicine_177fc57119,val
kaggle_fake_real_medicine_0876d989f5,val
kaggle_fake_real_medicine_423916758c,val
kaggle_fake_real_medicine_f20b141abd,val
kaggle_fake_real_medicine_4581f49ec4,val
kaggle_fake_real_medicine_22d308b24a,val
kaggle_fake_real_medicine_ad95e5821c,val
kaggle_fake_real_medicine_bb65355f8c,val
kaggle_fake_real_medicine_24e0fae4e3,val
kaggle_fake_real_medicine_d888730101,val
kaggle_fake_real_medicine_eae6b71ab1,val
kaggle_fake_real_medicine_089048438e,val
kaggle_fake_real_medicine_11604ed3c3,val
kaggle_fake_real_medicine_046bd91b0a,val
kaggle_fake_real_medicine_b70df6e629,val
kaggle_fake_real_medicine_8fd20d7ff6,val
kaggle_fake_real_medicine_e8f66141b9,val
kaggle_fake_real_medicine_5051676f43,val
kaggle_fake_real_medicine_680234b7cf,val
kaggle_fake_real_medicine_d34b172d99,val
kaggle_fake_real_medicine_d0e874750d,val
kaggle_fake_real_medicine_da2df27cc4,val
kaggle_fake_real_medicine_9d267b5e7c,val
kaggle_fake_real_medicine_a877ae06a7,val
kaggle_fake_real_medicine_7b470e559a,val
kaggle_fake_real_medicine_012f2d2f27,val
kaggle_fake_real_medicine_a5c91851cb,val
kaggle_fake_real_medicine_8713e32afa,val
kaggle_fake_real_medicine_9a1295c310,val
kaggle_fake_real_medicine_a31563869e,val
kaggle_fake_real_medicine_f8bd42c191,val
kaggle_fake_real_medicine_000e488d37,test
kaggle_fake_real_medicine_d8e6635430,test
kaggle_fake_real_medicine_a7da985656,test
kaggle_fake_real_medicine_5469052ee7,test
kaggle_fake_real_medicine_6bf967cf84,test
kaggle_fake_real_medicine_431e9ec70d,test
kaggle_fake_real_medicine_3bdedf3bd4,test
kaggle_fake_real_medicine_702b301e99,test
kaggle_fake_real_medicine_11467496c6,test
kaggle_fake_real_medicine_bed27cb29b,test
kaggle_fake_real_medicine_e6c7f05541,test
kaggle_fake_real_medicine_02169db735,test
kaggle_fake_real_medicine_afdedb67c8,test
kaggle_fake_real_medicine_26d1582ee3,test
kaggle_fake_real_medicine_ae2efd1c6c,test
kaggle_fake_real_medicine_e6f009da18,test
kaggle_fake_real_medicine_e0ee096bd4,test
kaggle_fake_real_medicine_396d1f8c90,test
kaggle_fake_real_medicine_b309605a66,test
kaggle_fake_real_medicine_4d4cf4a7d4,test
kaggle_fake_real_medicine_347e282f41,test
kaggle_fake_real_medicine_bdd667d804,test
kaggle_fake_real_medicine_c81ed5b421,test
kaggle_fake_real_medicine_b26f3d1fe0,test
kaggle_fake_real_medicine_2f4f6735e2,test
kaggle_fake_real_medicine_06b6d37f6b,test
kaggle_fake_real_medicine_030573fd98,test
kaggle_fake_real_medicine_1f137669d8,test
kaggle_fake_real_medicine_1f8b2ac73f,test
kaggle_fake_real_medicine_c934d254bd,test
kaggle_fake_real_medicine_25387c207b,test
kaggle_fake_real_medicine_61643b3aef,test
kaggle_fake_real_medicine_b1ef0bed1a,test
kaggle_fake_real_medicine_b480e1c8f2,test
kaggle_fake_real_medicine_a52f4729ef,test
kaggle_fake_real_medicine_40c7abeb62,train
kaggle_fake_real_medicine_98abc79a1f,train
kaggle_fake_real_medicine_af8a40e59f,train
kaggle_fake_real_medicine_3baea330b8,train
kaggle_fake_real_medicine_811363f6de,train
kaggle_fake_real_medicine_7f56d83a9f,train
kaggle_fake_real_medicine_5f48d16d3e,train
kaggle_fake_real_medicine_48b77d4b79,train
kaggle_fake_real_medicine_64892427cd,train
kaggle_fake_real_medicine_4fcc86b614,train
kaggle_fake_real_medicine_e8624b6733,train
kaggle_fake_real_medicine_63cd8b80df,train
kaggle_fake_real_medicine_9dac883126,train
kaggle_fake_real_medicine_07c1f58abd,train
kaggle_fake_real_medicine_ff5a2e775f,train
kaggle_fake_real_medicine_960b0a0e1f,train
kaggle_fake_real_medicine_c6a07c9eb4,train
kaggle_fake_real_medicine_498236eef1,train
kaggle_fake_real_medicine_c6b95f95ba,train
kaggle_fake_real_medicine_e59a892262,train
kaggle_fake_real_medicine_9c1aa55ecd,train
kaggle_fake_real_medicine_4e1528088f,train
kaggle_fake_real_medicine_85674a9efd,train
kaggle_fake_real_medicine_6985b98bf9,train
kaggle_fake_real_medicine_32d9964ea4,train
kaggle_fake_real_medicine_21720344fd,train
kaggle_fake_real_medicine_a430fcbb79,train
kaggle_fake_real_medicine_b7dabf39ff,train
kaggle_fake_real_medicine_fd0f521efb,train
kaggle_fake_real_medicine_93d7311fc9,train
kaggle_fake_real_medicine_a58ecabd64,train
kaggle_fake_real_medicine_d850d8b22d,train
kaggle_fake_real_medicine_cd5e5e7124,train
kaggle_fake_real_medicine_70cdac1306,train
kaggle_fake_real_medicine_f6acf6a716,train
kaggle_fake_real_medicine_bb91f40451,train
kaggle_fake_real_medicine_47ae255318,train
kaggle_fake_real_medicine_0e4fbd29c5,train
kaggle_fake_real_medicine_aee89a8f04,train
kaggle_fake_real_medicine_eb8ba6c808,train
kaggle_fake_real_medicine_6d89951497,train
kaggle_fake_real_medicine_a4a572b09a,train
kaggle_fake_real_medicine_723bdb51d5,train
kaggle_fake_real_medicine_1761000c09,train
kaggle_fake_real_medicine_6b129e49a0,train
kaggle_fake_real_medicine_895c45b293,train
kaggle_fake_real_medicine_e62479c215,train
kaggle_fake_real_medicine_97b7ba7093,train
kaggle_fake_real_medicine_6ea9d947e6,train
kaggle_fake_real_medicine_4a4c49b22a,train
kaggle_fake_real_medicine_d5eb39581a,train
kaggle_fake_real_medicine_562e07a19f,train
kaggle_fake_real_medicine_6a91088f08,train
kaggle_fake_real_medicine_e7d479caa3,train
kaggle_fake_real_medicine_6b9bb704af,train
kaggle_fake_real_medicine_54689e6460,train
kaggle_fake_real_medicine_a5db8402c3,train
kaggle_fake_real_medicine_1c18e06090,train
kaggle_fake_real_medicine_f7458d4cd8,train
kaggle_fake_real_medicine_52a8894c41,train
kaggle_fake_real_medicine_3db3ffd711,train
kaggle_fake_real_medicine_e6863a1b30,train
kaggle_fake_real_medicine_983a5ad5ee,train
kaggle_fake_real_medicine_39d4f4c626,train
kaggle_fake_real_medicine_67b01e63ae,train
kaggle_fake_real_medicine_c4c9b1741a,train
kaggle_fake_real_medicine_f0d335f51a,train
kaggle_fake_real_medicine_33b1a93842,train
kaggle_fake_real_medicine_3845e77d89,train
kaggle_fake_real_medicine_a802339ac8,train
kaggle_fake_real_medicine_e820f60a77,train
kaggle_fake_real_medicine_163b95ff77,train
kaggle_fake_real_medicine_f183243f66,train
kaggle_fake_real_medicine_c883f02b57,train
kaggle_fake_real_medicine_8b88b9e618,train
kaggle_fake_real_medicine_6134763660,train
kaggle_fake_real_medicine_0ef14de6d2,train
kaggle_fake_real_medicine_b083b75233,train
kaggle_fake_real_medicine_e7219cbc9d,train
kaggle_fake_real_medicine_bebec028a3,train
kaggle_fake_real_medicine_c0f5cceee8,train
kaggle_fake_real_medicine_87a04fc40a,train
kaggle_fake_real_medicine_44fd0f757a,train
kaggle_fake_real_medicine_090a07494d,train
kaggle_fake_real_medicine_6bda05ca54,train
kaggle_fake_real_medicine_fd039f994c,train
kaggle_fake_real_medicine_7df3596d02,train
kaggle_fake_real_medicine_779c1196eb,train
kaggle_fake_real_medicine_6782864159,train
kaggle_fake_real_medicine_3a353638dd,train
kaggle_fake_real_medicine_634456e7d6,train
kaggle_fake_real_medicine_d63a3f8849,train
kaggle_fake_real_medicine_92bbb36447,train
kaggle_fake_real_medicine_b02526af81,train
kaggle_fake_real_medicine_ef4bd64707,train
kaggle_fake_real_medicine_6f072f285c,train
kaggle_fake_real_medicine_f54ad28d36,train
kaggle_fake_real_medicine_37dd21b625,train
kaggle_fake_real_medicine_bcdf79c558,train
kaggle_fake_real_medicine_7f88abef70,train
kaggle_fake_real_medicine_fd79efc55c,train
kaggle_fake_real_medicine_bc430dd8f0,train
kaggle_fake_real_medicine_1fb3ce9b13,train
kaggle_fake_real_medicine_65a1725371,train
kaggle_fake_real_medicine_cc1c50541a,train
kaggle_fake_real_medicine_578b78be70,train
kaggle_fake_real_medicine_091c494ecf,train
kaggle_fake_real_medicine_931d335b95,train
kaggle_fake_real_medicine_77084dd8f1,train
kaggle_fake_real_medicine_206e0e85c6,train
kaggle_fake_real_medicine_7a68815b9b,train
kaggle_fake_real_medicine_c10951a964,train
kaggle_fake_real_medicine_74a661dac3,train
kaggle_fake_real_medicine_247ecd4994,train
kaggle_fake_real_medicine_71d5cc700b,train
kaggle_fake_real_medicine_88e760ec67,train
kaggle_fake_real_medicine_d2635ccf33,train
kaggle_fake_real_medicine_a20ef0b473,train
kaggle_fake_real_medicine_c3a9245fc7,train
kaggle_fake_real_medicine_6e9b1afdc8,train
kaggle_fake_real_medicine_cb3b65a489,train
kaggle_fake_real_medicine_260aa8b769,train
kaggle_fake_real_medicine_95ff935025,train
kaggle_fake_real_medicine_50281df9ba,train
kaggle_fake_real_medicine_8adaecea99,train
kaggle_fake_real_medicine_d437febf42,train
kaggle_fake_real_medicine_d1265ddcbd,train
kaggle_fake_real_medicine_af7e1cb823,train
kaggle_fake_real_medicine_627585c336,train
kaggle_fake_real_medicine_cd59615cfe,train
kaggle_fake_real_medicine_3069cf426e,train
kaggle_fake_real_medicine_01e4e1d6d6,train
kaggle_fake_real_medicine_e390352f04,train
kaggle_fake_real_medicine_ef75337a14,train
kaggle_fake_real_medicine_92c018207d,train
kaggle_fake_real_medicine_3f1d338410,train
kaggle_fake_real_medicine_db083d21fd,train
kaggle_fake_real_medicine_edcc3c3143,train
kaggle_fake_real_medicine_51e4cdba65,train
kaggle_fake_real_medicine_1df50870ca,train
kaggle_fake_real_medicine_b714580e6b,train
kaggle_fake_real_medicine_3889901ff7,train
kaggle_fake_real_medicine_274547355e,train
kaggle_fake_real_medicine_fc15974a00,train
kaggle_fake_real_medicine_145d2c296f,train
kaggle_fake_real_medicine_d9868033be,train
kaggle_fake_real_medicine_50d898328e,train
kaggle_fake_real_medicine_10225ffb67,train
kaggle_fake_real_medicine_8ab00bce96,train
kaggle_fake_real_medicine_28623dc5d3,train
kaggle_fake_real_medicine_0c82ad12c5,train
kaggle_fake_real_medicine_30517f4e2f,train
kaggle_fake_real_medicine_eded2385a3,train
kaggle_fake_real_medicine_8cb4cbdda1,train
kaggle_fake_real_medicine_c6ba8a80c3,train
kaggle_fake_real_medicine_898366a687,train
kaggle_fake_real_medicine_8b91640ed8,train
kaggle_fake_real_medicine_ea41431d21,train
kaggle_fake_real_medicine_c44a75d8f8,train
kaggle_fake_real_medicine_713faf6038,train
kaggle_fake_real_medicine_fc393de9c2,train
kaggle_fake_real_medicine_b1e4bc1d13,train
kaggle_fake_real_medicine_a5b0f12046,train
kaggle_fake_real_medicine_79e456adb5,train
kaggle_fake_real_medicine_9bcfb18427,train
kaggle_fake_real_medicine_188e0dcabe,train
kaggle_fake_real_medicine_788dd6b226,train
kaggle_fake_real_medicine_1c2176cbfd,train
kaggle_fake_real_medicine_ed97c2b4a0,train
kaggle_fake_real_medicine_90afd1731c,train
kaggle_fake_real_medicine_0e5c6674ac,train
kaggle_fake_real_medicine_5c5acf8bbd,train
kaggle_fake_real_medicine_d6620e5f3d,train
kaggle_fake_real_medicine_567fc3ef14,train
kaggle_fake_real_medicine_3d60fe1980,train
kaggle_fake_real_medicine_fb273df5b9,train
kaggle_fake_real_medicine_36670914db,train
kaggle_fake_real_medicine_097d8595eb,train
kaggle_fake_real_medicine_d6cfd57100,train
kaggle_fake_real_medicine_d3c6fa2ded,train
kaggle_fake_real_medicine_ca5bc0dac8,train
kaggle_fake_real_medicine_dd92c2e4a5,train
kaggle_fake_real_medicine_47ef3972b2,train
kaggle_fake_real_medicine_a9944ece10,train
kaggle_fake_real_medicine_e9f169b3d8,train
kaggle_fake_real_medicine_6d4f727882,train
kaggle_fake_real_medicine_bf7cc7e301,train
kaggle_fake_real_medicine_9634cbbb20,train
kaggle_fake_real_medicine_95182d0829,train
kaggle_fake_real_medicine_23f9ab233c,train
kaggle_fake_real_medicine_970808fae3,val
kaggle_fake_real_medicine_0da2fb4dcb,val
kaggle_fake_real_medicine_fb6eba5f37,val
kaggle_fake_real_medicine_34759d3aff,val
kaggle_fake_real_medicine_d276dd4088,val
kaggle_fake_real_medicine_65d087cfbb,val
kaggle_fake_real_medicine_ef1ae610a6,val
kaggle_fake_real_medicine_8ba1bbcf93,val
kaggle_fake_real_medicine_a0fd053475,val
kaggle_fake_real_medicine_6dc1adea82,val
kaggle_fake_real_medicine_d491fa0f15,val
kaggle_fake_real_medicine_c7404298d4,val
kaggle_fake_real_medicine_0d6c0cec82,val
kaggle_fake_real_medicine_14a03230bc,val
kaggle_fake_real_medicine_9f1c62d7f7,val
kaggle_fake_real_medicine_077563b376,val
kaggle_fake_real_medicine_8d5b23aaf2,val
kaggle_fake_real_medicine_17675193fc,val
kaggle_fake_real_medicine_651e0f0a85,val
kaggle_fake_real_medicine_e33cdd1fc3,val
kaggle_fake_real_medicine_70c0c79496,val
kaggle_fake_real_medicine_27d07dc99e,val
kaggle_fake_real_medicine_fc089361eb,val
kaggle_fake_real_medicine_3a04e11088,val
kaggle_fake_real_medicine_e9a3909e2a,val
kaggle_fake_real_medicine_41d91fd70e,val
kaggle_fake_real_medicine_15bd27eba4,val
kaggle_fake_real_medicine_69380164fc,val
kaggle_fake_real_medicine_30ea2d910c,val
kaggle_fake_real_medicine_5322bc4ec3,val
kaggle_fake_real_medicine_a9d0136474,val
kaggle_fake_real_medicine_95e18e95c4,val
kaggle_fake_real_medicine_3eb2fc376e,val
kaggle_fake_real_medicine_2dd077811c,val
kaggle_fake_real_medicine_a92fedd746,val
kaggle_fake_real_medicine_7f2e2f16ab,val
kaggle_fake_real_medicine_bc3f3f4d6a,val
kaggle_fake_real_medicine_22aa194522,val
kaggle_fake_real_medicine_634b90547f,val
kaggle_fake_real_medicine_e503454d41,val
kaggle_fake_real_medicine_28eb803e0f,val
kaggle_fake_real_medicine_2132e7ceb4,test
kaggle_fake_real_medicine_63bc3c7d29,test
kaggle_fake_real_medicine_debe5dc6f5,test
kaggle_fake_real_medicine_c9ccae27b6,test
kaggle_fake_real_medicine_85c7cfa357,test
kaggle_fake_real_medicine_f88e912cf7,test
kaggle_fake_real_medicine_0b5fcdf5de,test
kaggle_fake_real_medicine_ec12cfda16,test
kaggle_fake_real_medicine_0f1da8661b,test
kaggle_fake_real_medicine_08629202de,test
kaggle_fake_real_medicine_5c6752c37c,test
kaggle_fake_real_medicine_4760d382d1,test
kaggle_fake_real_medicine_f57956b7d9,test
kaggle_fake_real_medicine_bf3ebad111,test
kaggle_fake_real_medicine_b7d27bf9c8,test
kaggle_fake_real_medicine_ff8bb608ba,test
kaggle_fake_real_medicine_d01124d05c,test
kaggle_fake_real_medicine_c5bfaa546a,test
kaggle_fake_real_medicine_293391e3c5,test
kaggle_fake_real_medicine_6e3f150413,test
kaggle_fake_real_medicine_dc3993fda4,test
kaggle_fake_real_medicine_1a4671782c,test
kaggle_fake_real_medicine_378059a366,test
kaggle_fake_real_medicine_f73305e65f,test
kaggle_fake_real_medicine_7e0914619a,test
kaggle_fake_real_medicine_d19535b707,test
kaggle_fake_real_medicine_be2c540b63,test
kaggle_fake_real_medicine_3e84e186df,test
kaggle_fake_real_medicine_393b5f4602,test
kaggle_fake_real_medicine_87f5f98f0c,test
kaggle_fake_real_medicine_7fc16503ca,test
kaggle_fake_real_medicine_03758866d1,test
kaggle_fake_real_medicine_d04b0fc4a5,test
kaggle_fake_real_medicine_064eef0a38,test
kaggle_fake_real_medicine_2df01fd6a7,test
kaggle_fake_real_medicine_5914cbca30,test
kaggle_fake_real_medicine_a8786eab14,test
kaggle_fake_real_medicine_723e06f544,test
kaggle_fake_real_medicine_0222936a5e,test
kaggle_fake_real_medicine_b98a85d09c,test
kaggle_fake_real_medicine_d0816cba6c,test
