source,orig_relpath,class_label,shipped_split,width,height,format,filesize_bytes,excluded,exclusion_reason,source_stem
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.a6dc1a1f6315a164fbe5123a012f97f6.jpg,authentic,train,640,640,JPEG,33612,False,,images4116
roboflow_counterfeit_med_detection,roboflow\train\images08_jpg.rf.a75c8f64ef265722cb3d6a0a1462ee30.jpg,authentic,train,640,640,JPEG,55023,False,,images08
roboflow_counterfeit_med_detection,roboflow\train\images09_jpg.rf.a70859fe65fc117002e52843bf82a48d.jpg,authentic,train,640,640,JPEG,42762,False,,images09
roboflow_counterfeit_med_detection,roboflow\train\109956533_3244497725606259_3458066695358260920_n_jpg.rf.a71bd9782d5d1ac7bd7daeb108bad400.jpg,counterfeit,train,640,640,JPEG,61897,True,bulletin_graphic_with_baked_in_label_text,109956533_3244497725606259_3458066695358260920_n
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.a6d04fb6edb7dec0f50431cc0c6a3cc5.jpg,authentic,train,640,640,JPEG,27103,False,,images4116
roboflow_counterfeit_med_detection,roboflow\train\FDA-Advisory-No-2022-0135_png.rf.a7a83d2f54c7e80e817ac014e25de343.jpg,authentic,train,640,640,JPEG,47133,True,bulletin_graphic_with_baked_in_label_text,FDA-Advisory-No-2022-0135
roboflow_counterfeit_med_detection,roboflow\train\images352_jpg.rf.a717e8d39eca233ab0c6e96c72c4e41f.jpg,authentic,train,640,640,JPEG,48365,False,,images352
roboflow_counterfeit_med_detection,roboflow\train\images4100_jpg.rf.a7c8dba42241c072d710c6d9c101f3b9.jpg,authentic,train,640,640,JPEG,70765,False,,images4100
roboflow_counterfeit_med_detection,roboflow\train\images339_jpg.rf.a7895f15a30ebd74065818f02aa04a4f.jpg,authentic,train,640,640,JPEG,53345,False,,images339
roboflow_counterfeit_med_detection,roboflow\train\images5024_jpg.rf.a7c73ce399a84f6f310a2e7ed7ddc6d4.jpg,authentic,train,640,640,JPEG,51283,False,,images5024
roboflow_counterfeit_med_detection,roboflow\train\images36_jpg.rf.a8429ab31a1575adcf3fccaa6332cdce.jpg,authentic,train,640,640,JPEG,32825,False,,images36
roboflow_counterfeit_med_detection,roboflow\train\images4040_jpg.rf.a82a124b519aa1ba0f8663b8ecfe8d6a.jpg,authentic,train,640,640,JPEG,78686,False,,images4040
roboflow_counterfeit_med_detection,roboflow\train\images4061_jpg.rf.a83205936613954e4e5a492f1440abaf.jpg,authentic,train,640,640,JPEG,24312,False,,images4061
roboflow_counterfeit_med_detection,roboflow\train\images346_jpg.rf.a7e37e7797854749dddb28ace9e41521.jpg,authentic,train,640,640,JPEG,21202,False,,images346
roboflow_counterfeit_med_detection,roboflow\train\images5034_jpg.rf.a86e3253929eb7a474c9851d9db8f00a.jpg,authentic,train,640,640,JPEG,50387,False,,images5034
roboflow_counterfeit_med_detection,roboflow\train\images21_jpg.rf.a883ba59475a1757c54c8d6a28473847.jpg,authentic,train,640,640,JPEG,35074,False,,images21
roboflow_counterfeit_med_detection,roboflow\train\images5024_jpg.rf.a89d66ad78116080ea01ad1a122be51b.jpg,authentic,train,640,640,JPEG,62640,False,,images5024
roboflow_counterfeit_med_detection,roboflow\train\images208_jpg.rf.a8cd88a4b83aba4f6825831235326a94.jpg,authentic,train,640,640,JPEG,58172,False,,images208
roboflow_counterfeit_med_detection,roboflow\train\images338_jpg.rf.a8be5b785c9588bfd66a1f74ffc2a6bd.jpg,authentic,train,640,640,JPEG,39253,False,,images338
roboflow_counterfeit_med_detection,roboflow\train\images4038_jpg.rf.a8b67bb0a5a401e93a469841ddb02b43.jpg,authentic,train,640,640,JPEG,47680,False,,images4038
roboflow_counterfeit_med_detection,roboflow\train\images219_jpg.rf.a88eef173ae13d043a2d2f48d653c7cf.jpg,authentic,train,640,640,JPEG,52465,False,,images219
roboflow_counterfeit_med_detection,roboflow\train\images315_jpg.rf.a8c420bac9cbf27961c1cd6f028988cc.jpg,authentic,train,640,640,JPEG,34844,False,,images315
roboflow_counterfeit_med_detection,roboflow\train\images4029_jpg.rf.a8cfdf9b8a3ff9ab0d72fd25269993b0.jpg,authentic,train,640,640,JPEG,69964,False,,images4029
roboflow_counterfeit_med_detection,roboflow\train\images4033_jpg.rf.a8cdbe682a5713190071a9c077a0cd74.jpg,authentic,train,640,640,JPEG,66328,False,,images4033
roboflow_counterfeit_med_detection,roboflow\train\images209_jpg.rf.a8d0dfb5a55da75f8d58f7ce5ea6e6be.jpg,authentic,train,640,640,JPEG,39778,False,,images209
roboflow_counterfeit_med_detection,roboflow\train\images5115_jpg.rf.a7f5662d45e98933f30e1fe16c8d3998.jpg,authentic,train,640,640,JPEG,33567,False,,images5115
roboflow_counterfeit_med_detection,roboflow\train\images316_jpg.rf.a8e38b69595cde4faa73de5ed631d35c.jpg,authentic,train,640,640,JPEG,35479,False,,images316
roboflow_counterfeit_med_detection,roboflow\train\images4079_jpg.rf.a8eb5285431668ae00d01c3b626b157d.jpg,authentic,train,640,640,JPEG,30401,False,,images4079
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.a8eec3c40442a04516399b468ff8118e.jpg,authentic,train,640,640,JPEG,23690,False,,images4116
roboflow_counterfeit_med_detection,roboflow\train\images256_jpg.rf.a97523dac2a325e24add956506c976c0.jpg,authentic,train,640,640,JPEG,48133,False,,images256
roboflow_counterfeit_med_detection,roboflow\train\images219_jpg.rf.a93a71204d9c23578c39acf795481cad.jpg,authentic,train,640,640,JPEG,48105,False,,images219
roboflow_counterfeit_med_detection,roboflow\train\images222_jpg.rf.a9cb05f505b23dd616a61ece5776b0b5.jpg,authentic,train,640,640,JPEG,44988,False,,images222
roboflow_counterfeit_med_detection,roboflow\train\images5052_jpg.rf.a97f963868f757e83142fd09f390500c.jpg,authentic,train,640,640,JPEG,86898,False,,images5052
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.a999931e8aa019c0b691a3328ee2fdd4.jpg,authentic,train,640,640,JPEG,52208,False,,images4039
roboflow_counterfeit_med_detection,roboflow\train\images252_jpg.rf.a95a81a7c4171d26cbcb31de44b990b5.jpg,authentic,train,640,640,JPEG,61179,False,,images252
roboflow_counterfeit_med_detection,roboflow\train\images4045_jpg.rf.aa4b04bab14bff900690b764499e1f91.jpg,authentic,train,640,640,JPEG,43681,False,,images4045
roboflow_counterfeit_med_detection,roboflow\train\images262_jpg.rf.a92f3715f3689f1247ede77b6276c362.jpg,authentic,train,640,640,JPEG,32327,False,,images262
roboflow_counterfeit_med_detection,roboflow\train\images35_jpg.rf.a92a60d752563a85eca89690d8698ce8.jpg,authentic,train,640,640,JPEG,43342,False,,images35
roboflow_counterfeit_med_detection,roboflow\train\images321_jpg.rf.aa1cf2e20ca3b6f61cd5edcfaec7d118.jpg,authentic,train,640,640,JPEG,28209,False,,images321
roboflow_counterfeit_med_detection,roboflow\train\FDA-Advisory-No-2022-0611-27_png.rf.a9da991a30ed056b01d9de632fd855dc.jpg,authentic,train,640,640,JPEG,46497,True,bulletin_graphic_with_baked_in_label_text,FDA-Advisory-No-2022-0611-27
roboflow_counterfeit_med_detection,roboflow\train\images37_jpg.rf.aa09590e998147e85e4031e904b050d7.jpg,authentic,train,640,640,JPEG,28926,False,,images37
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.a90266a7d70a3850c6160de7be710c5e.jpg,authentic,train,640,640,JPEG,61939,False,,images4039
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.a945afbf88f906e807a9b56541bfe64d.jpg,authentic,train,640,640,JPEG,39450,False,,images4039
roboflow_counterfeit_med_detection,roboflow\train\FDA-Advisory-No-2021-0607_png.rf.aa7c5d5f5ce56b5220a365cb9a439545.jpg,counterfeit,train,640,640,JPEG,65985,True,bulletin_graphic_with_baked_in_label_text,FDA-Advisory-No-2021-0607
roboflow_counterfeit_med_detection,roboflow\train\images209_jpg.rf.a983f2b33ba114fae9fa09b5a95329c4.jpg,authentic,train,640,640,JPEG,40276,False,,images209
roboflow_counterfeit_med_detection,roboflow\train\images4068_jpg.rf.aa32938fd4ab899b4c7cc6b998d7c944.jpg,authentic,train,640,640,JPEG,68612,False,,images4068
roboflow_counterfeit_med_detection,roboflow\train\images4058_jpg.rf.aa2ec254c6703085527f4c0f9b0d76cb.jpg,authentic,train,640,640,JPEG,42209,False,,images4058
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.aa85a674bd4bc6f25497fa05cc0d44e4.jpg,authentic,train,640,640,JPEG,37423,False,,images210
roboflow_counterfeit_med_detection,roboflow\train\images240_jpg.rf.aa4d256e4194df9b10b1558eb74f8796.jpg,authentic,train,640,640,JPEG,54498,False,,images240
roboflow_counterfeit_med_detection,roboflow\train\images4063_jpg.rf.aaf89781ec1aef91c298498803cfbc5d.jpg,authentic,train,640,640,JPEG,23962,False,,images4063
roboflow_counterfeit_med_detection,roboflow\train\images213_jpg.rf.aab222844af06ddd63a24c660891c090.jpg,authentic,train,640,640,JPEG,48848,False,,images213
roboflow_counterfeit_med_detection,roboflow\train\images268_jpg.rf.aaed47461b9313079b6fc19bc50f97e3.jpg,authentic,train,640,640,JPEG,61565,False,,images268
roboflow_counterfeit_med_detection,roboflow\train\images242_jpg.rf.aac3045f52a9846b6a018cda3a72d143.jpg,authentic,train,640,640,JPEG,36952,False,,images242
roboflow_counterfeit_med_detection,roboflow\train\images214_jpg.rf.aa4f3e95bc4764251be187971d782393.jpg,authentic,train,640,640,JPEG,36245,False,,images214
roboflow_counterfeit_med_detection,roboflow\train\images4029_jpg.rf.aad47efff46053c214daa3bcc32aa63e.jpg,authentic,train,640,640,JPEG,69966,False,,images4029
roboflow_counterfeit_med_detection,roboflow\train\images4090_jpg.rf.ab95c16b0af8d66b55253b4b1a9a8481.jpg,authentic,train,640,640,JPEG,24322,False,,images4090
roboflow_counterfeit_med_detection,roboflow\train\images5107_jpg.rf.ab34c0c85a9c4c13daf8923dac5cc269.jpg,authentic,train,640,640,JPEG,21981,False,,images5107
roboflow_counterfeit_med_detection,roboflow\train\109956533_3244497725606259_3458066695358260920_n_jpg.rf.ab0c261de296b3718394e9f2de2320a9.jpg,counterfeit,train,640,640,JPEG,58832,True,bulletin_graphic_with_baked_in_label_text,109956533_3244497725606259_3458066695358260920_n
roboflow_counterfeit_med_detection,roboflow\train\images4035_jpg.rf.ab18df9e8af1fdd5525c2efb9f34366c.jpg,authentic,train,640,640,JPEG,74449,False,,images4035
roboflow_counterfeit_med_detection,roboflow\train\images4046_jpg.rf.abbf76455cccd847bf95e5b65adaec3b.jpg,authentic,train,640,640,JPEG,98148,False,,images4046
roboflow_counterfeit_med_detection,roboflow\train\images5111_jpg.rf.ac28487c7f1d77805684ddc4d85b0fdd.jpg,authentic,train,640,640,JPEG,28387,False,,images5111
roboflow_counterfeit_med_detection,roboflow\train\images4068_jpg.rf.ab672406fac552546887879b2fcad08c.jpg,authentic,train,640,640,JPEG,68310,False,,images4068
roboflow_counterfeit_med_detection,roboflow\train\images342_jpg.rf.ac8cf1d31ec4f90a6335501e911962ba.jpg,authentic,train,640,640,JPEG,17322,False,,images342
roboflow_counterfeit_med_detection,roboflow\train\images231_jpg.rf.ababd88d0753cf0be2d47110ed5b8ac5.jpg,authentic,train,640,640,JPEG,38223,False,,images231
roboflow_counterfeit_med_detection,roboflow\train\images5062_jpg.rf.ac0724254e0ac49fa009816a2fb5f7e9.jpg,authentic,train,640,640,JPEG,23848,False,,images5062
roboflow_counterfeit_med_detection,roboflow\train\images5097_jpg.rf.ab353b67dd8c3a2281432740b7f653e1.jpg,authentic,train,640,640,JPEG,32179,False,,images5097
roboflow_counterfeit_med_detection,roboflow\train\images4060_jpg.rf.ac717862b4be6b47a9a6bfd5fd9ab4f8.jpg,authentic,train,640,640,JPEG,56802,False,,images4060
roboflow_counterfeit_med_detection,roboflow\train\images4100_jpg.rf.aba9cf743f66771b894c318a928cab49.jpg,authentic,train,640,640,JPEG,77923,False,,images4100
roboflow_counterfeit_med_detection,roboflow\train\images4042_jpg.rf.ac6e3b7b5db301a8650c34576c74ab58.jpg,authentic,train,640,640,JPEG,42618,False,,images4042
roboflow_counterfeit_med_detection,roboflow\train\images4069_jpg.rf.ac01ba66ef9a006c8619dddbcae126af.jpg,authentic,train,640,640,JPEG,26875,False,,images4069
roboflow_counterfeit_med_detection,roboflow\train\images263_jpg.rf.ac9c4bc957ea8225c384e3bbd6e5165a.jpg,authentic,train,640,640,JPEG,36386,False,,images263
roboflow_counterfeit_med_detection,roboflow\train\images4060_jpg.rf.ac79f5ab24cc5f9391361be5f9c35d76.jpg,authentic,train,640,640,JPEG,77686,False,,images4060
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.ac469894b7bfefdaadea27136e5f4411.jpg,authentic,train,640,640,JPEG,35591,False,,images210
roboflow_counterfeit_med_detection,roboflow\train\images5023_jpg.rf.abc587777620c4a61d1b56d2bb87b4b9.jpg,authentic,train,640,640,JPEG,34366,False,,images5023
roboflow_counterfeit_med_detection,roboflow\train\images4061_jpg.rf.abfa052be1ca405564057145f265f0a8.jpg,authentic,train,640,640,JPEG,21495,False,,images4061
roboflow_counterfeit_med_detection,roboflow\train\images4107_jpg.rf.abc28e075448cb42a1edf5da5a08c38d.jpg,authentic,train,640,640,JPEG,35545,False,,images4107
roboflow_counterfeit_med_detection,roboflow\train\images5040_jpg.rf.ac8640d2141b222f78cf4f20a57e80d7.jpg,authentic,train,640,640,JPEG,91831,False,,images5040
roboflow_counterfeit_med_detection,roboflow\train\images13_jpg.rf.ac0341374cfb04be28a4b7b22a2d3513.jpg,authentic,train,640,640,JPEG,18470,False,,images13
roboflow_counterfeit_med_detection,roboflow\train\images338_jpg.rf.abba598057a3b2ebbee8dfcfeb966e67.jpg,authentic,train,640,640,JPEG,43346,False,,images338
roboflow_counterfeit_med_detection,roboflow\train\images258_jpg.rf.ac62fe0819a0de0fdb9a9b1af2174147.jpg,authentic,train,640,640,JPEG,69430,False,,images258
roboflow_counterfeit_med_detection,roboflow\train\images5052_jpg.rf.ac9d279de6a872f35272420252a03f26.jpg,authentic,train,640,640,JPEG,90516,False,,images5052
roboflow_counterfeit_med_detection,roboflow\train\images4079_jpg.rf.acd7375c1833a0deeb1df579940645d4.jpg,authentic,train,640,640,JPEG,45997,False,,images4079
roboflow_counterfeit_med_detection,roboflow\train\images4110_jpg.rf.acae9a4fb59ca2239dae7cbf7a2260ad.jpg,authentic,train,640,640,JPEG,74671,False,,images4110
roboflow_counterfeit_med_detection,roboflow\train\images4067_jpg.rf.acc88fd2ae80eb517a6b1cec8d38fece.jpg,authentic,train,640,640,JPEG,35428,False,,images4067
roboflow_counterfeit_med_detection,roboflow\train\images07_jpg.rf.ace6377076399c138a31cfb40ee69015.jpg,authentic,train,640,640,JPEG,70204,False,,images07
roboflow_counterfeit_med_detection,roboflow\train\images212_jpg.rf.ad799fe8e6ebf168301cfd6ba9934e02.jpg,authentic,train,640,640,JPEG,33748,False,,images212
roboflow_counterfeit_med_detection,roboflow\train\images307_jpg.rf.ad89999007a7d388f55465e628a3b6c5.jpg,authentic,train,640,640,JPEG,25824,False,,images307
roboflow_counterfeit_med_detection,roboflow\train\images275_jpg.rf.ad546e3ae417ed2d06993aaaeb70885a.jpg,authentic,train,640,640,JPEG,33064,False,,images275
roboflow_counterfeit_med_detection,roboflow\train\images5090_jpg.rf.acf0d9eb7d6cd9f9480f8827f5ef1d41.jpg,authentic,train,640,640,JPEG,30852,False,,images5090
roboflow_counterfeit_med_detection,roboflow\train\images4090_jpg.rf.ad3145545a304c239924910d11107e49.jpg,authentic,train,640,640,JPEG,21265,False,,images4090
roboflow_counterfeit_med_detection,roboflow\train\images222_jpg.rf.ad78208e937d55cb6517e5bab7b4e73a.jpg,authentic,train,640,640,JPEG,44534,False,,images222
roboflow_counterfeit_med_detection,roboflow\train\images242_jpg.rf.acfd28974f8c8533e0f32235b77e0785.jpg,authentic,train,640,640,JPEG,40725,False,,images242
roboflow_counterfeit_med_detection,roboflow\train\images268_jpg.rf.ad9945d9f92c150e289c0c3ab6644466.jpg,authentic,train,640,640,JPEG,54094,False,,images268
roboflow_counterfeit_med_detection,roboflow\train\images4047_jpg.rf.ad7b04cc0f20b1767830241bf899c12b.jpg,authentic,train,640,640,JPEG,42003,False,,images4047
roboflow_counterfeit_med_detection,roboflow\train\images283_jpg.rf.ad507df30184157dc00d122faa06965b.jpg,authentic,train,640,640,JPEG,66182,False,,images283
roboflow_counterfeit_med_detection,roboflow\train\images349_jpg.rf.adaef565250d63f6528cc4f63a72de4a.jpg,authentic,train,640,640,JPEG,44337,False,,images349
roboflow_counterfeit_med_detection,roboflow\train\2020-1348_23_jpg.rf.adc5d63b530f61f5621086931d5c5b88.jpg,counterfeit,train,640,640,JPEG,54890,True,bulletin_graphic_with_baked_in_label_text,2020-1348_23
roboflow_counterfeit_med_detection,roboflow\train\110657861_3244497582272940_2325276206631652556_n_jpg.rf.adb34fb2574c779275583ec27759734e.jpg,counterfeit,train,640,640,JPEG,51714,True,bulletin_graphic_with_baked_in_label_text,110657861_3244497582272940_2325276206631652556_n
roboflow_counterfeit_med_detection,roboflow\train\images303_jpg.rf.adc889f4ce153ecbc276a1a7512f8de8.jpg,authentic,train,640,640,JPEG,44265,False,,images303
roboflow_counterfeit_med_detection,roboflow\train\images316_jpg.rf.ae00faa010b7145221c6e61794651dee.jpg,authentic,train,640,640,JPEG,37948,False,,images316
roboflow_counterfeit_med_detection,roboflow\train\images19_jpg.rf.ae26fc70cdc75a822bb15b2759032baa.jpg,authentic,train,640,640,JPEG,50909,False,,images19
roboflow_counterfeit_med_detection,roboflow\train\images5106_jpg.rf.ad4f9a71590bbc8b3f7199d59bdde08d.jpg,authentic,train,640,640,JPEG,59954,False,,images5106
roboflow_counterfeit_med_detection,roboflow\train\images31_jpg.rf.adee911c344b5dd548c07c76bc4fe7a4.jpg,authentic,train,640,640,JPEG,32281,False,,images31
roboflow_counterfeit_med_detection,roboflow\train\images4029_jpg.rf.ad3622238bb0e845acad50ab32ac5de1.jpg,authentic,train,640,640,JPEG,72278,False,,images4029
roboflow_counterfeit_med_detection,roboflow\train\FDA-Advisory-No-2022-0611-11_png.rf.ae024a367254f2d263331934c2d1c1e1.jpg,authentic,train,640,640,JPEG,46693,True,bulletin_graphic_with_baked_in_label_text,FDA-Advisory-No-2022-0611-11
roboflow_counterfeit_med_detection,roboflow\train\images4042_jpg.rf.addf216773162b54193ff365e2f4ec71.jpg,authentic,train,640,640,JPEG,41033,False,,images4042
roboflow_counterfeit_med_detection,roboflow\train\images5056_jpg.rf.ae4780cad821ebb6701a4bf760bd2385.jpg,authentic,train,640,640,JPEG,39173,False,,images5056
roboflow_counterfeit_med_detection,roboflow\train\images4042_jpg.rf.ae6985a54d4c15349c4472b411b15b15.jpg,authentic,train,640,640,JPEG,35540,False,,images4042
roboflow_counterfeit_med_detection,roboflow\train\images5053_jpg.rf.ae3f67c6c2f8f5173bb7c047a95d81de.jpg,authentic,train,640,640,JPEG,23747,False,,images5053
