image_id,class_label,modality,notes
kaggle_fake_real_medicine_00074,counterfeit,,
kaggle_fake_real_medicine_00075,counterfeit,,
kaggle_fake_real_medicine_00076,counterfeit,,
kaggle_fake_real_medicine_00077,counterfeit,,
kaggle_fake_real_medicine_00078,counterfeit,,
kaggle_fake_real_medicine_00079,counterfeit,,
kaggle_fake_real_medicine_00080,counterfeit,,
kaggle_fake_real_medicine_00081,counterfeit,,
kaggle_fake_real_medicine_00082,counterfeit,,
kaggle_fake_real_medicine_00083,counterfeit,,
kaggle_fake_real_medicine_00084,counterfeit,,
kaggle_fake_real_medicine_00085,counterfeit,,
kaggle_fake_real_medicine_00086,counterfeit,,
kaggle_fake_real_medicine_00087,counterfeit,,
kaggle_fake_real_medicine_00088,counterfeit,,
kaggle_fake_real_medicine_00089,counterfeit,,
kaggle_fake_real_medicine_00090,counterfeit,,
kaggle_fake_real_medicine_00091,counterfeit,,
kaggle_fake_real_medicine_00092,counterfeit,,
kaggle_fake_real_medicine_00093,counterfeit,,
kaggle_fake_real_medicine_00094,counterfeit,,
kaggle_fake_real_medicine_00095,counterfeit,,
kaggle_fake_real_medicine_00096,counterfeit,,
kaggle_fake_real_medicine_00097,counterfeit,,
kaggle_fake_real_medicine_00098,counterfeit,,
kaggle_fake_real_medicine_00099,counterfeit,,
kaggle_fake_real_medicine_00100,counterfeit,,
kaggle_fake_real_medicine_00101,counterfeit,,
kaggle_fake_real_medicine_00102,counterfeit,,
kaggle_fake_real_medicine_00103,counterfeit,,
kaggle_fake_real_medicine_00104,counterfeit,,
kaggle_fake_real_medicine_00105,counterfeit,,
kaggle_fake_real_medicine_00106,counterfeit,,
kaggle_fake_real_medicine_00107,counterfeit,,
kaggle_fake_real_medicine_00108,counterfeit,,
kaggle_fake_real_medicine_00109,counterfeit,,
kaggle_fake_real_medicine_00110,counterfeit,,
kaggle_fake_real_medicine_00111,counterfeit,,
kaggle_fake_real_medicine_00112,counterfeit,,
kaggle_fake_real_medicine_00113,counterfeit,,
kaggle_fake_real_medicine_00114,counterfeit,,
kaggle_fake_real_medicine_00115,counterfeit,,
kaggle_fake_real_medicine_00116,counterfeit,,
kaggle_fake_real_medicine_00117,counterfeit,,
kaggle_fake_real_medicine_00118,counterfeit,,
kaggle_fake_real_medicine_00119,counterfeit,,
kaggle_fake_real_medicine_00120,counterfeit,,
kaggle_fake_real_medicine_00121,counterfeit,,
kaggle_fake_real_medicine_00122,counterfeit,,
kaggle_fake_real_medicine_00123,counterfeit,,
kaggle_fake_real_medicine_00124,counterfeit,,
kaggle_fake_real_medicine_00125,counterfeit,,
kaggle_fake_real_medicine_00126,counterfeit,,
kaggle_fake_real_medicine_00127,counterfeit,,
kaggle_fake_real_medicine_00128,counterfeit,,
kaggle_fake_real_medicine_00129,counterfeit,,
kaggle_fake_real_medicine_00130,counterfeit,,
kaggle_fake_real_medicine_00131,counterfeit,,
kaggle_fake_real_medicine_00132,counterfeit,,
kaggle_fake_real_medicine_00133,counterfeit,,
kaggle_fake_real_medicine_00134,counterfeit,,
kaggle_fake_real_medicine_00135,counterfeit,,
kaggle_fake_real_medicine_00136,counterfeit,,
kaggle_fake_real_medicine_00137,counterfeit,,
kaggle_fake_real_medicine_00138,counterfeit,,
kaggle_fake_real_medicine_00139,counterfeit,,
kaggle_fake_real_medicine_00140,counterfeit,,
kaggle_fake_real_medicine_00141,counterfeit,,
kaggle_fake_real_medicine_00142,counterfeit,,
kaggle_fake_real_medicine_00143,counterfeit,,
kaggle_fake_real_medicine_00144,counterfeit,,
kaggle_fake_real_medicine_00145,counterfeit,,
kaggle_fake_real_medicine_00146,counterfeit,,
kaggle_fake_real_medicine_00147,counterfeit,,
kaggle_fake_real_medicine_00148,counterfeit,,
kaggle_fake_real_medicine_00149,counterfeit,,
kaggle_fake_real_medicine_00150,counterfeit,,
kaggle_fake_real_medicine_00151,counterfeit,,
kaggle_fake_real_medicine_00152,counterfeit,,
kaggle_fake_real_medicine_00153,counterfeit,,
kaggle_fake_real_medicine_00154,counterfeit,,
kaggle_fake_real_medicine_00155,counterfeit,,
kaggle_fake_real_medicine_00156,counterfeit,,
kaggle_fake_real_medicine_00157,counterfeit,,
kaggle_fake_real_medicine_00158,counterfeit,,
kaggle_fake_real_medicine_00159,counterfeit,,
kaggle_fake_real_medicine_00160,counterfeit,,
kaggle_fake_real_medicine_00161,counterfeit,,
kaggle_fake_real_medicine_00162,counterfeit,,
kaggle_fake_real_medicine_00163,counterfeit,,
kaggle_fake_real_medicine_00164,counterfeit,,
kaggle_fake_real_medicine_00165,counterfeit,,
kaggle_fake_real_medicine_00166,counterfeit,,
kaggle_fake_real_medicine_00167,counterfeit,,
kaggle_fake_real_medicine_00168,counterfeit,,
kaggle_fake_real_medicine_00169,counterfeit,,
kaggle_fake_real_medicine_00170,counterfeit,,
kaggle_fake_real_medicine_00171,counterfeit,,
kaggle_fake_real_medicine_00172,counterfeit,,
kaggle_fake_real_medicine_00173,counterfeit,,
kaggle_fake_real_medicine_00174,counterfeit,,
kaggle_fake_real_medicine_00175,counterfeit,,
kaggle_fake_real_medicine_00176,counterfeit,,
kaggle_fake_real_medicine_00177,counterfeit,,
kaggle_fake_real_medicine_00178,counterfeit,,
kaggle_fake_real_medicine_00179,counterfeit,,
kaggle_fake_real_medicine_00180,counterfeit,,
kaggle_fake_real_medicine_00181,counterfeit,,
kaggle_fake_real_medicine_00182,counterfeit,,
kaggle_fake_real_medicine_00183,counterfeit,,
kaggle_fake_real_medicine_00184,counterfeit,,
kaggle_fake_real_medicine_00185,counterfeit,,
kaggle_fake_real_medicine_00186,counterfeit,,
kaggle_fake_real_medicine_00187,counterfeit,,
kaggle_fake_real_medicine_00188,counterfeit,,
kaggle_fake_real_medicine_00189,counterfeit,,
kaggle_fake_real_medicine_00190,counterfeit,,
kaggle_fake_real_medicine_00191,counterfeit,,
kaggle_fake_real_medicine_00192,counterfeit,,
kaggle_fake_real_medicine_00193,counterfeit,,
kaggle_fake_real_medicine_00194,counterfeit,,
kaggle_fake_real_medicine_00195,counterfeit,,
kaggle_fake_real_medicine_00196,counterfeit,,
kaggle_fake_real_medicine_00197,counterfeit,,
kaggle_fake_real_medicine_00198,counterfeit,,
kaggle_fake_real_medicine_00199,counterfeit,,
kaggle_fake_real_medicine_00200,counterfeit,,
kaggle_fake_real_medicine_00201,counterfeit,,
kaggle_fake_real_medicine_00202,counterfeit,,
kaggle_fake_real_medicine_00203,counterfeit,,
kaggle_fake_real_medicine_00204,counterfeit,,
kaggle_fake_real_medicine_00205,counterfeit,,
kaggle_fake_real_medicine_00206,counterfeit,,
kaggle_fake_real_medicine_00207,counterfeit,,
kaggle_fake_real_medicine_00208,counterfeit,,
kaggle_fake_real_medicine_00209,counterfeit,,
kaggle_fake_real_medicine_00210,counterfeit,,
kaggle_fake_real_medicine_00211,counterfeit,,
kaggle_fake_real_medicine_00212,counterfeit,,
kaggle_fake_real_medicine_00213,counterfeit,,
kaggle_fake_real_medicine_00214,counterfeit,,
kaggle_fake_real_medicine_00215,counterfeit,,
kaggle_fake_real_medicine_00216,counterfeit,,
kaggle_fake_real_medicine_00217,counterfeit,,
kaggle_fake_real_medicine_00218,counterfeit,,
kaggle_fake_real_medicine_00219,counterfeit,,
kaggle_fake_real_medicine_00220,counterfeit,,
kaggle_fake_real_medicine_00221,counterfeit,,
kaggle_fake_real_medicine_00222,counterfeit,,
kaggle_fake_real_medicine_00223,counterfeit,,
kaggle_fake_real_medicine_00224,counterfeit,,
kaggle_fake_real_medicine_00225,counterfeit,,
kaggle_fake_real_medicine_00226,counterfeit,,
kaggle_fake_real_medicine_00227,counterfeit,,
kaggle_fake_real_medicine_00228,counterfeit,,
kaggle_fake_real_medicine_00229,counterfeit,,
kaggle_fake_real_medicine_00230,counterfeit,,
kaggle_fake_real_medicine_00231,counterfeit,,
kaggle_fake_real_medicine_00232,counterfeit,,
kaggle_fake_real_medicine_00233,counterfeit,,
kaggle_fake_real_medicine_00234,counterfeit,,
kaggle_fake_real_medicine_00235,counterfeit,,
kaggle_fake_real_medicine_00236,counterfeit,,
kaggle_fake_real_medicine_00237,counterfeit,,
kaggle_fake_real_medicine_00238,counterfeit,,
kaggle_fake_real_medicine_00239,counterfeit,,
kaggle_fake_real_medicine_00240,counterfeit,,
kaggle_fake_real_medicine_00241,authentic,,
kaggle_fake_real_medicine_00242,authentic,,
kaggle_fake_real_medicine_00243,authentic,,
kaggle_fake_real_medicine_00244,authentic,,
kaggle_fake_real_medicine_00245,authentic,,
kaggle_fake_real_medicine_00246,authentic,,
kaggle_fake_real_medicine_00247,authentic,,
kaggle_fake_real_medicine_00248,authentic,,
kaggle_fake_real_medicine_00249,authentic,,
kaggle_fake_real_medicine_00250,authentic,,
kaggle_fake_real_medicine_00251,authentic,,
kaggle_fake_real_medicine_00252,authentic,,
kaggle_fake_real_medicine_00253,authentic,,
kaggle_fake_real_medicine_00254,authentic,,
kaggle_fake_real_medicine_00255,authentic,,
kaggle_fake_real_medicine_00256,authentic,,
kaggle_fake_real_medicine_00257,authentic,,
kaggle_fake_real_medicine_00258,authentic,,
kaggle_fake_real_medicine_00259,authentic,,
kaggle_fake_real_medicine_00260,authentic,,
kaggle_fake_real_medicine_00261,authentic,,
kaggle_fake_real_medicine_00262,authentic,,
kaggle_fake_real_medicine_00263,authentic,,
kaggle_fake_real_medicine_00264,authentic,,
kaggle_fake_real_medicine_00265,authentic,,
kaggle_fake_real_medicine_00266,authentic,,
kaggle_fake_real_medicine_00267,authentic,,
kaggle_fake_real_medicine_00268,authentic,,
kaggle_fake_real_medicine_00269,authentic,,
kaggle_fake_real_medicine_00270,authentic,,
kaggle_fake_real_medicine_00271,authentic,,
kaggle_fake_real_medicine_00272,authentic,,
kaggle_fake_real_medicine_00273,authentic,,
kaggle_fake_real_medicine_00274,authentic,,
kaggle_fake_real_medicine_00275,authentic,,
kaggle_fake_real_medicine_00276,authentic,,
kaggle_fake_real_medicine_00277,authentic,,
kaggle_fake_real_medicine_00278,authentic,,
kaggle_fake_real_medicine_00279,authentic,,
kaggle_fake_real_medicine_00280,authentic,,
kaggle_fake_real_medicine_00281,authentic,,
kaggle_fake_real_medicine_00282,authentic,,
kaggle_fake_real_medicine_00283,authentic,,
kaggle_fake_real_medicine_00284,authentic,,
kaggle_fake_real_medicine_00285,authentic,,
kaggle_fake_real_medicine_00286,authentic,,
kaggle_fake_real_medicine_00287,authentic,,
kaggle_fake_real_medicine_00288,authentic,,
kaggle_fake_real_medicine_00289,authentic,,
kaggle_fake_real_medicine_00290,authentic,,
kaggle_fake_real_medicine_00291,authentic,,
kaggle_fake_real_medicine_00292,authentic,,
kaggle_fake_real_medicine_00293,authentic,,
kaggle_fake_real_medicine_00294,authentic,,
kaggle_fake_real_medicine_00295,authentic,,
kaggle_fake_real_medicine_00296,authentic,,
kaggle_fake_real_medicine_00297,authentic,,
kaggle_fake_real_medicine_00298,authentic,,
kaggle_fake_real_medicine_00299,authentic,,
kaggle_fake_real_medicine_00300,authentic,,
kaggle_fake_real_medicine_00301,authentic,,
kaggle_fake_real_medicine_00302,authentic,,
kaggle_fake_real_medicine_00303,authentic,,
kaggle_fake_real_medicine_00304,authentic,,
kaggle_fake_real_medicine_00305,authentic,,
kaggle_fake_real_medicine_00306,authentic,,
kaggle_fake_real_medicine_00307,authentic,,
kaggle_fake_real_medicine_00308,authentic,,
kaggle_fake_real_medicine_00309,authentic,,
kaggle_fake_real_medicine_00310,authentic,,
kaggle_fake_real_medicine_00311,authentic,,
kaggle_fake_real_medicine_00312,authentic,,
kaggle_fake_real_medicine_00313,authentic,,
kaggle_fake_real_medicine_00314,authentic,,
kaggle_fake_real_medicine_00315,authentic,,
kaggle_fake_real_medicine_00316,authentic,,
kaggle_fake_real_medicine_00317,authentic,,
kaggle_fake_real_medicine_00318,authentic,,
kaggle_fake_real_medicine_00319,authentic,,
kaggle_fake_real_medicine_00320,authentic,,
kaggle_fake_real_medicine_00321,authentic,,
kaggle_fake_real_medicine_00322,authentic,,
kaggle_fake_real_medicine_00323,authentic,,
kaggle_fake_real_medicine_00324,authentic,,
kaggle_fake_real_medicine_00325,authentic,,
kaggle_fake_real_medicine_00326,authentic,,
kaggle_fake_real_medicine_00327,authentic,,
kaggle_fake_real_medicine_00328,authentic,,
kaggle_fake_real_medicine_00329,authentic,,
kaggle_fake_real_medicine_00330,authentic,,
kaggle_fake_real_medicine_00331,authentic,,
kaggle_fake_real_medicine_00332,authentic,,
kaggle_fake_real_medicine_00333,authentic,,
kaggle_fake_real_medicine_00334,authentic,,
kaggle_fake_real_medicine_00335,authentic,,
kaggle_fake_real_medicine_00336,authentic,,
kaggle_fake_real_medicine_00337,authentic,,
kaggle_fake_real_medicine_00338,authentic,,
kaggle_fake_real_medicine_00339,authentic,,
kaggle_fake_real_medicine_00340,authentic,,
kaggle_fake_real_medicine_00341,authentic,,
kaggle_fake_real_medicine_00342,authentic,,
kaggle_fake_real_medicine_00343,authentic,,
kaggle_fake_real_medicine_00344,authentic,,
kaggle_fake_real_medicine_00345,authentic,,
kaggle_fake_real_medicine_00346,authentic,,
kaggle_fake_real_medicine_00347,authentic,,
kaggle_fake_real_medicine_00348,authentic,,
kaggle_fake_real_medicine_00349,authentic,,
kaggle_fake_real_medicine_00350,authentic,,
kaggle_fake_real_medicine_00351,authentic,,
kaggle_fake_real_medicine_00352,authentic,,
kaggle_fake_real_medicine_00353,authentic,,
kaggle_fake_real_medicine_00354,authentic,,
kaggle_fake_real_medicine_00355,authentic,,
kaggle_fake_real_medicine_00356,authentic,,
kaggle_fake_real_medicine_00357,authentic,,
kaggle_fake_real_medicine_00358,authentic,,
kaggle_fake_real_medicine_00359,authentic,,
kaggle_fake_real_medicine_00360,authentic,,
kaggle_fake_real_medicine_00361,authentic,,
kaggle_fake_real_medicine_00362,authentic,,
kaggle_fake_real_medicine_00363,authentic,,
kaggle_fake_real_medicine_00364,authentic,,
kaggle_fake_real_medicine_00365,authentic,,
kaggle_fake_real_medicine_00366,authentic,,
kaggle_fake_real_medicine_00367,authentic,,
kaggle_fake_real_medicine_00368,authentic,,
kaggle_fake_real_medicine_00369,authentic,,
kaggle_fake_real_medicine_00370,authentic,,
kaggle_fake_real_medicine_00371,authentic,,
kaggle_fake_real_medicine_00372,authentic,,
kaggle_fake_real_medicine_00373,authentic,,
kaggle_fake_real_medicine_00374,authentic,,
kaggle_fake_real_medicine_00375,authentic,,
kaggle_fake_real_medicine_00376,authentic,,
kaggle_fake_real_medicine_00377,authentic,,
kaggle_fake_real_medicine_00378,authentic,,
kaggle_fake_real_medicine_00379,authentic,,
kaggle_fake_real_medicine_00380,authentic,,
kaggle_fake_real_medicine_00381,authentic,,
kaggle_fake_real_medicine_00382,authentic,,
kaggle_fake_real_medicine_00383,authentic,,
kaggle_fake_real_medicine_00384,authentic,,
kaggle_fake_real_medicine_00385,authentic,,
kaggle_fake_real_medicine_00386,authentic,,
kaggle_fake_real_medicine_00387,authentic,,
kaggle_fake_real_medicine_00388,authentic,,
kaggle_fake_real_medicine_00389,authentic,,
kaggle_fake_real_medicine_00390,authentic,,
kaggle_fake_real_medicine_00391,authentic,,
kaggle_fake_real_medicine_00392,authentic,,
kaggle_fake_real_medicine_00393,authentic,,
kaggle_fake_real_medicine_00394,authentic,,
kaggle_fake_real_medicine_00395,authentic,,
kaggle_fake_real_medicine_00396,authentic,,
kaggle_fake_real_medicine_00397,authentic,,
kaggle_fake_real_medicine_00398,authentic,,
kaggle_fake_real_medicine_00399,authentic,,
kaggle_fake_real_medicine_00400,authentic,,
kaggle_fake_real_medicine_00401,authentic,,
kaggle_fake_real_medicine_00402,authentic,,
kaggle_fake_real_medicine_00403,authentic,,
kaggle_fake_real_medicine_00404,authentic,,
kaggle_fake_real_medicine_00405,authentic,,
kaggle_fake_real_medicine_00406,authentic,,
kaggle_fake_real_medicine_00407,authentic,,
kaggle_fake_real_medicine_00408,authentic,,
kaggle_fake_real_medicine_00409,authentic,,
kaggle_fake_real_medicine_00410,authentic,,
kaggle_fake_real_medicine_00411,authentic,,
kaggle_fake_real_medicine_00412,authentic,,
kaggle_fake_real_medicine_00413,authentic,,
kaggle_fake_real_medicine_00414,authentic,,
kaggle_fake_real_medicine_00415,authentic,,
kaggle_fake_real_medicine_00416,authentic,,
kaggle_fake_real_medicine_00417,authentic,,
kaggle_fake_real_medicine_00418,authentic,,
kaggle_fake_real_medicine_00419,authentic,,
kaggle_fake_real_medicine_00420,authentic,,
kaggle_fake_real_medicine_00421,authentic,,
kaggle_fake_real_medicine_00422,authentic,,
kaggle_fake_real_medicine_00423,authentic,,
kaggle_fake_real_medicine_00424,authentic,,
kaggle_fake_real_medicine_00425,authentic,,
kaggle_fake_real_medicine_00426,authentic,,
kaggle_fake_real_medicine_00427,authentic,,
kaggle_fake_real_medicine_00428,authentic,,
kaggle_fake_real_medicine_00429,authentic,,
kaggle_fake_real_medicine_00430,authentic,,
kaggle_fake_real_medicine_00431,authentic,,
kaggle_fake_real_medicine_00432,authentic,,
kaggle_fake_real_medicine_00433,authentic,,
kaggle_fake_real_medicine_00434,authentic,,
kaggle_fake_real_medicine_00435,authentic,,
kaggle_fake_real_medicine_00436,authentic,,
kaggle_fake_real_medicine_00437,authentic,,
kaggle_fake_real_medicine_00438,authentic,,
kaggle_fake_real_medicine_00439,authentic,,
kaggle_fake_real_medicine_00440,authentic,,
kaggle_fake_real_medicine_00441,authentic,,
kaggle_fake_real_medicine_00442,authentic,,
kaggle_fake_real_medicine_00443,authentic,,
kaggle_fake_real_medicine_00444,authentic,,
kaggle_fake_real_medicine_00445,authentic,,
kaggle_fake_real_medicine_00446,authentic,,
kaggle_fake_real_medicine_00447,authentic,,
kaggle_fake_real_medicine_00448,authentic,,
kaggle_fake_real_medicine_00449,authentic,,
kaggle_fake_real_medicine_00450,authentic,,
kaggle_fake_real_medicine_00451,authentic,,
kaggle_fake_real_medicine_00452,authentic,,
kaggle_fake_real_medicine_00453,authentic,,
kaggle_fake_real_medicine_00454,authentic,,
kaggle_fake_real_medicine_00455,authentic,,
kaggle_fake_real_medicine_00456,authentic,,
kaggle_fake_real_medicine_00457,authentic,,
kaggle_fake_real_medicine_00458,authentic,,
kaggle_fake_real_medicine_00459,authentic,,
kaggle_fake_real_medicine_00460,authentic,,
kaggle_fake_real_medicine_00461,authentic,,
kaggle_fake_real_medicine_00462,authentic,,
kaggle_fake_real_medicine_00463,authentic,,
kaggle_fake_real_medicine_00464,authentic,,
kaggle_fake_real_medicine_00465,authentic,,
kaggle_fake_real_medicine_00466,authentic,,
kaggle_fake_real_medicine_00467,authentic,,
kaggle_fake_real_medicine_00468,authentic,,
kaggle_fake_real_medicine_00469,authentic,,
kaggle_fake_real_medicine_00470,authentic,,
kaggle_fake_real_medicine_00471,authentic,,
kaggle_fake_real_medicine_00472,authentic,,
kaggle_fake_real_medicine_00473,authentic,,
kaggle_fake_real_medicine_00474,authentic,,
kaggle_fake_real_medicine_00475,authentic,,
kaggle_fake_real_medicine_00476,authentic,,
kaggle_fake_real_medicine_00477,authentic,,
kaggle_fake_real_medicine_00478,authentic,,
kaggle_fake_real_medicine_00479,authentic,,
kaggle_fake_real_medicine_00480,authentic,,
kaggle_fake_real_medicine_00481,authentic,,
kaggle_fake_real_medicine_00482,authentic,,
kaggle_fake_real_medicine_00483,authentic,,
kaggle_fake_real_medicine_00484,authentic,,
kaggle_fake_real_medicine_00485,authentic,,
kaggle_fake_real_medicine_00486,authentic,,
kaggle_fake_real_medicine_00487,authentic,,
kaggle_fake_real_medicine_00488,authentic,,
kaggle_fake_real_medicine_00489,authentic,,
kaggle_fake_real_medicine_00490,authentic,,
kaggle_fake_real_medicine_00491,authentic,,
kaggle_fake_real_medicine_00492,authentic,,
kaggle_fake_real_medicine_00493,authentic,,
kaggle_fake_real_medicine_00494,authentic,,
kaggle_fake_real_medicine_00495,authentic,,
kaggle_fake_real_medicine_00496,authentic,,
kaggle_fake_real_medicine_00497,authentic,,
kaggle_fake_real_medicine_00498,authentic,,
kaggle_fake_real_medicine_00499,authentic,,
kaggle_fake_real_medicine_00500,authentic,,
kaggle_fake_real_medicine_00501,authentic,,
kaggle_fake_real_medicine_00502,authentic,,
kaggle_fake_real_medicine_00503,authentic,,
kaggle_fake_real_medicine_00504,authentic,,
kaggle_fake_real_medicine_00505,authentic,,
kaggle_fake_real_medicine_00506,authentic,,
kaggle_fake_real_medicine_00507,authentic,,
kaggle_fake_real_medicine_00508,authentic,,
kaggle_fake_real_medicine_00509,authentic,,
kaggle_fake_real_medicine_00510,authentic,,
kaggle_fake_real_medicine_00511,authentic,,
kaggle_fake_real_medicine_00512,authentic,,
kaggle_fake_real_medicine_00513,authentic,,
kaggle_fake_real_medicine_00514,authentic,,
kaggle_fake_real_medicine_00515,authentic,,
kaggle_fake_real_medicine_00516,authentic,,
kaggle_fake_real_medicine_00517,authentic,,
kaggle_fake_real_medicine_00518,authentic,,
kaggle_fake_real_medicine_00519,authentic,,
kaggle_fake_real_medicine_00520,authentic,,
kaggle_fake_real_medicine_00521,authentic,,
kaggle_fake_real_medicine_00522,authentic,,
kaggle_fake_real_medicine_00523,authentic,,
kaggle_fake_real_medicine_00524,authentic,,
kaggle_fake_real_medicine_00525,authentic,,
kaggle_fake_real_medicine_00526,authentic,,
kaggle_fake_real_medicine_00527,authentic,,
kaggle_fake_real_medicine_00528,authentic,,
kaggle_fake_real_medicine_00529,authentic,,
kaggle_fake_real_medicine_00530,authentic,,
kaggle_fake_real_medicine_00531,authentic,,
kaggle_fake_real_medicine_00532,authentic,,
kaggle_fake_real_medicine_00533,authentic,,
kaggle_fake_real_medicine_00534,authentic,,
kaggle_fake_real_medicine_00535,authentic,,
kaggle_fake_real_medicine_00536,authentic,,
kaggle_fake_real_medicine_00537,authentic,,
kaggle_fake_real_medicine_00538,authentic,,
kaggle_fake_real_medicine_00539,authentic,,
kaggle_fake_real_medicine_00540,authentic,,
kaggle_fake_real_medicine_00541,authentic,,
kaggle_fake_real_medicine_00542,authentic,,
kaggle_fake_real_medicine_00543,authentic,,
kaggle_fake_real_medicine_00544,authentic,,
kaggle_fake_real_medicine_00545,authentic,,
kaggle_fake_real_medicine_00546,authentic,,
kaggle_fake_real_medicine_00547,authentic,,
kaggle_fake_real_medicine_00548,authentic,,
kaggle_fake_real_medicine_00549,authentic,,
kaggle_fake_real_medicine_00550,authentic,,
kaggle_fake_real_medicine_00551,authentic,,
kaggle_fake_real_medicine_00552,authentic,,
kaggle_fake_real_medicine_00553,authentic,,
kaggle_fake_real_medicine_00554,authentic,,
kaggle_fake_real_medicine_00555,authentic,,
kaggle_fake_real_medicine_00556,authentic,,
kaggle_fake_real_medicine_00557,authentic,,
kaggle_fake_real_medicine_00558,authentic,,
kaggle_fake_real_medicine_00559,authentic,,
kaggle_fake_real_medicine_00560,authentic,,
kaggle_fake_real_medicine_00561,authentic,,
kaggle_fake_real_medicine_00562,authentic,,
kaggle_fake_real_medicine_00563,authentic,,
kaggle_fake_real_medicine_00564,authentic,,
