image_id,orig_relpath,base_source_relpath,class_label,data_origin,generation_seed
synthetic_counterfeit_00050,synthetic_counterfeit/synthetic_counterfeit_00050.jpg,mendeley_split_c/huawei_cn_(146).jpg,counterfeit,synthetic_counterfeit_proxy,93000
synthetic_counterfeit_00051,synthetic_counterfeit/synthetic_counterfeit_00051.jpg,mendeley_split_c/huawei_cn_(147).jpg,counterfeit,synthetic_counterfeit_proxy,23246
synthetic_counterfeit_00052,synthetic_counterfeit/synthetic_counterfeit_00052.jpg,mendeley_split_c/huawei_cn_(148).jpg,counterfeit,synthetic_counterfeit_proxy,79748
synthetic_counterfeit_00053,synthetic_counterfeit/synthetic_counterfeit_00053.jpg,mendeley_split_c/huawei_cn_(149).jpg,counterfeit,synthetic_counterfeit_proxy,84597
synthetic_counterfeit_00054,synthetic_counterfeit/synthetic_counterfeit_00054.jpg,mendeley_split_c/huawei_cn_(15).jpg,counterfeit,synthetic_counterfeit_proxy,36196
synthetic_counterfeit_00055,synthetic_counterfeit/synthetic_counterfeit_00055.jpg,mendeley_split_c/huawei_cn_(150).jpg,counterfeit,synthetic_counterfeit_proxy,77302
synthetic_counterfeit_00056,synthetic_counterfeit/synthetic_counterfeit_00056.jpg,mendeley_split_c/huawei_cn_(151).jpg,counterfeit,synthetic_counterfeit_proxy,18548
synthetic_counterfeit_00057,synthetic_counterfeit/synthetic_counterfeit_00057.jpg,mendeley_split_c/huawei_cn_(153).jpg,counterfeit,synthetic_counterfeit_proxy,3301
synthetic_counterfeit_00058,synthetic_counterfeit/synthetic_counterfeit_00058.jpg,mendeley_split_c/huawei_cn_(154).jpg,counterfeit,synthetic_counterfeit_proxy,68044
synthetic_counterfeit_00059,synthetic_counterfeit/synthetic_counterfeit_00059.jpg,mendeley_split_c/huawei_cn_(155).jpg,counterfeit,synthetic_counterfeit_proxy,43788
synthetic_counterfeit_00060,synthetic_counterfeit/synthetic_counterfeit_00060.jpg,mendeley_split_c/huawei_cn_(16).jpg,counterfeit,synthetic_counterfeit_proxy,53779
synthetic_counterfeit_00061,synthetic_counterfeit/synthetic_counterfeit_00061.jpg,mendeley_split_c/huawei_cn_(160).jpg,counterfeit,synthetic_counterfeit_proxy,37720
synthetic_counterfeit_00062,synthetic_counterfeit/synthetic_counterfeit_00062.jpg,mendeley_split_c/huawei_cn_(162).jpg,counterfeit,synthetic_counterfeit_proxy,21570
synthetic_counterfeit_00063,synthetic_counterfeit/synthetic_counterfeit_00063.jpg,mendeley_split_c/huawei_cn_(18).jpg,counterfeit,synthetic_counterfeit_proxy,6286
synthetic_counterfeit_00064,synthetic_counterfeit/synthetic_counterfeit_00064.jpg,mendeley_split_c/huawei_cn_(19).jpg,counterfeit,synthetic_counterfeit_proxy,45233
synthetic_counterfeit_00065,synthetic_counterfeit/synthetic_counterfeit_00065.jpg,mendeley_split_c/huawei_cn_(2).jpg,counterfeit,synthetic_counterfeit_proxy,10271
synthetic_counterfeit_00066,synthetic_counterfeit/synthetic_counterfeit_00066.jpg,mendeley_split_c/huawei_cn_(20).jpg,counterfeit,synthetic_counterfeit_proxy,88571
synthetic_counterfeit_00067,synthetic_counterfeit/synthetic_counterfeit_00067.jpg,mendeley_split_c/huawei_cn_(21).jpg,counterfeit,synthetic_counterfeit_proxy,20038
synthetic_counterfeit_00068,synthetic_counterfeit/synthetic_counterfeit_00068.jpg,mendeley_split_c/huawei_cn_(22).jpg,counterfeit,synthetic_counterfeit_proxy,96013
synthetic_counterfeit_00069,synthetic_counterfeit/synthetic_counterfeit_00069.jpg,mendeley_split_c/huawei_cn_(23).jpg,counterfeit,synthetic_counterfeit_proxy,96619
synthetic_counterfeit_00070,synthetic_counterfeit/synthetic_counterfeit_00070.jpg,mendeley_split_c/huawei_cn_(24).jpg,counterfeit,synthetic_counterfeit_proxy,48845
synthetic_counterfeit_00071,synthetic_counterfeit/synthetic_counterfeit_00071.jpg,mendeley_split_c/huawei_cn_(25).jpg,counterfeit,synthetic_counterfeit_proxy,28529
synthetic_counterfeit_00072,synthetic_counterfeit/synthetic_counterfeit_00072.jpg,mendeley_split_c/huawei_cn_(26).jpg,counterfeit,synthetic_counterfeit_proxy,34464
synthetic_counterfeit_00073,synthetic_counterfeit/synthetic_counterfeit_00073.jpg,mendeley_split_c/huawei_cn_(27).jpg,counterfeit,synthetic_counterfeit_proxy,59354
synthetic_counterfeit_00074,synthetic_counterfeit/synthetic_counterfeit_00074.jpg,mendeley_split_c/huawei_cn_(28).jpg,counterfeit,synthetic_counterfeit_proxy,87632
synthetic_counterfeit_00075,synthetic_counterfeit/synthetic_counterfeit_00075.jpg,mendeley_split_c/huawei_cn_(29).jpg,counterfeit,synthetic_counterfeit_proxy,26229
synthetic_counterfeit_00076,synthetic_counterfeit/synthetic_counterfeit_00076.jpg,mendeley_split_c/huawei_cn_(3).jpg,counterfeit,synthetic_counterfeit_proxy,79965
synthetic_counterfeit_00077,synthetic_counterfeit/synthetic_counterfeit_00077.jpg,mendeley_split_c/huawei_cn_(30).jpg,counterfeit,synthetic_counterfeit_proxy,27550
synthetic_counterfeit_00078,synthetic_counterfeit/synthetic_counterfeit_00078.jpg,mendeley_split_c/huawei_cn_(31).jpg,counterfeit,synthetic_counterfeit_proxy,73181
synthetic_counterfeit_00079,synthetic_counterfeit/synthetic_counterfeit_00079.jpg,mendeley_split_c/huawei_cn_(32).jpg,counterfeit,synthetic_counterfeit_proxy,18617
synthetic_counterfeit_00080,synthetic_counterfeit/synthetic_counterfeit_00080.jpg,mendeley_split_c/huawei_cn_(33).jpg,counterfeit,synthetic_counterfeit_proxy,86684
synthetic_counterfeit_00081,synthetic_counterfeit/synthetic_counterfeit_00081.jpg,mendeley_split_c/huawei_cn_(35).jpg,counterfeit,synthetic_counterfeit_proxy,13620
synthetic_counterfeit_00082,synthetic_counterfeit/synthetic_counterfeit_00082.jpg,mendeley_split_c/huawei_cn_(37).jpg,counterfeit,synthetic_counterfeit_proxy,9233
synthetic_counterfeit_00083,synthetic_counterfeit/synthetic_counterfeit_00083.jpg,mendeley_split_c/huawei_cn_(38).jpg,counterfeit,synthetic_counterfeit_proxy,87606
synthetic_counterfeit_00084,synthetic_counterfeit/synthetic_counterfeit_00084.jpg,mendeley_split_c/huawei_cn_(39).jpg,counterfeit,synthetic_counterfeit_proxy,72995
synthetic_counterfeit_00085,synthetic_counterfeit/synthetic_counterfeit_00085.jpg,mendeley_split_c/huawei_cn_(4).jpg,counterfeit,synthetic_counterfeit_proxy,83103
synthetic_counterfeit_00086,synthetic_counterfeit/synthetic_counterfeit_00086.jpg,mendeley_split_c/huawei_cn_(40).jpg,counterfeit,synthetic_counterfeit_proxy,57028
synthetic_counterfeit_00087,synthetic_counterfeit/synthetic_counterfeit_00087.jpg,mendeley_split_c/huawei_cn_(41).jpg,counterfeit,synthetic_counterfeit_proxy,81073
synthetic_counterfeit_00088,synthetic_counterfeit/synthetic_counterfeit_00088.jpg,mendeley_split_c/huawei_cn_(42).jpg,counterfeit,synthetic_counterfeit_proxy,53212
synthetic_counterfeit_00089,synthetic_counterfeit/synthetic_counterfeit_00089.jpg,mendeley_split_c/huawei_cn_(43).jpg,counterfeit,synthetic_counterfeit_proxy,10547
synthetic_counterfeit_00090,synthetic_counterfeit/synthetic_counterfeit_00090.jpg,mendeley_split_c/huawei_cn_(44).jpg,counterfeit,synthetic_counterfeit_proxy,17140
synthetic_counterfeit_00091,synthetic_counterfeit/synthetic_counterfeit_00091.jpg,mendeley_split_c/huawei_cn_(45).jpg,counterfeit,synthetic_counterfeit_proxy,24074
synthetic_counterfeit_00092,synthetic_counterfeit/synthetic_counterfeit_00092.jpg,mendeley_split_c/huawei_cn_(46).jpg,counterfeit,synthetic_counterfeit_proxy,38578
synthetic_counterfeit_00093,synthetic_counterfeit/synthetic_counterfeit_00093.jpg,mendeley_split_c/huawei_cn_(47).jpg,counterfeit,synthetic_counterfeit_proxy,11943
synthetic_counterfeit_00094,synthetic_counterfeit/synthetic_counterfeit_00094.jpg,mendeley_split_c/huawei_cn_(48).jpg,counterfeit,synthetic_counterfeit_proxy,51884
synthetic_counterfeit_00095,synthetic_counterfeit/synthetic_counterfeit_00095.jpg,mendeley_split_c/huawei_cn_(49).jpg,counterfeit,synthetic_counterfeit_proxy,67558
synthetic_counterfeit_00096,synthetic_counterfeit/synthetic_counterfeit_00096.jpg,mendeley_split_c/huawei_cn_(5).jpg,counterfeit,synthetic_counterfeit_proxy,68596
synthetic_counterfeit_00097,synthetic_counterfeit/synthetic_counterfeit_00097.jpg,mendeley_split_c/huawei_cn_(50).jpg,counterfeit,synthetic_counterfeit_proxy,18311
synthetic_counterfeit_00098,synthetic_counterfeit/synthetic_counterfeit_00098.jpg,mendeley_split_c/huawei_cn_(51).jpg,counterfeit,synthetic_counterfeit_proxy,38228
synthetic_counterfeit_00099,synthetic_counterfeit/synthetic_counterfeit_00099.jpg,mendeley_split_c/huawei_cn_(52).jpg,counterfeit,synthetic_counterfeit_proxy,90656
synthetic_counterfeit_00100,synthetic_counterfeit/synthetic_counterfeit_00100.jpg,mendeley_split_c/huawei_cn_(53).jpg,counterfeit,synthetic_counterfeit_proxy,82144
synthetic_counterfeit_00101,synthetic_counterfeit/synthetic_counterfeit_00101.jpg,mendeley_split_c/huawei_cn_(54).jpg,counterfeit,synthetic_counterfeit_proxy,52543
synthetic_counterfeit_00102,synthetic_counterfeit/synthetic_counterfeit_00102.jpg,mendeley_split_c/huawei_cn_(55).jpg,counterfeit,synthetic_counterfeit_proxy,55511
synthetic_counterfeit_00103,synthetic_counterfeit/synthetic_counterfeit_00103.jpg,mendeley_split_c/huawei_cn_(56).jpg,counterfeit,synthetic_counterfeit_proxy,19521
synthetic_counterfeit_00104,synthetic_counterfeit/synthetic_counterfeit_00104.jpg,mendeley_split_c/huawei_cn_(57).jpg,counterfeit,synthetic_counterfeit_proxy,21428
synthetic_counterfeit_00105,synthetic_counterfeit/synthetic_counterfeit_00105.jpg,mendeley_split_c/huawei_cn_(58).jpg,counterfeit,synthetic_counterfeit_proxy,43289
synthetic_counterfeit_00106,synthetic_counterfeit/synthetic_counterfeit_00106.jpg,mendeley_split_c/huawei_cn_(59).jpg,counterfeit,synthetic_counterfeit_proxy,87249
synthetic_counterfeit_00107,synthetic_counterfeit/synthetic_counterfeit_00107.jpg,mendeley_split_c/huawei_cn_(6).jpg,counterfeit,synthetic_counterfeit_proxy,26240
synthetic_counterfeit_00108,synthetic_counterfeit/synthetic_counterfeit_00108.jpg,mendeley_split_c/huawei_cn_(60).jpg,counterfeit,synthetic_counterfeit_proxy,8677
synthetic_counterfeit_00109,synthetic_counterfeit/synthetic_counterfeit_00109.jpg,mendeley_split_c/huawei_cn_(61).jpg,counterfeit,synthetic_counterfeit_proxy,88512
synthetic_counterfeit_00110,synthetic_counterfeit/synthetic_counterfeit_00110.jpg,mendeley_split_c/huawei_cn_(62).jpg,counterfeit,synthetic_counterfeit_proxy,66363
synthetic_counterfeit_00111,synthetic_counterfeit/synthetic_counterfeit_00111.jpg,mendeley_split_c/huawei_cn_(63).jpg,counterfeit,synthetic_counterfeit_proxy,39086
synthetic_counterfeit_00112,synthetic_counterfeit/synthetic_counterfeit_00112.jpg,mendeley_split_c/huawei_cn_(64).jpg,counterfeit,synthetic_counterfeit_proxy,12569
synthetic_counterfeit_00113,synthetic_counterfeit/synthetic_counterfeit_00113.jpg,mendeley_split_c/huawei_cn_(65).jpg,counterfeit,synthetic_counterfeit_proxy,11691
synthetic_counterfeit_00114,synthetic_counterfeit/synthetic_counterfeit_00114.jpg,mendeley_split_c/huawei_cn_(66).jpg,counterfeit,synthetic_counterfeit_proxy,8442
synthetic_counterfeit_00115,synthetic_counterfeit/synthetic_counterfeit_00115.jpg,mendeley_split_c/huawei_cn_(67).jpg,counterfeit,synthetic_counterfeit_proxy,89561
synthetic_counterfeit_00116,synthetic_counterfeit/synthetic_counterfeit_00116.jpg,mendeley_split_c/huawei_cn_(68).jpg,counterfeit,synthetic_counterfeit_proxy,1293
synthetic_counterfeit_00117,synthetic_counterfeit/synthetic_counterfeit_00117.jpg,mendeley_split_c/huawei_cn_(69).jpg,counterfeit,synthetic_counterfeit_proxy,50733
synthetic_counterfeit_00118,synthetic_counterfeit/synthetic_counterfeit_00118.jpg,mendeley_split_c/huawei_cn_(7).jpg,counterfeit,synthetic_counterfeit_proxy,32848
synthetic_counterfeit_00119,synthetic_counterfeit/synthetic_counterfeit_00119.jpg,mendeley_split_c/huawei_cn_(70).jpg,counterfeit,synthetic_counterfeit_proxy,27718
synthetic_counterfeit_00120,synthetic_counterfeit/synthetic_counterfeit_00120.jpg,mendeley_split_c/huawei_cn_(71).jpg,counterfeit,synthetic_counterfeit_proxy,60147
synthetic_counterfeit_00121,synthetic_counterfeit/synthetic_counterfeit_00121.jpg,mendeley_split_c/huawei_cn_(72).jpg,counterfeit,synthetic_counterfeit_proxy,9159
synthetic_counterfeit_00122,synthetic_counterfeit/synthetic_counterfeit_00122.jpg,mendeley_split_c/huawei_cn_(73).jpg,counterfeit,synthetic_counterfeit_proxy,71898
synthetic_counterfeit_00123,synthetic_counterfeit/synthetic_counterfeit_00123.jpg,mendeley_split_c/huawei_cn_(74).jpg,counterfeit,synthetic_counterfeit_proxy,59386
synthetic_counterfeit_00124,synthetic_counterfeit/synthetic_counterfeit_00124.jpg,mendeley_split_c/huawei_cn_(75).jpg,counterfeit,synthetic_counterfeit_proxy,29041
synthetic_counterfeit_00125,synthetic_counterfeit/synthetic_counterfeit_00125.jpg,mendeley_split_c/huawei_cn_(76).jpg,counterfeit,synthetic_counterfeit_proxy,91589
synthetic_counterfeit_00126,synthetic_counterfeit/synthetic_counterfeit_00126.jpg,mendeley_split_c/huawei_cn_(77).jpg,counterfeit,synthetic_counterfeit_proxy,44642
synthetic_counterfeit_00127,synthetic_counterfeit/synthetic_counterfeit_00127.jpg,mendeley_split_c/huawei_cn_(78).jpg,counterfeit,synthetic_counterfeit_proxy,62184
synthetic_counterfeit_00128,synthetic_counterfeit/synthetic_counterfeit_00128.jpg,mendeley_split_c/huawei_cn_(79).jpg,counterfeit,synthetic_counterfeit_proxy,10914
synthetic_counterfeit_00129,synthetic_counterfeit/synthetic_counterfeit_00129.jpg,mendeley_split_c/huawei_cn_(8).jpg,counterfeit,synthetic_counterfeit_proxy,46634
synthetic_counterfeit_00130,synthetic_counterfeit/synthetic_counterfeit_00130.jpg,mendeley_split_c/huawei_cn_(80).jpg,counterfeit,synthetic_counterfeit_proxy,227
synthetic_counterfeit_00131,synthetic_counterfeit/synthetic_counterfeit_00131.jpg,mendeley_split_c/huawei_cn_(81).jpg,counterfeit,synthetic_counterfeit_proxy,31347
synthetic_counterfeit_00132,synthetic_counterfeit/synthetic_counterfeit_00132.jpg,mendeley_split_c/huawei_cn_(82).jpg,counterfeit,synthetic_counterfeit_proxy,96397
synthetic_counterfeit_00133,synthetic_counterfeit/synthetic_counterfeit_00133.jpg,mendeley_split_c/huawei_cn_(83).jpg,counterfeit,synthetic_counterfeit_proxy,35664
synthetic_counterfeit_00134,synthetic_counterfeit/synthetic_counterfeit_00134.jpg,mendeley_split_c/huawei_cn_(84).jpg,counterfeit,synthetic_counterfeit_proxy,14512
synthetic_counterfeit_00135,synthetic_counterfeit/synthetic_counterfeit_00135.jpg,mendeley_split_c/huawei_cn_(85).jpg,counterfeit,synthetic_counterfeit_proxy,76071
synthetic_counterfeit_00136,synthetic_counterfeit/synthetic_counterfeit_00136.jpg,mendeley_split_c/huawei_cn_(86).jpg,counterfeit,synthetic_counterfeit_proxy,98205
synthetic_counterfeit_00137,synthetic_counterfeit/synthetic_counterfeit_00137.jpg,mendeley_split_c/huawei_cn_(87).jpg,counterfeit,synthetic_counterfeit_proxy,10700
synthetic_counterfeit_00138,synthetic_counterfeit/synthetic_counterfeit_00138.jpg,mendeley_split_c/huawei_cn_(88).jpg,counterfeit,synthetic_counterfeit_proxy,82467
synthetic_counterfeit_00139,synthetic_counterfeit/synthetic_counterfeit_00139.jpg,mendeley_split_c/huawei_cn_(89).jpg,counterfeit,synthetic_counterfeit_proxy,99459
synthetic_counterfeit_00140,synthetic_counterfeit/synthetic_counterfeit_00140.jpg,mendeley_split_c/huawei_cn_(9).jpg,counterfeit,synthetic_counterfeit_proxy,95345
synthetic_counterfeit_00141,synthetic_counterfeit/synthetic_counterfeit_00141.jpg,mendeley_split_c/huawei_cn_(90).jpg,counterfeit,synthetic_counterfeit_proxy,37732
synthetic_counterfeit_00142,synthetic_counterfeit/synthetic_counterfeit_00142.jpg,mendeley_split_c/huawei_cn_(91).jpg,counterfeit,synthetic_counterfeit_proxy,68830
synthetic_counterfeit_00143,synthetic_counterfeit/synthetic_counterfeit_00143.jpg,mendeley_split_c/huawei_cn_(92).jpg,counterfeit,synthetic_counterfeit_proxy,38269
synthetic_counterfeit_00144,synthetic_counterfeit/synthetic_counterfeit_00144.jpg,mendeley_split_c/huawei_cn_(93).jpg,counterfeit,synthetic_counterfeit_proxy,71403
synthetic_counterfeit_00145,synthetic_counterfeit/synthetic_counterfeit_00145.jpg,mendeley_split_c/huawei_cn_(94).jpg,counterfeit,synthetic_counterfeit_proxy,68634
synthetic_counterfeit_00146,synthetic_counterfeit/synthetic_counterfeit_00146.jpg,mendeley_split_c/huawei_cn_(95).jpg,counterfeit,synthetic_counterfeit_proxy,37613
synthetic_counterfeit_00147,synthetic_counterfeit/synthetic_counterfeit_00147.jpg,mendeley_split_c/huawei_cn_(96).jpg,counterfeit,synthetic_counterfeit_proxy,93568
synthetic_counterfeit_00148,synthetic_counterfeit/synthetic_counterfeit_00148.jpg,mendeley_split_c/huawei_cn_(97).jpg,counterfeit,synthetic_counterfeit_proxy,14249
synthetic_counterfeit_00149,synthetic_counterfeit/synthetic_counterfeit_00149.jpg,mendeley_split_c/huawei_cn_(99).jpg,counterfeit,synthetic_counterfeit_proxy,32964
