image_id,orig_relpath,class_label,data_origin
mendeley_split_c_00071,mendeley_split_c/huawei_cn_(25).jpg,authentic,real_authentic
mendeley_split_c_00072,mendeley_split_c/huawei_cn_(26).jpg,authentic,real_authentic
mendeley_split_c_00073,mendeley_split_c/huawei_cn_(27).jpg,authentic,real_authentic
mendeley_split_c_00074,mendeley_split_c/huawei_cn_(28).jpg,authentic,real_authentic
mendeley_split_c_00075,mendeley_split_c/huawei_cn_(29).jpg,authentic,real_authentic
mendeley_split_c_00076,mendeley_split_c/huawei_cn_(3).jpg,authentic,real_authentic
mendeley_split_c_00077,mendeley_split_c/huawei_cn_(30).jpg,authentic,real_authentic
mendeley_split_c_00078,mendeley_split_c/huawei_cn_(31).jpg,authentic,real_authentic
mendeley_split_c_00079,mendeley_split_c/huawei_cn_(32).jpg,authentic,real_authentic
mendeley_split_c_00080,mendeley_split_c/huawei_cn_(33).jpg,authentic,real_authentic
mendeley_split_c_00081,mendeley_split_c/huawei_cn_(35).jpg,authentic,real_authentic
mendeley_split_c_00082,mendeley_split_c/huawei_cn_(37).jpg,authentic,real_authentic
mendeley_split_c_00083,mendeley_split_c/huawei_cn_(38).jpg,authentic,real_authentic
mendeley_split_c_00084,mendeley_split_c/huawei_cn_(39).jpg,authentic,real_authentic
mendeley_split_c_00085,mendeley_split_c/huawei_cn_(4).jpg,authentic,real_authentic
mendeley_split_c_00086,mendeley_split_c/huawei_cn_(40).jpg,authentic,real_authentic
mendeley_split_c_00087,mendeley_split_c/huawei_cn_(41).jpg,authentic,real_authentic
mendeley_split_c_00088,mendeley_split_c/huawei_cn_(42).jpg,authentic,real_authentic
mendeley_split_c_00089,mendeley_split_c/huawei_cn_(43).jpg,authentic,real_authentic
mendeley_split_c_00090,mendeley_split_c/huawei_cn_(44).jpg,authentic,real_authentic
mendeley_split_c_00091,mendeley_split_c/huawei_cn_(45).jpg,authentic,real_authentic
mendeley_split_c_00092,mendeley_split_c/huawei_cn_(46).jpg,authentic,real_authentic
mendeley_split_c_00093,mendeley_split_c/huawei_cn_(47).jpg,authentic,real_authentic
mendeley_split_c_00094,mendeley_split_c/huawei_cn_(48).jpg,authentic,real_authentic
mendeley_split_c_00095,mendeley_split_c/huawei_cn_(49).jpg,authentic,real_authentic
mendeley_split_c_00096,mendeley_split_c/huawei_cn_(5).jpg,authentic,real_authentic
mendeley_split_c_00097,mendeley_split_c/huawei_cn_(50).jpg,authentic,real_authentic
mendeley_split_c_00098,mendeley_split_c/huawei_cn_(51).jpg,authentic,real_authentic
mendeley_split_c_00099,mendeley_split_c/huawei_cn_(52).jpg,authentic,real_authentic
mendeley_split_c_00100,mendeley_split_c/huawei_cn_(53).jpg,authentic,real_authentic
mendeley_split_c_00101,mendeley_split_c/huawei_cn_(54).jpg,authentic,real_authentic
mendeley_split_c_00102,mendeley_split_c/huawei_cn_(55).jpg,authentic,real_authentic
mendeley_split_c_00103,mendeley_split_c/huawei_cn_(56).jpg,authentic,real_authentic
mendeley_split_c_00104,mendeley_split_c/huawei_cn_(57).jpg,authentic,real_authentic
mendeley_split_c_00105,mendeley_split_c/huawei_cn_(58).jpg,authentic,real_authentic
mendeley_split_c_00106,mendeley_split_c/huawei_cn_(59).jpg,authentic,real_authentic
mendeley_split_c_00107,mendeley_split_c/huawei_cn_(6).jpg,authentic,real_authentic
mendeley_split_c_00108,mendeley_split_c/huawei_cn_(60).jpg,authentic,real_authentic
mendeley_split_c_00109,mendeley_split_c/huawei_cn_(61).jpg,authentic,real_authentic
mendeley_split_c_00110,mendeley_split_c/huawei_cn_(62).jpg,authentic,real_authentic
mendeley_split_c_00111,mendeley_split_c/huawei_cn_(63).jpg,authentic,real_authentic
mendeley_split_c_00112,mendeley_split_c/huawei_cn_(64).jpg,authentic,real_authentic
mendeley_split_c_00113,mendeley_split_c/huawei_cn_(65).jpg,authentic,real_authentic
mendeley_split_c_00114,mendeley_split_c/huawei_cn_(66).jpg,authentic,real_authentic
mendeley_split_c_00115,mendeley_split_c/huawei_cn_(67).jpg,authentic,real_authentic
mendeley_split_c_00116,mendeley_split_c/huawei_cn_(68).jpg,authentic,real_authentic
mendeley_split_c_00117,mendeley_split_c/huawei_cn_(69).jpg,authentic,real_authentic
mendeley_split_c_00118,mendeley_split_c/huawei_cn_(7).jpg,authentic,real_authentic
mendeley_split_c_00119,mendeley_split_c/huawei_cn_(70).jpg,authentic,real_authentic
mendeley_split_c_00120,mendeley_split_c/huawei_cn_(71).jpg,authentic,real_authentic
mendeley_split_c_00121,mendeley_split_c/huawei_cn_(72).jpg,authentic,real_authentic
mendeley_split_c_00122,mendeley_split_c/huawei_cn_(73).jpg,authentic,real_authentic
mendeley_split_c_00123,mendeley_split_c/huawei_cn_(74).jpg,authentic,real_authentic
mendeley_split_c_00124,mendeley_split_c/huawei_cn_(75).jpg,authentic,real_authentic
mendeley_split_c_00125,mendeley_split_c/huawei_cn_(76).jpg,authentic,real_authentic
mendeley_split_c_00126,mendeley_split_c/huawei_cn_(77).jpg,authentic,real_authentic
mendeley_split_c_00127,mendeley_split_c/huawei_cn_(78).jpg,authentic,real_authentic
mendeley_split_c_00128,mendeley_split_c/huawei_cn_(79).jpg,authentic,real_authentic
mendeley_split_c_00129,mendeley_split_c/huawei_cn_(8).jpg,authentic,real_authentic
mendeley_split_c_00130,mendeley_split_c/huawei_cn_(80).jpg,authentic,real_authentic
mendeley_split_c_00131,mendeley_split_c/huawei_cn_(81).jpg,authentic,real_authentic
mendeley_split_c_00132,mendeley_split_c/huawei_cn_(82).jpg,authentic,real_authentic
mendeley_split_c_00133,mendeley_split_c/huawei_cn_(83).jpg,authentic,real_authentic
mendeley_split_c_00134,mendeley_split_c/huawei_cn_(84).jpg,authentic,real_authentic
mendeley_split_c_00135,mendeley_split_c/huawei_cn_(85).jpg,authentic,real_authentic
mendeley_split_c_00136,mendeley_split_c/huawei_cn_(86).jpg,authentic,real_authentic
mendeley_split_c_00137,mendeley_split_c/huawei_cn_(87).jpg,authentic,real_authentic
mendeley_split_c_00138,mendeley_split_c/huawei_cn_(88).jpg,authentic,real_authentic
mendeley_split_c_00139,mendeley_split_c/huawei_cn_(89).jpg,authentic,real_authentic
mendeley_split_c_00140,mendeley_split_c/huawei_cn_(9).jpg,authentic,real_authentic
mendeley_split_c_00141,mendeley_split_c/huawei_cn_(90).jpg,authentic,real_authentic
mendeley_split_c_00142,mendeley_split_c/huawei_cn_(91).jpg,authentic,real_authentic
mendeley_split_c_00143,mendeley_split_c/huawei_cn_(92).jpg,authentic,real_authentic
mendeley_split_c_00144,mendeley_split_c/huawei_cn_(93).jpg,authentic,real_authentic
mendeley_split_c_00145,mendeley_split_c/huawei_cn_(94).jpg,authentic,real_authentic
mendeley_split_c_00146,mendeley_split_c/huawei_cn_(95).jpg,authentic,real_authentic
mendeley_split_c_00147,mendeley_split_c/huawei_cn_(96).jpg,authentic,real_authentic
mendeley_split_c_00148,mendeley_split_c/huawei_cn_(97).jpg,authentic,real_authentic
mendeley_split_c_00149,mendeley_split_c/huawei_cn_(99).jpg,authentic,real_authentic
synthetic_counterfeit_00000,synthetic_counterfeit/synthetic_counterfeit_00000.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00001,synthetic_counterfeit/synthetic_counterfeit_00001.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00002,synthetic_counterfeit/synthetic_counterfeit_00002.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00003,synthetic_counterfeit/synthetic_counterfeit_00003.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00004,synthetic_counterfeit/synthetic_counterfeit_00004.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00005,synthetic_counterfeit/synthetic_counterfeit_00005.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00006,synthetic_counterfeit/synthetic_counterfeit_00006.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00007,synthetic_counterfeit/synthetic_counterfeit_00007.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00008,synthetic_counterfeit/synthetic_counterfeit_00008.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00009,synthetic_counterfeit/synthetic_counterfeit_00009.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00010,synthetic_counterfeit/synthetic_counterfeit_00010.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00011,synthetic_counterfeit/synthetic_counterfeit_00011.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00012,synthetic_counterfeit/synthetic_counterfeit_00012.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00013,synthetic_counterfeit/synthetic_counterfeit_00013.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00014,synthetic_counterfeit/synthetic_counterfeit_00014.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00015,synthetic_counterfeit/synthetic_counterfeit_00015.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00016,synthetic_counterfeit/synthetic_counterfeit_00016.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00017,synthetic_counterfeit/synthetic_counterfeit_00017.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00018,synthetic_counterfeit/synthetic_counterfeit_00018.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00019,synthetic_counterfeit/synthetic_counterfeit_00019.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00020,synthetic_counterfeit/synthetic_counterfeit_00020.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00021,synthetic_counterfeit/synthetic_counterfeit_00021.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00022,synthetic_counterfeit/synthetic_counterfeit_00022.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00023,synthetic_counterfeit/synthetic_counterfeit_00023.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00024,synthetic_counterfeit/synthetic_counterfeit_00024.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00025,synthetic_counterfeit/synthetic_counterfeit_00025.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00026,synthetic_counterfeit/synthetic_counterfeit_00026.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00027,synthetic_counterfeit/synthetic_counterfeit_00027.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00028,synthetic_counterfeit/synthetic_counterfeit_00028.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00029,synthetic_counterfeit/synthetic_counterfeit_00029.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00030,synthetic_counterfeit/synthetic_counterfeit_00030.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00031,synthetic_counterfeit/synthetic_counterfeit_00031.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00032,synthetic_counterfeit/synthetic_counterfeit_00032.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00033,synthetic_counterfeit/synthetic_counterfeit_00033.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00034,synthetic_counterfeit/synthetic_counterfeit_00034.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00035,synthetic_counterfeit/synthetic_counterfeit_00035.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00036,synthetic_counterfeit/synthetic_counterfeit_00036.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00037,synthetic_counterfeit/synthetic_counterfeit_00037.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00038,synthetic_counterfeit/synthetic_counterfeit_00038.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00039,synthetic_counterfeit/synthetic_counterfeit_00039.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00040,synthetic_counterfeit/synthetic_counterfeit_00040.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00041,synthetic_counterfeit/synthetic_counterfeit_00041.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00042,synthetic_counterfeit/synthetic_counterfeit_00042.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00043,synthetic_counterfeit/synthetic_counterfeit_00043.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00044,synthetic_counterfeit/synthetic_counterfeit_00044.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00045,synthetic_counterfeit/synthetic_counterfeit_00045.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00046,synthetic_counterfeit/synthetic_counterfeit_00046.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00047,synthetic_counterfeit/synthetic_counterfeit_00047.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00048,synthetic_counterfeit/synthetic_counterfeit_00048.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00049,synthetic_counterfeit/synthetic_counterfeit_00049.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00050,synthetic_counterfeit/synthetic_counterfeit_00050.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00051,synthetic_counterfeit/synthetic_counterfeit_00051.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00052,synthetic_counterfeit/synthetic_counterfeit_00052.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00053,synthetic_counterfeit/synthetic_counterfeit_00053.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00054,synthetic_counterfeit/synthetic_counterfeit_00054.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00055,synthetic_counterfeit/synthetic_counterfeit_00055.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00056,synthetic_counterfeit/synthetic_counterfeit_00056.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00057,synthetic_counterfeit/synthetic_counterfeit_00057.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00058,synthetic_counterfeit/synthetic_counterfeit_00058.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00059,synthetic_counterfeit/synthetic_counterfeit_00059.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00060,synthetic_counterfeit/synthetic_counterfeit_00060.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00061,synthetic_counterfeit/synthetic_counterfeit_00061.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00062,synthetic_counterfeit/synthetic_counterfeit_00062.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00063,synthetic_counterfeit/synthetic_counterfeit_00063.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00064,synthetic_counterfeit/synthetic_counterfeit_00064.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00065,synthetic_counterfeit/synthetic_counterfeit_00065.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00066,synthetic_counterfeit/synthetic_counterfeit_00066.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00067,synthetic_counterfeit/synthetic_counterfeit_00067.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00068,synthetic_counterfeit/synthetic_counterfeit_00068.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00069,synthetic_counterfeit/synthetic_counterfeit_00069.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00070,synthetic_counterfeit/synthetic_counterfeit_00070.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00071,synthetic_counterfeit/synthetic_counterfeit_00071.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00072,synthetic_counterfeit/synthetic_counterfeit_00072.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00073,synthetic_counterfeit/synthetic_counterfeit_00073.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00074,synthetic_counterfeit/synthetic_counterfeit_00074.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00075,synthetic_counterfeit/synthetic_counterfeit_00075.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00076,synthetic_counterfeit/synthetic_counterfeit_00076.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00077,synthetic_counterfeit/synthetic_counterfeit_00077.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00078,synthetic_counterfeit/synthetic_counterfeit_00078.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00079,synthetic_counterfeit/synthetic_counterfeit_00079.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00080,synthetic_counterfeit/synthetic_counterfeit_00080.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00081,synthetic_counterfeit/synthetic_counterfeit_00081.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00082,synthetic_counterfeit/synthetic_counterfeit_00082.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00083,synthetic_counterfeit/synthetic_counterfeit_00083.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00084,synthetic_counterfeit/synthetic_counterfeit_00084.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00085,synthetic_counterfeit/synthetic_counterfeit_00085.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00086,synthetic_counterfeit/synthetic_counterfeit_00086.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00087,synthetic_counterfeit/synthetic_counterfeit_00087.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00088,synthetic_counterfeit/synthetic_counterfeit_00088.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00089,synthetic_counterfeit/synthetic_counterfeit_00089.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00090,synthetic_counterfeit/synthetic_counterfeit_00090.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00091,synthetic_counterfeit/synthetic_counterfeit_00091.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00092,synthetic_counterfeit/synthetic_counterfeit_00092.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00093,synthetic_counterfeit/synthetic_counterfeit_00093.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00094,synthetic_counterfeit/synthetic_counterfeit_00094.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00095,synthetic_counterfeit/synthetic_counterfeit_00095.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00096,synthetic_counterfeit/synthetic_counterfeit_00096.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00097,synthetic_counterfeit/synthetic_counterfeit_00097.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00098,synthetic_counterfeit/synthetic_counterfeit_00098.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00099,synthetic_counterfeit/synthetic_counterfeit_00099.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00100,synthetic_counterfeit/synthetic_counterfeit_00100.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00101,synthetic_counterfeit/synthetic_counterfeit_00101.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00102,synthetic_counterfeit/synthetic_counterfeit_00102.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00103,synthetic_counterfeit/synthetic_counterfeit_00103.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00104,synthetic_counterfeit/synthetic_counterfeit_00104.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00105,synthetic_counterfeit/synthetic_counterfeit_00105.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00106,synthetic_counterfeit/synthetic_counterfeit_00106.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00107,synthetic_counterfeit/synthetic_counterfeit_00107.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00108,synthetic_counterfeit/synthetic_counterfeit_00108.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00109,synthetic_counterfeit/synthetic_counterfeit_00109.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00110,synthetic_counterfeit/synthetic_counterfeit_00110.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00111,synthetic_counterfeit/synthetic_counterfeit_00111.jpg,counterfeit,synthetic_counterfeit_proxy
