source,orig_relpath,class_label,modality_guess,reviewer_modality,reviewer_notes
roboflow_counterfeit_med_detection,roboflow\train\images4094_jpg.rf.a5b10555833d1873e1307b44e07bb382.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4081_jpg.rf.a5cd2836ac37680e83e0cbd1b966f659.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images266_jpg.rf.a5e9885104ba4f7b06323b17e1e7ff23.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4054_jpg.rf.a5eafa610705e6ce1ca5e8918701631f.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5090_jpg.rf.a5f568846e1e54f6cf42469bb31079cd.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.a5ef21a4c25edb110418abd2074edb02.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images257_jpg.rf.a6986385aa9b3885cc059a73cf729d28.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4054_jpg.rf.a620a74484eab33ee9fdd9038d98d742.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.a630442f099713a0b8ff693c1b3020a6.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4095_jpg.rf.a6be4d5c0aa28f3972d96c2e79ea5a72.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5045_jpg.rf.a6c8f1aac711e0a698c0fdbfc1fa6ceb.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images08_jpg.rf.a66cb524410ddfbdd648f66f82911829.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5112_jpg.rf.a64f5b2041b17283124fcdd51aa7325e.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5051_jpg.rf.a6be84a962a88aec51aa76578bbfb53f.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5052_jpg.rf.a69e81ca1951eb9ab6a098c00b3c17b8.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images348_jpg.rf.a6c193d8d91f56ea8b3f3ad90ed7a96f.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images351_jpg.rf.a6e47e56db944d584f0ef198fa736d48.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5097_jpg.rf.a6eaa300239181c9700b1fb1ab3c63b9.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images212_jpg.rf.a6dd53a8c682d97defcdf8040bc88433.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images38_jpg.rf.a6c10d0b2e79affd3812f0f83e6c8dac.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images301_jpg.rf.a757fd75656aad57c32819faf7b0fbcf.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images349_jpg.rf.a75a26fa80bcee968ecd6f40b5ea2702.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.a6dc1a1f6315a164fbe5123a012f97f6.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images08_jpg.rf.a75c8f64ef265722cb3d6a0a1462ee30.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images09_jpg.rf.a70859fe65fc117002e52843bf82a48d.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.a6d04fb6edb7dec0f50431cc0c6a3cc5.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images352_jpg.rf.a717e8d39eca233ab0c6e96c72c4e41f.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4100_jpg.rf.a7c8dba42241c072d710c6d9c101f3b9.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images339_jpg.rf.a7895f15a30ebd74065818f02aa04a4f.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5024_jpg.rf.a7c73ce399a84f6f310a2e7ed7ddc6d4.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images36_jpg.rf.a8429ab31a1575adcf3fccaa6332cdce.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4040_jpg.rf.a82a124b519aa1ba0f8663b8ecfe8d6a.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4061_jpg.rf.a83205936613954e4e5a492f1440abaf.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images346_jpg.rf.a7e37e7797854749dddb28ace9e41521.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5034_jpg.rf.a86e3253929eb7a474c9851d9db8f00a.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images21_jpg.rf.a883ba59475a1757c54c8d6a28473847.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5024_jpg.rf.a89d66ad78116080ea01ad1a122be51b.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images208_jpg.rf.a8cd88a4b83aba4f6825831235326a94.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images338_jpg.rf.a8be5b785c9588bfd66a1f74ffc2a6bd.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4038_jpg.rf.a8b67bb0a5a401e93a469841ddb02b43.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images219_jpg.rf.a88eef173ae13d043a2d2f48d653c7cf.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images315_jpg.rf.a8c420bac9cbf27961c1cd6f028988cc.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4029_jpg.rf.a8cfdf9b8a3ff9ab0d72fd25269993b0.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4033_jpg.rf.a8cdbe682a5713190071a9c077a0cd74.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images209_jpg.rf.a8d0dfb5a55da75f8d58f7ce5ea6e6be.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5115_jpg.rf.a7f5662d45e98933f30e1fe16c8d3998.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images316_jpg.rf.a8e38b69595cde4faa73de5ed631d35c.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4079_jpg.rf.a8eb5285431668ae00d01c3b626b157d.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.a8eec3c40442a04516399b468ff8118e.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images256_jpg.rf.a97523dac2a325e24add956506c976c0.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images219_jpg.rf.a93a71204d9c23578c39acf795481cad.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images222_jpg.rf.a9cb05f505b23dd616a61ece5776b0b5.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5052_jpg.rf.a97f963868f757e83142fd09f390500c.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.a999931e8aa019c0b691a3328ee2fdd4.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images252_jpg.rf.a95a81a7c4171d26cbcb31de44b990b5.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4045_jpg.rf.aa4b04bab14bff900690b764499e1f91.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images262_jpg.rf.a92f3715f3689f1247ede77b6276c362.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images35_jpg.rf.a92a60d752563a85eca89690d8698ce8.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images321_jpg.rf.aa1cf2e20ca3b6f61cd5edcfaec7d118.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images37_jpg.rf.aa09590e998147e85e4031e904b050d7.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.a90266a7d70a3850c6160de7be710c5e.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.a945afbf88f906e807a9b56541bfe64d.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images209_jpg.rf.a983f2b33ba114fae9fa09b5a95329c4.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4068_jpg.rf.aa32938fd4ab899b4c7cc6b998d7c944.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4058_jpg.rf.aa2ec254c6703085527f4c0f9b0d76cb.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.aa85a674bd4bc6f25497fa05cc0d44e4.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images240_jpg.rf.aa4d256e4194df9b10b1558eb74f8796.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4063_jpg.rf.aaf89781ec1aef91c298498803cfbc5d.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images213_jpg.rf.aab222844af06ddd63a24c660891c090.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images268_jpg.rf.aaed47461b9313079b6fc19bc50f97e3.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images242_jpg.rf.aac3045f52a9846b6a018cda3a72d143.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images214_jpg.rf.aa4f3e95bc4764251be187971d782393.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4029_jpg.rf.aad47efff46053c214daa3bcc32aa63e.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4090_jpg.rf.ab95c16b0af8d66b55253b4b1a9a8481.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5107_jpg.rf.ab34c0c85a9c4c13daf8923dac5cc269.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4035_jpg.rf.ab18df9e8af1fdd5525c2efb9f34366c.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4046_jpg.rf.abbf76455cccd847bf95e5b65adaec3b.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5111_jpg.rf.ac28487c7f1d77805684ddc4d85b0fdd.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4068_jpg.rf.ab672406fac552546887879b2fcad08c.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images342_jpg.rf.ac8cf1d31ec4f90a6335501e911962ba.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images231_jpg.rf.ababd88d0753cf0be2d47110ed5b8ac5.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5062_jpg.rf.ac0724254e0ac49fa009816a2fb5f7e9.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5097_jpg.rf.ab353b67dd8c3a2281432740b7f653e1.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4060_jpg.rf.ac717862b4be6b47a9a6bfd5fd9ab4f8.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4100_jpg.rf.aba9cf743f66771b894c318a928cab49.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4042_jpg.rf.ac6e3b7b5db301a8650c34576c74ab58.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4069_jpg.rf.ac01ba66ef9a006c8619dddbcae126af.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images263_jpg.rf.ac9c4bc957ea8225c384e3bbd6e5165a.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4060_jpg.rf.ac79f5ab24cc5f9391361be5f9c35d76.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.ac469894b7bfefdaadea27136e5f4411.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5023_jpg.rf.abc587777620c4a61d1b56d2bb87b4b9.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4061_jpg.rf.abfa052be1ca405564057145f265f0a8.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4107_jpg.rf.abc28e075448cb42a1edf5da5a08c38d.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5040_jpg.rf.ac8640d2141b222f78cf4f20a57e80d7.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images13_jpg.rf.ac0341374cfb04be28a4b7b22a2d3513.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images338_jpg.rf.abba598057a3b2ebbee8dfcfeb966e67.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images258_jpg.rf.ac62fe0819a0de0fdb9a9b1af2174147.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5052_jpg.rf.ac9d279de6a872f35272420252a03f26.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4079_jpg.rf.acd7375c1833a0deeb1df579940645d4.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4110_jpg.rf.acae9a4fb59ca2239dae7cbf7a2260ad.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4067_jpg.rf.acc88fd2ae80eb517a6b1cec8d38fece.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images07_jpg.rf.ace6377076399c138a31cfb40ee69015.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images212_jpg.rf.ad799fe8e6ebf168301cfd6ba9934e02.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images307_jpg.rf.ad89999007a7d388f55465e628a3b6c5.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images275_jpg.rf.ad546e3ae417ed2d06993aaaeb70885a.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5090_jpg.rf.acf0d9eb7d6cd9f9480f8827f5ef1d41.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4090_jpg.rf.ad3145545a304c239924910d11107e49.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images222_jpg.rf.ad78208e937d55cb6517e5bab7b4e73a.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images242_jpg.rf.acfd28974f8c8533e0f32235b77e0785.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images268_jpg.rf.ad9945d9f92c150e289c0c3ab6644466.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4047_jpg.rf.ad7b04cc0f20b1767830241bf899c12b.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images283_jpg.rf.ad507df30184157dc00d122faa06965b.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images349_jpg.rf.adaef565250d63f6528cc4f63a72de4a.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images303_jpg.rf.adc889f4ce153ecbc276a1a7512f8de8.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images316_jpg.rf.ae00faa010b7145221c6e61794651dee.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images19_jpg.rf.ae26fc70cdc75a822bb15b2759032baa.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5106_jpg.rf.ad4f9a71590bbc8b3f7199d59bdde08d.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images31_jpg.rf.adee911c344b5dd548c07c76bc4fe7a4.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4029_jpg.rf.ad3622238bb0e845acad50ab32ac5de1.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4042_jpg.rf.addf216773162b54193ff365e2f4ec71.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5056_jpg.rf.ae4780cad821ebb6701a4bf760bd2385.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4042_jpg.rf.ae6985a54d4c15349c4472b411b15b15.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5053_jpg.rf.ae3f67c6c2f8f5173bb7c047a95d81de.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4060_jpg.rf.aefa339d42c1f543b091bf00556917e5.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images347_jpg.rf.aec905cea22e968ca9a1a2fed8b5a808.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images315_jpg.rf.af4c9aac87a01e829a459ad434205d6a.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.aea00a9e8f7bde7079f90cc1bc781571.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images342_jpg.rf.aeeed21426fca8022487bd11d1f5ed52.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images222_jpg.rf.afc60a1e72ded2305f51fab5c8342d0f.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5044_jpg.rf.afc930f4ba33af7c29bf61f6229d0ff8.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images303_jpg.rf.afe05df5811a1061fad04cf4472af9f5.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images232_jpg.rf.af489ee56c22b72c1002bc5b7d924b20.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5059_jpg.rf.aec52beff2e8ccd113237956a7c08e69.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.af5e570d6319c41c3d4d5a5ae86f255b.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.afb9a2fd25742b5b49ab21fe83f93ddc.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images311_jpg.rf.af83361db885d946dacbb417a8a4343b.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4060_jpg.rf.ae816962ea6f98482d348c1b970f65c5.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images4063_jpg.rf.ae4e91b7a91b35cce05020975e661f05.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images19_jpg.rf.afa772ae5103b2d1bda3ae3ed3802da9.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5059_jpg.rf.b024351c21492275464fef9f3aadfd46.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images13_jpg.rf.b00ac3f7b9bcd9083099fd4d5085d976.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images311_jpg.rf.b0171bfc1223d160d2e6f6db4604769c.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5097_jpg.rf.aff16a2d883b89504f56bc17dfb7e891.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5060_jpg.rf.afa7dae2bbcb7cf472f66edcced2affd.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5035_jpg.rf.afe8bde03d295abcc3a759da975d343b.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images283_jpg.rf.af301b74fd77907cf9a38f6d3f9776cd.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images5116_jpg.rf.b0740cae329eb256bb0c973c14b90b23.jpg,authentic,outer_packaging_or_product_photo,,
roboflow_counterfeit_med_detection,roboflow\train\images351_jpg.rf.b0161117552cd0abaede0b3e36975977.jpg,authentic,outer_packaging_or_product_photo,,
