image_id,case_id,manifest_label,source_organization,original_image_url,http_status,content_type,bytes,sha256,format,width,height,min_side,stored_relpath,image_license,redistribution_status,redistributable
PC_000041,CASE_0008,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-11---2019/en-augmentin-amoxicillin-clavulanate-potassium-number35405327a.jpg?sfvrsn=18dafe7f_2,200,image/jpeg,41519,bdd8b65348ddf03b59ac63c140372c6cc4ef7f699c7c7eeaea001f483265d8ed,JPEG,705,447,447,split_e_regulatory/PC_000041.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000042,CASE_0008,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-11---2019/en-bactoclav-batch-numberbstu0039.jpg?sfvrsn=7958699a_2,200,image/jpeg,37876,67eb10d088bfcc7c9b474c417c57990d507609c426221c603750e51f7c6ab5de,JPEG,642,417,417,split_e_regulatory/PC_000042.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000043,CASE_0009,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-2/iclusing-batch1.jpg?sfvrsn=e77b2cd9_8,200,image/jpeg,54793,043ae618a9a3747a8a7b87e32043b7fc96817e853ae1b1aca5250e4d0b1d01f1,JPEG,506,535,506,split_e_regulatory/PC_000043.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000044,CASE_0009,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-2/iclusing-batch2.jpg?sfvrsn=69aabb96_8,200,image/jpeg,42132,47786fc41b57fda95a94d072313f5d576be371e71daac00afc48678f7143ac62,JPEG,516,508,508,split_e_regulatory/PC_000044.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000045,CASE_0010,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/2020/falsified-unigold-hiv-images-1-and-2-alert.jpg?sfvrsn=6bd1917e_2,200,image/jpeg,86334,16bf82a275e44cadb785dda025e2a41665228998345528003a714764e16a9e96,JPEG,1307,500,500,split_e_regulatory/PC_000045.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000046,CASE_0010,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/2020/falsified-unigold-hiv-image-3-alert.jpg?sfvrsn=8f06d8b0_2,200,image/jpeg,114767,1cb6afc862bcd1895cd67c43abe1868be2856dc9590b2a5af2d564885edcec58,JPEG,928,696,696,split_e_regulatory/PC_000046.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000047,CASE_0010,FALSIFIED,WHO,https://cdn.who.int/media/images/default-source/health-topics/essential-medicines/image-2-alert.jpg?sfvrsn=eec8c448_1,200,image/jpeg,55310,3e32384e18abff523c7fdb2c742087ccb066365c9e2549f78a7279464bcd5e5b,JPEG,1040,780,780,split_e_regulatory/PC_000047.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000048,CASE_0011,UNVERIFIED,WHO,https://cdn.who.int/media/images/default-source/substandard-and-falsified-medical-products/n8_2021_table1_combiart_en.tmb-0.png?sfvrsn=11512326_7,200,image/png,28531,f845c4d7b8be94826eb756d8d5195d9ea0e744ef35f046182d73dc718d752091,PNG,580,160,160,split_e_regulatory/PC_000048.png,unknown_permission_required,metadata_only_permission_required,False
PC_000049,CASE_0012,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-3/iclusig-alert3.jpg?sfvrsn=de9b7e76_12,200,image/jpeg,102355,8c955288fb7502589445c033f7746cd60c589b1b0019aacf5dede16fee277e92,JPEG,646,797,646,split_e_regulatory/PC_000049.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000050,CASE_0011,UNVERIFIED,WHO,https://cdn.who.int/media/images/default-source/substandard-and-falsified-medical-products/n8_2021_table1_combiart_en.png?Status=Master&sfvrsn=11512326_16,200,image/png,43865,4a66552e4028c3ed8a6d9055b5d4425c6fe9451d05bd710a5eb69899f2074401,PNG,1140,314,314,split_e_regulatory/PC_000050.png,unknown_permission_required,metadata_only_permission_required,False
PC_000051,CASE_0013,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-6/illustration.jpg?sfvrsn=c72e7b83_12,200,image/jpeg,93699,14f0de29ede1cca2a409c52e9830a70bf494179bfdbd7894efc0e90dbf9dd149,JPEG,537,772,537,split_e_regulatory/PC_000051.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000052,CASE_0014,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-5/mencevax-vaccine-en.jpg?sfvrsn=77b1bf5b_12,200,image/jpeg,42053,6646096337d95411c5a0768c15b189fcca856ef951cb93533c46b4bd3d3a6072,JPEG,508,396,396,split_e_regulatory/PC_000052.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000053,CASE_0014,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-5/mencevax-vaccine2-en.jpg?sfvrsn=5d80f3f0_12,200,image/jpeg,26617,bbbf42074aff69d697a18dd3f22d08b8b54314047e1c8ef30698a432c4554730,JPEG,513,325,325,split_e_regulatory/PC_000053.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000054,CASE_0015,FALSIFIED,WHO,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-4/dukoral-pic1.jpg?sfvrsn=bef5d5b9_12,200,image/jpeg,82407,8b052d12a2f7fbb8a6dd05eab8e474e2c0f0ffd794cfaa2e9626fa4fda91e269,JPEG,734,724,724,split_e_regulatory/PC_000054.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000055,CASE_0017,FALSIFIED,WHO,https://www.who.int/images/default-source/substandard-and-falsified-medical-products/defibrotide.jpg,200,image/jpeg,103031,f7e18dbf5fb50331decfb79a66a1d0157c2f2281cfca4cfdf6fbd93466332db8,JPEG,1192,1250,1192,split_e_regulatory/PC_000055.jpg,unknown_permission_required,metadata_only_permission_required,False
PC_000056,CASE_0020,FALSIFIED,WHO,https://cdn.who.int/media/images/default-source/substandard-and-falsified-medical-products/n6_2021_biotech.png?Status=Master&sfvrsn=3e8bcbd1_15,200,image/png,219245,467f196be7a211190bb404535f8ba2012e9b632990146fffd918507775d7596d,PNG,514,157,157,split_e_regulatory/PC_000056.png,unknown_permission_required,metadata_only_permission_required,False
PC_000057,CASE_0021,FALSIFIED,WHO,https://www.who.int/images/default-source/substandard-and-falsified-medical-products/tabla2_n5.2021_sp.png?Status=Master&sfvrsn=de61395b_5,200,image/png,591995,b44c385262b046655db7aad6c5048603b8965460d3a3775d349040b2b63571db,PNG,612,460,460,split_e_regulatory/PC_000057.png,unknown_permission_required,metadata_only_permission_required,False
