image_id,source_dataset,orig_relpath,class_label,min_hamming_distance_to_existing_pool
mendeley_split_c_00041,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(137).jpg,authentic,16
mendeley_split_c_00042,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(138).jpg,authentic,18
mendeley_split_c_00043,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(14).jpg,authentic,18
mendeley_split_c_00044,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(140).jpg,authentic,12
mendeley_split_c_00045,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(141).jpg,authentic,20
mendeley_split_c_00046,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(142).jpg,authentic,10
mendeley_split_c_00047,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(143).jpg,authentic,18
mendeley_split_c_00048,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(144).jpg,authentic,18
mendeley_split_c_00049,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(145).jpg,authentic,20
mendeley_split_c_00050,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(146).jpg,authentic,14
mendeley_split_c_00051,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(147).jpg,authentic,16
mendeley_split_c_00052,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(148).jpg,authentic,16
mendeley_split_c_00053,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(149).jpg,authentic,16
mendeley_split_c_00054,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(15).jpg,authentic,18
mendeley_split_c_00055,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(150).jpg,authentic,16
mendeley_split_c_00056,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(151).jpg,authentic,16
mendeley_split_c_00057,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(153).jpg,authentic,18
mendeley_split_c_00058,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(154).jpg,authentic,18
mendeley_split_c_00059,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(155).jpg,authentic,14
mendeley_split_c_00060,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(16).jpg,authentic,16
mendeley_split_c_00061,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(160).jpg,authentic,16
mendeley_split_c_00062,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(162).jpg,authentic,16
mendeley_split_c_00063,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(18).jpg,authentic,18
mendeley_split_c_00064,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(19).jpg,authentic,14
mendeley_split_c_00065,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(2).jpg,authentic,16
mendeley_split_c_00066,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(20).jpg,authentic,18
mendeley_split_c_00067,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(21).jpg,authentic,20
mendeley_split_c_00068,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(22).jpg,authentic,18
mendeley_split_c_00069,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(23).jpg,authentic,16
mendeley_split_c_00070,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(24).jpg,authentic,18
mendeley_split_c_00071,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(25).jpg,authentic,20
mendeley_split_c_00072,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(26).jpg,authentic,18
mendeley_split_c_00073,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(27).jpg,authentic,18
mendeley_split_c_00074,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(28).jpg,authentic,16
mendeley_split_c_00075,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(29).jpg,authentic,16
mendeley_split_c_00076,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(3).jpg,authentic,18
mendeley_split_c_00077,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(30).jpg,authentic,18
mendeley_split_c_00078,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(31).jpg,authentic,18
mendeley_split_c_00079,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(32).jpg,authentic,14
mendeley_split_c_00080,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(33).jpg,authentic,18
mendeley_split_c_00081,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(35).jpg,authentic,16
mendeley_split_c_00082,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(37).jpg,authentic,18
mendeley_split_c_00083,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(38).jpg,authentic,16
mendeley_split_c_00084,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(39).jpg,authentic,18
mendeley_split_c_00085,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(4).jpg,authentic,14
mendeley_split_c_00086,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(40).jpg,authentic,18
mendeley_split_c_00087,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(41).jpg,authentic,16
mendeley_split_c_00088,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(42).jpg,authentic,14
mendeley_split_c_00089,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(43).jpg,authentic,16
mendeley_split_c_00090,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(44).jpg,authentic,16
mendeley_split_c_00091,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(45).jpg,authentic,16
mendeley_split_c_00092,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(46).jpg,authentic,18
mendeley_split_c_00093,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(47).jpg,authentic,18
mendeley_split_c_00094,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(48).jpg,authentic,16
mendeley_split_c_00095,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(49).jpg,authentic,16
mendeley_split_c_00096,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(5).jpg,authentic,18
mendeley_split_c_00097,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(50).jpg,authentic,16
mendeley_split_c_00098,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(51).jpg,authentic,18
mendeley_split_c_00099,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(52).jpg,authentic,18
mendeley_split_c_00100,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(53).jpg,authentic,16
mendeley_split_c_00101,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(54).jpg,authentic,18
mendeley_split_c_00102,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(55).jpg,authentic,18
mendeley_split_c_00103,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(56).jpg,authentic,18
mendeley_split_c_00104,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(57).jpg,authentic,18
mendeley_split_c_00105,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(58).jpg,authentic,18
mendeley_split_c_00106,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(59).jpg,authentic,16
mendeley_split_c_00107,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(6).jpg,authentic,18
mendeley_split_c_00108,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(60).jpg,authentic,16
mendeley_split_c_00109,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(61).jpg,authentic,20
mendeley_split_c_00110,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(62).jpg,authentic,16
mendeley_split_c_00111,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(63).jpg,authentic,16
mendeley_split_c_00112,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(64).jpg,authentic,16
mendeley_split_c_00113,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(65).jpg,authentic,20
mendeley_split_c_00114,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(66).jpg,authentic,16
mendeley_split_c_00115,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(67).jpg,authentic,18
mendeley_split_c_00116,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(68).jpg,authentic,16
mendeley_split_c_00117,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(69).jpg,authentic,18
mendeley_split_c_00118,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(7).jpg,authentic,18
mendeley_split_c_00119,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(70).jpg,authentic,14
mendeley_split_c_00120,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(71).jpg,authentic,18
mendeley_split_c_00121,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(72).jpg,authentic,20
mendeley_split_c_00122,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(73).jpg,authentic,14
mendeley_split_c_00123,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(74).jpg,authentic,18
mendeley_split_c_00124,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(75).jpg,authentic,18
mendeley_split_c_00125,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(76).jpg,authentic,12
mendeley_split_c_00126,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(77).jpg,authentic,18
mendeley_split_c_00127,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(78).jpg,authentic,16
mendeley_split_c_00128,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(79).jpg,authentic,18
mendeley_split_c_00129,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(8).jpg,authentic,18
mendeley_split_c_00130,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(80).jpg,authentic,14
mendeley_split_c_00131,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(81).jpg,authentic,18
mendeley_split_c_00132,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(82).jpg,authentic,18
mendeley_split_c_00133,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(83).jpg,authentic,14
mendeley_split_c_00134,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(84).jpg,authentic,16
mendeley_split_c_00135,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(85).jpg,authentic,18
mendeley_split_c_00136,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(86).jpg,authentic,16
mendeley_split_c_00137,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(87).jpg,authentic,16
mendeley_split_c_00138,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(88).jpg,authentic,16
mendeley_split_c_00139,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(89).jpg,authentic,18
mendeley_split_c_00140,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(9).jpg,authentic,16
mendeley_split_c_00141,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(90).jpg,authentic,16
mendeley_split_c_00142,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(91).jpg,authentic,18
mendeley_split_c_00143,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(92).jpg,authentic,18
mendeley_split_c_00144,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(93).jpg,authentic,18
mendeley_split_c_00145,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(94).jpg,authentic,20
mendeley_split_c_00146,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(95).jpg,authentic,20
mendeley_split_c_00147,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(96).jpg,authentic,18
mendeley_split_c_00148,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(97).jpg,authentic,20
mendeley_split_c_00149,Mendeley - Mobile-Captured Pharmaceutical Medication Packages,mendeley_split_c/huawei_cn_(99).jpg,authentic,18
