image_id,pool,class_label,capture_pattern,modality,width,height,min_side,file_size_bytes,brightness,mean_r,mean_g,mean_b
kaggle_fake_real_medicine_34ab2f2d9a,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,533,716,533,740760,0.48701557517051697,0.47067058086395264,0.48017483949661255,0.5102012753486633
kaggle_fake_real_medicine_11604ed3c3,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,546,704,546,613898,0.5465893745422363,0.541587233543396,0.5418217778205872,0.5563591718673706
kaggle_fake_real_medicine_58801704ed,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,184,576,184,180621,0.6786761283874512,0.6889839768409729,0.6826267242431641,0.6644177436828613
kaggle_fake_real_medicine_1dc53f3866,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,154,561,154,161236,0.596876323223114,0.5942392349243164,0.6099188327789307,0.5864708423614502
kaggle_fake_real_medicine_cef5c75a62,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,605,396,396,414076,0.49959659576416016,0.5005581974983215,0.5064884424209595,0.491743266582489
kaggle_fake_real_medicine_4c0e6ed34f,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,600,385,385,400200,0.4780815839767456,0.47691580653190613,0.47897905111312866,0.4783500134944916
kaggle_fake_real_medicine_a81e5a0d51,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,323,483,323,204237,0.4590839445590973,0.5078545808792114,0.44339385628700256,0.4260033965110779
kaggle_fake_real_medicine_cc8cf2a429,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,368,570,368,244166,0.4751107692718506,0.5109987854957581,0.47044461965560913,0.4438888430595398
kaggle_fake_real_medicine_ee08abeab4,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,368,571,368,258507,0.39598336815834045,0.4436255395412445,0.3785759508609772,0.3657485246658325
kaggle_fake_real_medicine_64dd03edff,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,438,687,438,336856,0.49892768263816833,0.5331686735153198,0.49227941036224365,0.4713350534439087
kaggle_fake_real_medicine_bb65355f8c,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,750,360,360,359514,0.38728365302085876,0.32221776247024536,0.48762446641921997,0.3520086705684662
kaggle_fake_real_medicine_fe44cc5e9d,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,782,372,372,361010,0.3891563415527344,0.35026806592941284,0.4745940566062927,0.34260687232017517
kaggle_fake_real_medicine_bdd667d804,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,619,376,376,355475,0.419335275888443,0.36266374588012695,0.47634899616241455,0.41899317502975464
kaggle_fake_real_medicine_e0ee096bd4,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,786,441,441,410706,0.5810046195983887,0.7377145290374756,0.6448750495910645,0.36042433977127075
kaggle_fake_real_medicine_5051676f43,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,432,263,263,212587,0.5422408580780029,0.545036792755127,0.5455853939056396,0.5361002683639526
kaggle_fake_real_medicine_82c705d9a3,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,440,278,278,219856,0.5632483959197998,0.5185441970825195,0.5716279745101929,0.599573016166687
kaggle_fake_real_medicine_06b6d37f6b,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,322,532,322,216322,0.5803296566009521,0.5913019180297852,0.6421032547950745,0.5075836777687073
kaggle_fake_real_medicine_02fb0de709,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,335,546,335,242365,0.49781012535095215,0.37163758277893066,0.5583381056785583,0.5634545683860779
kaggle_fake_real_medicine_b480e1c8f2,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,328,333,328,133920,0.3546479642391205,0.6283471584320068,0.2232278287410736,0.21236884593963623
kaggle_fake_real_medicine_e54f1413e6,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,327,244,244,118811,0.33170926570892334,0.5679247379302979,0.21468961238861084,0.21251341700553894
kaggle_fake_real_medicine_ceca214aef,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,747,541,541,417777,0.3601367771625519,0.6097216606140137,0.24422681331634521,0.2264619767665863
kaggle_fake_real_medicine_d888730101,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,659,518,518,376496,0.35214877128601074,0.6221105456352234,0.22120673954486847,0.21312904357910156
kaggle_fake_real_medicine_df4942e36c,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,1056,681,681,768018,0.7013171315193176,0.7139983177185059,0.700730562210083,0.6892223954200745
kaggle_fake_real_medicine_397d25585e,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,1012,655,655,531664,0.6833081245422363,0.6933086514472961,0.6825166940689087,0.6740990877151489
kaggle_fake_real_medicine_ed50ba731d,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,922,607,607,557680,0.6855525970458984,0.7012092471122742,0.6810891628265381,0.6743595004081726
kaggle_fake_real_medicine_1f137669d8,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,961,634,634,774351,0.6566205024719238,0.6711981296539307,0.6478678584098816,0.650795578956604
kaggle_fake_real_medicine_4908070dd8,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,587,738,587,697012,0.5810977816581726,0.5889313220977783,0.5926594734191895,0.5617024898529053
kaggle_fake_real_medicine_28de2a6574,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,621,744,621,652077,0.5930635333061218,0.6081141233444214,0.5964001417160034,0.5746763944625854
kaggle_fake_real_medicine_eb40c5afee,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,451,674,451,345034,0.4218829870223999,0.7286467552185059,0.4952215552330017,0.04178059846162796
kaggle_fake_real_medicine_a877ae06a7,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,437,686,437,258780,0.6247351765632629,0.6248401403427124,0.6221794486045837,0.6271858215332031
kaggle_fake_real_medicine_9a1295c310,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,422,644,422,389602,0.4249148368835449,0.2728094458580017,0.4684264361858368,0.5335085391998291
kaggle_fake_real_medicine_18d048cab3,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,391,637,391,400072,0.3887420892715454,0.23355066776275635,0.430539608001709,0.5021359920501709
kaggle_fake_real_medicine_5ee8edd1a9,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,552,633,552,472370,0.33893516659736633,0.2116900384426117,0.3507448732852936,0.4543706178665161
kaggle_fake_real_medicine_0a680b1608,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,555,654,555,488632,0.33914610743522644,0.20824335515499115,0.3511948585510254,0.45800015330314636
kaggle_fake_real_medicine_73a6ece8e9,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,855,629,629,667321,0.31809958815574646,0.21227693557739258,0.3187662959098816,0.4232556223869324
kaggle_fake_real_medicine_7446e607cc,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,829,626,626,608228,0.3058325946331024,0.21504385769367218,0.3091586232185364,0.3932952284812927
kaggle_fake_real_medicine_33b679aa91,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,565,589,565,422001,0.3523019850254059,0.22411632537841797,0.36117303371429443,0.4716165065765381
kaggle_fake_real_medicine_c6e7f52827,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,504,595,504,408563,0.3476591110229492,0.22683537006378174,0.35523706674575806,0.460904985666275
kaggle_fake_real_medicine_5aea38a804,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,370,589,370,350215,0.40400394797325134,0.2630600929260254,0.4431918263435364,0.5057598352432251
kaggle_fake_real_medicine_177fc57119,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,472,736,472,471566,0.6125019192695618,0.6708458065986633,0.6082749366760254,0.5583850145339966
kaggle_fake_real_medicine_bed27cb29b,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,453,723,453,586600,0.49115511775016785,0.7297545671463013,0.48703280091285706,0.2566779851913452
kaggle_fake_real_medicine_155d6ed1b1,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,551,711,551,479991,0.7025930285453796,0.7072993516921997,0.7092361450195312,0.6912435293197632
kaggle_fake_real_medicine_988dbe3d3d,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,491,718,491,328424,0.7473815083503723,0.7635550498962402,0.7433450222015381,0.7352443337440491
kaggle_fake_real_medicine_ca0154ce9b,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,454,700,454,438653,0.6343271732330322,0.6952378153800964,0.6068732738494873,0.6008703112602234
kaggle_fake_real_medicine_1815be2b4b,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,440,684,440,468346,0.6646475195884705,0.7020900249481201,0.6571605205535889,0.6346919536590576
kaggle_fake_real_medicine_e6f009da18,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,667,611,611,263560,0.7106652855873108,0.7201822996139526,0.7135847806930542,0.6982288360595703
kaggle_fake_real_medicine_5469052ee7,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,629,613,613,282106,0.5607785582542419,0.6840341687202454,0.44572708010673523,0.5525745153427124
kaggle_fake_real_medicine_1f8b2ac73f,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,532,694,532,499292,0.4788108170032501,0.7646063566207886,0.49797219038009644,0.17385397851467133
kaggle_fake_real_medicine_baaa90a0db,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,498,719,498,458678,0.6177335381507874,0.6314032077789307,0.6171329021453857,0.6046645641326904
kaggle_fake_real_medicine_ae2efd1c6c,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,327,482,327,222377,0.5653438568115234,0.5433852672576904,0.5879940390586853,0.5646523237228394
kaggle_fake_real_medicine_77d7798a4a,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,414,613,414,336505,0.4871859848499298,0.20047298073768616,0.5776166915893555,0.6834683418273926
kaggle_fake_real_medicine_89a3cb0f36,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,287,551,287,250893,0.5484400391578674,0.5582845211029053,0.5456141233444214,0.5414215326309204
kaggle_fake_real_medicine_c934d254bd,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,305,552,305,352272,0.5856748223304749,0.6327943205833435,0.5821959376335144,0.5420343279838562
kaggle_fake_real_medicine_c4de85a2db,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,274,582,274,345587,0.6735262274742126,0.706230878829956,0.6849408149719238,0.6294069886207581
kaggle_fake_real_medicine_20c4a33635,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,276,596,276,310139,0.6470773220062256,0.645383358001709,0.6471248865127563,0.6487237811088562
kaggle_fake_real_medicine_ad08294037,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,480,523,480,383952,0.46464142203330994,0.5667356252670288,0.3659687042236328,0.4612199664115906
kaggle_fake_real_medicine_8375bf7fdb,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,472,518,472,358051,0.4831319749355316,0.4955068826675415,0.4878982901573181,0.46599072217941284
kaggle_fake_real_medicine_046bd91b0a,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,497,530,497,404678,0.5096354484558105,0.5957069396972656,0.418576717376709,0.5146225690841675
kaggle_fake_real_medicine_f4ed8cc19a,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,513,541,513,379970,0.6073191165924072,0.6165690422058105,0.6140931844711304,0.5912952423095703
kaggle_fake_real_medicine_506ede5841,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,464,723,464,628291,0.6596523523330688,0.698813796043396,0.6522796154022217,0.6278636455535889
kaggle_fake_real_medicine_25387c207b,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,494,739,494,712299,0.6302179098129272,0.6918036341667175,0.6021685600280762,0.5966816544532776
kaggle_fake_real_medicine_000e488d37,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,360,541,360,332855,0.4043543338775635,0.37641793489456177,0.4157063961029053,0.4209386706352234
kaggle_fake_real_medicine_270967078e,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,343,519,343,266877,0.46157869696617126,0.33798736333847046,0.5102185010910034,0.5365301370620728
kaggle_fake_real_medicine_e4d1e5b8f5,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,337,517,337,307005,0.3872915804386139,0.374223530292511,0.38979971408843994,0.3978515863418579
kaggle_fake_real_medicine_8bee079fd4,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,339,498,339,266521,0.39093711972236633,0.28449660539627075,0.43400830030441284,0.4543064832687378
kaggle_fake_real_medicine_22d308b24a,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,518,767,518,562442,0.7430041432380676,0.740361750125885,0.7477635145187378,0.7408873438835144
kaggle_fake_real_medicine_234a3dbd69,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,589,778,589,595535,0.7019863128662109,0.5319278836250305,0.7474714517593384,0.8265596628189087
kaggle_fake_real_medicine_974bfcd4fb,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,289,683,289,155907,0.6958994269371033,0.7048847675323486,0.7012513279914856,0.6815621256828308
kaggle_fake_real_medicine_032068ff32,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,895,514,514,328739,0.7534964680671692,0.8304927349090576,0.7698233127593994,0.6601734757423401
kaggle_fake_real_medicine_9abd16be2c,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,429,621,429,387525,0.6026900410652161,0.6570073366165161,0.6369715332984924,0.5140912532806396
kaggle_fake_real_medicine_98d158b5a6,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,860,499,499,420240,0.7433928847312927,0.8115789294242859,0.7047305107116699,0.7138691544532776
kaggle_fake_real_medicine_b18a8265f3,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,436,668,436,295024,0.6989343762397766,0.6892252564430237,0.7090542316436768,0.6985237002372742
kaggle_fake_real_medicine_dbde84d79d,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,794,488,488,404113,0.632152259349823,0.618455171585083,0.6463177800178528,0.6316837072372437
kaggle_fake_real_medicine_3bf4bb75f4,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,463,779,463,352632,0.3272790014743805,0.46937522292137146,0.30075159668922424,0.2117101401090622
kaggle_fake_real_medicine_f0cae78738,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,431,734,431,249742,0.7657048106193542,0.721923828125,0.7914014458656311,0.7837890386581421
kaggle_fake_real_medicine_4e37e908bb,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,996,387,387,318218,0.6797437071800232,0.703872799873352,0.6780350208282471,0.6573233008384705
kaggle_fake_real_medicine_da2df27cc4,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,767,457,457,388415,0.4240964949131012,0.6622998714447021,0.37548065185546875,0.23450905084609985
kaggle_fake_real_medicine_012f2d2f27,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,814,444,444,466308,0.4589167535305023,0.6566435098648071,0.42416226863861084,0.2959443926811218
kaggle_fake_real_medicine_8fd20d7ff6,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,675,648,648,498892,0.4446142017841339,0.6565209627151489,0.4428299367427826,0.23449182510375977
kaggle_fake_real_medicine_78cf259e7e,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,587,324,324,256090,0.46795153617858887,0.6777842044830322,0.4250708520412445,0.3009995222091675
kaggle_fake_real_medicine_a9fbc36030,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,591,334,334,298731,0.44949960708618164,0.6774797439575195,0.4099934995174408,0.261025607585907
kaggle_fake_real_medicine_e8f66141b9,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,840,443,443,249402,0.7205295562744141,0.7184474468231201,0.7363874912261963,0.7067536115646362
kaggle_fake_real_medicine_423916758c,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,818,384,384,288658,0.7463743090629578,0.762410044670105,0.7269119620323181,0.7498009204864502
kaggle_fake_real_medicine_fb41370788,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,200,501,200,142784,0.5382477641105652,0.7106043100357056,0.6070715188980103,0.29706746339797974
kaggle_fake_real_medicine_56baf2ccf3,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,458,745,458,522375,0.3942481577396393,0.2706523835659027,0.48282209038734436,0.42927008867263794
kaggle_fake_real_medicine_8084abfeac,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,468,719,468,442605,0.6240589022636414,0.643017590045929,0.6260273456573486,0.6031317114830017
kaggle_fake_real_medicine_24e0fae4e3,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,450,722,450,430982,0.42754319310188293,0.2606962323188782,0.5365790128707886,0.4853544235229492
kaggle_fake_real_medicine_680234b7cf,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,426,697,426,374313,0.6316856145858765,0.6471536159515381,0.6371046304702759,0.610798716545105
kaggle_fake_real_medicine_13f55e7bae,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,604,390,390,192017,0.7881153225898743,0.8006960153579712,0.7879145741462708,0.7757353186607361
kaggle_fake_real_medicine_12a224b226,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,616,412,412,260108,0.6345243453979492,0.8533682227134705,0.7576746344566345,0.29253023862838745
kaggle_fake_real_medicine_96200fd98f,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,690,434,434,434582,0.5631721019744873,0.609167218208313,0.5380687713623047,0.542280375957489
kaggle_fake_real_medicine_0bd80c0685,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,638,425,425,331055,0.46435070037841797,0.612096905708313,0.30203738808631897,0.4789177477359772
kaggle_fake_real_medicine_a6073ba2ac,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,530,663,530,532334,0.6027554869651794,0.6486060619354248,0.6601610779762268,0.49949929118156433
kaggle_fake_real_medicine_84a5c72682,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,313,805,313,270024,0.39805006980895996,0.5915738344192505,0.48645931482315063,0.11611711978912354
kaggle_fake_real_medicine_eb34751b20,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,840,691,691,582793,0.4330451488494873,0.6484767198562622,0.4945322275161743,0.1561264991760254
kaggle_fake_real_medicine_04c5e557b8,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,853,689,689,642179,0.42629382014274597,0.6403358578681946,0.4978659152984619,0.14067958295345306
kaggle_fake_real_medicine_99dc72e0c5,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,831,251,251,275570,0.38705897331237793,0.5785702466964722,0.47604453563690186,0.10656213015317917
kaggle_fake_real_medicine_6bf967cf84,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,828,256,256,282703,0.41228973865509033,0.5559839010238647,0.4779507517814636,0.20293448865413666
kaggle_fake_real_medicine_4d4cf4a7d4,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,398,684,398,310427,0.3889584541320801,0.730661153793335,0.2848508358001709,0.15136337280273438
kaggle_fake_real_medicine_0328be33cf,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,821,421,421,385239,0.5639613270759583,0.5388528108596802,0.6461818218231201,0.5068493485450745
kaggle_fake_real_medicine_657978f2b5,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,396,699,396,431012,0.46960973739624023,0.656933605670929,0.385990172624588,0.3659055233001709
kaggle_fake_real_medicine_edd956a181,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,660,493,493,486430,0.634040892124176,0.7907887697219849,0.6009392738342285,0.5103946328163147
kaggle_fake_real_medicine_f61949b1d3,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,824,471,471,367582,0.7027557492256165,0.6770842671394348,0.7142951488494873,0.7168878316879272
kaggle_fake_real_medicine_a8e282a356,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,426,576,426,384978,0.4717508554458618,0.564568042755127,0.45232459902763367,0.3983599841594696
kaggle_fake_real_medicine_a7da985656,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,406,550,406,372929,0.49105969071388245,0.8279938697814941,0.4425934851169586,0.20259171724319458
kaggle_fake_real_medicine_c3c3d47e1c,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,303,561,303,199541,0.34713542461395264,0.34021908044815063,0.41697877645492554,0.28420841693878174
kaggle_fake_real_medicine_87cff291d4,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,417,549,417,235295,0.7438623309135437,0.780185341835022,0.7268985509872437,0.7245031595230103
kaggle_fake_real_medicine_089048438e,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,327,537,327,256862,0.4328010082244873,0.5710890293121338,0.5038727521896362,0.22344133257865906
kaggle_fake_real_medicine_8f4cadab06,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,349,559,349,263865,0.3617851734161377,0.3176940083503723,0.370449423789978,0.39721202850341797
kaggle_fake_real_medicine_c2c11d3bdd,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,401,564,401,320379,0.35110676288604736,0.37571805715560913,0.417163610458374,0.2604387104511261
kaggle_fake_real_medicine_c8e1ccb599,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,867,337,337,250074,0.7056536078453064,0.7278243899345398,0.704268217086792,0.6848680973052979
kaggle_fake_real_medicine_2bf66badab,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,361,630,361,191450,0.774528980255127,0.7324802875518799,0.7991546392440796,0.7919519543647766
kaggle_fake_real_medicine_e7b0b553a2,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,378,641,378,256041,0.31024911999702454,0.4565477669239044,0.28319644927978516,0.19100318849086761
kaggle_fake_real_medicine_62fb730310,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,652,387,387,292394,0.6181809902191162,0.6060748100280762,0.6312547922134399,0.6172133684158325
kaggle_fake_real_medicine_9d0ac488eb,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,354,482,354,286909,0.4105331599712372,0.652639627456665,0.3851926326751709,0.1937672346830368
kaggle_fake_real_medicine_8e01740418,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,339,480,339,260553,0.6065956950187683,0.6576238870620728,0.6038402318954468,0.5583227872848511
kaggle_fake_real_medicine_a7129b711b,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,446,730,446,684150,0.6089333891868591,0.592937171459198,0.6239008903503418,0.6099619269371033
kaggle_fake_real_medicine_b332587f57,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,875,538,538,416737,0.6903183460235596,0.7072314023971558,0.7526616454124451,0.6110619902610779
kaggle_fake_real_medicine_7019b8e00b,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,400,610,400,308637,0.7259950637817383,0.7446471452713013,0.7360255718231201,0.697312593460083
kaggle_fake_real_medicine_26d1582ee3,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,591,520,520,207283,0.8095623850822449,0.8592514991760254,0.7936906814575195,0.7757448554039001
kaggle_fake_real_medicine_7b74b77c17,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,528,736,528,470953,0.7157009243965149,0.7149280309677124,0.731733500957489,0.7004413604736328
kaggle_fake_real_medicine_1dbf78ab67,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,501,721,501,660360,0.44403791427612305,0.28626590967178345,0.6315267086029053,0.41432100534439087
kaggle_fake_real_medicine_e0787b76d6,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,480,712,480,560204,0.4265469014644623,0.7385866641998291,0.5051767826080322,0.03587718307971954
kaggle_fake_real_medicine_2fb956eb5f,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,471,710,471,596568,0.6335462331771851,0.6320111751556396,0.6343271732330322,0.6343003511428833
kaggle_fake_real_medicine_41708c1798,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,450,501,450,339918,0.70713210105896,0.7763509154319763,0.6856110095977783,0.6594343185424805
kaggle_fake_real_medicine_e1c5225193,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,408,500,408,350355,0.45519495010375977,0.3782983124256134,0.41834118962287903,0.5689453482627869
kaggle_fake_real_medicine_93e23b7ec2,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,332,464,332,197960,0.30499163269996643,0.30073243379592896,0.29104724526405334,0.32319527864456177
kaggle_fake_real_medicine_eae6b71ab1,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,319,466,319,194990,0.393653005361557,0.3965418338775635,0.38742342591285706,0.3969936966896057
kaggle_fake_real_medicine_9c31a23b9a,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,451,683,451,519366,0.4873340427875519,0.5351725220680237,0.485720157623291,0.44110944867134094
kaggle_fake_real_medicine_c81ed5b421,kaggle_modeling_pool,counterfeit,Screenshot*.png,blister,457,697,457,593969,0.42985573410987854,0.6483551263809204,0.4135167598724365,0.22769513726234436
kaggle_fake_real_medicine_06940a3932,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,388,649,388,280860,0.7004292607307434,0.6937155723571777,0.6554304361343384,0.7521417140960693
kaggle_fake_real_medicine_ad95e5821c,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,429,640,429,320437,0.6937509179115295,0.8157906532287598,0.6548330187797546,0.6106293201446533
kaggle_fake_real_medicine_e7ed41a132,kaggle_modeling_pool,counterfeit,Screenshot*.png,packaging,493,293,293,179263,0.7484691143035889,0.7451229095458984,0.7737582325935364,0.726526141166687
