image_id,source_dataset,orig_relpath,class_label,product_identity,cluster_size,modality,apparent_capture_condition,width,height,format,notes
roboflow_counterfeit_med_detection_8647371a92,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5044_jpg.rf.a505cbc20eb4cab11ffc39bd7b73f8bf.jpg,authentic,pid_00014,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_8b77e43012,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5127_jpg.rf.a57bc5e91475e321b22f04c7e2059d5d.jpg,authentic,pid_00015,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_ece6fa1307,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5127_jpg.rf.a4fa2276745964ac01a537ba99b48b4f.jpg,authentic,pid_00015,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_fd5f134490,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images252_jpg.rf.a581a9434dc7cbfa7d9a6976b3bd8d44.jpg,authentic,pid_00016,10,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_10
roboflow_counterfeit_med_detection_6b51465d8d,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4048_jpg.rf.a4c17d7c984bf7560dbfb1faed201c5e.jpg,authentic,pid_00017,28,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_28
roboflow_counterfeit_med_detection_46006546ed,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images302_jpg.rf.a5558bea247c2d6babaa37fdd6ba7e64.jpg,authentic,pid_00018,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_d1087f2469,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images264_jpg.rf.a57ce9bdca6feb2c39fa01b0372a38c6.jpg,authentic,pid_00019,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_2aa0f3978c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images351_jpg.rf.a47be2687a17ae7c12b66da50e3b3651.jpg,authentic,pid_00020,25,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_25
roboflow_counterfeit_med_detection_91259987f6,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5085_jpg.rf.a552e5697b00220f2d64d6c836829b6a.jpg,authentic,pid_00021,10,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_10
roboflow_counterfeit_med_detection_59448ec257,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4040_jpg.rf.a5a603fc1817f8e46647741d1f94a0f1.jpg,authentic,pid_00022,10,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_10
roboflow_counterfeit_med_detection_47b0e14831,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images323_jpg.rf.a5d43742007667bc9965f8edc4c1764a.jpg,authentic,pid_00023,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_41fd198dc2,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images23_jpg.rf.a4cc85b4859398e2a28fa6a107a1796c.jpg,authentic,pid_00024,22,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_22
roboflow_counterfeit_med_detection_020c5ace00,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4094_jpg.rf.a5b10555833d1873e1307b44e07bb382.jpg,authentic,pid_00025,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_b2f2d58d34,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4081_jpg.rf.a5cd2836ac37680e83e0cbd1b966f659.jpg,authentic,pid_00026,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_93851a3c7d,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images266_jpg.rf.a5e9885104ba4f7b06323b17e1e7ff23.jpg,authentic,pid_00027,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_4ae4f3ff82,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4054_jpg.rf.a5eafa610705e6ce1ca5e8918701631f.jpg,authentic,pid_00028,35,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_35
roboflow_counterfeit_med_detection_cff918ec2e,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5090_jpg.rf.a5f568846e1e54f6cf42469bb31079cd.jpg,authentic,pid_00029,7,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_7
roboflow_counterfeit_med_detection_fd1c42e09e,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images210_jpg.rf.a5ef21a4c25edb110418abd2074edb02.jpg,authentic,pid_00030,9,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_9
roboflow_counterfeit_med_detection_a9b1856479,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images257_jpg.rf.a6986385aa9b3885cc059a73cf729d28.jpg,authentic,pid_00031,25,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_25
roboflow_counterfeit_med_detection_6b5b74a6cb,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4054_jpg.rf.a620a74484eab33ee9fdd9038d98d742.jpg,authentic,pid_00028,35,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_35
roboflow_counterfeit_med_detection_369c44b881,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images210_jpg.rf.a630442f099713a0b8ff693c1b3020a6.jpg,authentic,pid_00030,9,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_9
roboflow_counterfeit_med_detection_97e1d386ef,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4095_jpg.rf.a6be4d5c0aa28f3972d96c2e79ea5a72.jpg,authentic,pid_00032,16,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_16
roboflow_counterfeit_med_detection_8ff50b979d,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5045_jpg.rf.a6c8f1aac711e0a698c0fdbfc1fa6ceb.jpg,authentic,pid_00033,4,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_4
roboflow_counterfeit_med_detection_4c4fc58b26,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images08_jpg.rf.a66cb524410ddfbdd648f66f82911829.jpg,authentic,pid_00034,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_e54712269d,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5112_jpg.rf.a64f5b2041b17283124fcdd51aa7325e.jpg,authentic,pid_00035,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_5a5f389061,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5051_jpg.rf.a6be84a962a88aec51aa76578bbfb53f.jpg,authentic,pid_00036,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_5bba6847be,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5052_jpg.rf.a69e81ca1951eb9ab6a098c00b3c17b8.jpg,authentic,pid_00037,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_f0299406db,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images348_jpg.rf.a6c193d8d91f56ea8b3f3ad90ed7a96f.jpg,authentic,pid_00038,37,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_37
roboflow_counterfeit_med_detection_8062863254,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images351_jpg.rf.a6e47e56db944d584f0ef198fa736d48.jpg,authentic,pid_00020,25,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_25
roboflow_counterfeit_med_detection_61ca53dc08,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5097_jpg.rf.a6eaa300239181c9700b1fb1ab3c63b9.jpg,authentic,pid_00005,28,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_28
roboflow_counterfeit_med_detection_deaa199444,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images212_jpg.rf.a6dd53a8c682d97defcdf8040bc88433.jpg,authentic,pid_00024,22,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_22
roboflow_counterfeit_med_detection_2e39287269,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images38_jpg.rf.a6c10d0b2e79affd3812f0f83e6c8dac.jpg,authentic,pid_00039,35,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_35
roboflow_counterfeit_med_detection_93369609d0,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images301_jpg.rf.a757fd75656aad57c32819faf7b0fbcf.jpg,authentic,pid_00040,13,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_13
roboflow_counterfeit_med_detection_a83f92ce74,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images349_jpg.rf.a75a26fa80bcee968ecd6f40b5ea2702.jpg,authentic,pid_00041,11,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_11
roboflow_counterfeit_med_detection_e8d3f0b881,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4116_jpg.rf.a6dc1a1f6315a164fbe5123a012f97f6.jpg,authentic,pid_00042,7,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_7
roboflow_counterfeit_med_detection_95e8e21376,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images08_jpg.rf.a75c8f64ef265722cb3d6a0a1462ee30.jpg,authentic,pid_00043,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_d324d2cde5,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images09_jpg.rf.a70859fe65fc117002e52843bf82a48d.jpg,authentic,pid_00044,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_21a1d244db,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4116_jpg.rf.a6d04fb6edb7dec0f50431cc0c6a3cc5.jpg,authentic,pid_00045,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_9890b0d004,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images352_jpg.rf.a717e8d39eca233ab0c6e96c72c4e41f.jpg,authentic,pid_00046,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_8d8c61d985,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4100_jpg.rf.a7c8dba42241c072d710c6d9c101f3b9.jpg,authentic,pid_00047,15,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_15
roboflow_counterfeit_med_detection_5c0b3282ac,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images339_jpg.rf.a7895f15a30ebd74065818f02aa04a4f.jpg,authentic,pid_00048,34,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_34
roboflow_counterfeit_med_detection_0eb0d99199,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5024_jpg.rf.a7c73ce399a84f6f310a2e7ed7ddc6d4.jpg,authentic,pid_00049,2,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_2
roboflow_counterfeit_med_detection_182613a683,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4040_jpg.rf.a82a124b519aa1ba0f8663b8ecfe8d6a.jpg,authentic,pid_00050,3,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_3
roboflow_counterfeit_med_detection_c9e433584a,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4061_jpg.rf.a83205936613954e4e5a492f1440abaf.jpg,authentic,pid_00051,17,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_17
roboflow_counterfeit_med_detection_74eaddccc1,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images346_jpg.rf.a7e37e7797854749dddb28ace9e41521.jpg,authentic,pid_00052,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_55649aa21c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5034_jpg.rf.a86e3253929eb7a474c9851d9db8f00a.jpg,authentic,pid_00009,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_6c74df78de,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images21_jpg.rf.a883ba59475a1757c54c8d6a28473847.jpg,authentic,pid_00053,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_7886bbcd32,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5024_jpg.rf.a89d66ad78116080ea01ad1a122be51b.jpg,authentic,pid_00054,1,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,
roboflow_counterfeit_med_detection_c3eaded323,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images208_jpg.rf.a8cd88a4b83aba4f6825831235326a94.jpg,authentic,pid_00055,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_10d6b98fb4,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images338_jpg.rf.a8be5b785c9588bfd66a1f74ffc2a6bd.jpg,authentic,pid_00056,10,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_10
roboflow_counterfeit_med_detection_3d510c0910,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4038_jpg.rf.a8b67bb0a5a401e93a469841ddb02b43.jpg,authentic,pid_00057,55,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_55
roboflow_counterfeit_med_detection_ee915758ba,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images219_jpg.rf.a88eef173ae13d043a2d2f48d653c7cf.jpg,authentic,pid_00058,7,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_7
roboflow_counterfeit_med_detection_f9b068edae,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images315_jpg.rf.a8c420bac9cbf27961c1cd6f028988cc.jpg,authentic,pid_00059,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_23d859c9da,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4029_jpg.rf.a8cfdf9b8a3ff9ab0d72fd25269993b0.jpg,authentic,pid_00060,14,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_14
roboflow_counterfeit_med_detection_8d032490de,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4033_jpg.rf.a8cdbe682a5713190071a9c077a0cd74.jpg,authentic,pid_00061,41,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_41
roboflow_counterfeit_med_detection_8b1555beed,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images209_jpg.rf.a8d0dfb5a55da75f8d58f7ce5ea6e6be.jpg,authentic,pid_00062,14,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_14
roboflow_counterfeit_med_detection_2f88898125,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5115_jpg.rf.a7f5662d45e98933f30e1fe16c8d3998.jpg,authentic,pid_00063,2,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_2
roboflow_counterfeit_med_detection_7ffcc97a28,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images316_jpg.rf.a8e38b69595cde4faa73de5ed631d35c.jpg,authentic,pid_00064,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_44c4fa3133,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4079_jpg.rf.a8eb5285431668ae00d01c3b626b157d.jpg,authentic,pid_00065,3,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_3
roboflow_counterfeit_med_detection_f6aa41667c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4116_jpg.rf.a8eec3c40442a04516399b468ff8118e.jpg,authentic,pid_00042,7,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_7
roboflow_counterfeit_med_detection_b9e3fdc380,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images256_jpg.rf.a97523dac2a325e24add956506c976c0.jpg,authentic,pid_00066,23,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_23
roboflow_counterfeit_med_detection_17954498f9,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images219_jpg.rf.a93a71204d9c23578c39acf795481cad.jpg,authentic,pid_00067,11,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_11
roboflow_counterfeit_med_detection_af161819ce,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images222_jpg.rf.a9cb05f505b23dd616a61ece5776b0b5.jpg,authentic,pid_00068,36,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_36
roboflow_counterfeit_med_detection_868e905816,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5052_jpg.rf.a97f963868f757e83142fd09f390500c.jpg,authentic,pid_00037,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_59e35107bc,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4039_jpg.rf.a999931e8aa019c0b691a3328ee2fdd4.jpg,authentic,pid_00069,17,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_17
roboflow_counterfeit_med_detection_e5b0fe714e,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images252_jpg.rf.a95a81a7c4171d26cbcb31de44b990b5.jpg,authentic,pid_00070,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_5368eace88,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4045_jpg.rf.aa4b04bab14bff900690b764499e1f91.jpg,authentic,pid_00071,8,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_8
roboflow_counterfeit_med_detection_60bc3fc373,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images262_jpg.rf.a92f3715f3689f1247ede77b6276c362.jpg,authentic,pid_00072,20,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_20
roboflow_counterfeit_med_detection_fb0b818b61,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images35_jpg.rf.a92a60d752563a85eca89690d8698ce8.jpg,authentic,pid_00073,25,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_25
roboflow_counterfeit_med_detection_01724b2316,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images321_jpg.rf.aa1cf2e20ca3b6f61cd5edcfaec7d118.jpg,authentic,pid_00074,55,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_55
roboflow_counterfeit_med_detection_ca91625d29,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4039_jpg.rf.a90266a7d70a3850c6160de7be710c5e.jpg,authentic,pid_00075,20,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_20
roboflow_counterfeit_med_detection_8bd063622c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4039_jpg.rf.a945afbf88f906e807a9b56541bfe64d.jpg,authentic,pid_00069,17,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_17
roboflow_counterfeit_med_detection_c6b3b25e94,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images209_jpg.rf.a983f2b33ba114fae9fa09b5a95329c4.jpg,authentic,pid_00062,14,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_14
roboflow_counterfeit_med_detection_9d9142e07e,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4068_jpg.rf.aa32938fd4ab899b4c7cc6b998d7c944.jpg,authentic,pid_00076,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_8afb9752fe,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4058_jpg.rf.aa2ec254c6703085527f4c0f9b0d76cb.jpg,authentic,pid_00077,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
