source,orig_relpath,class_label,phash_canonical_hex,product_identity,cluster_size,is_exact_duplicate,exact_duplicate_of
roboflow_counterfeit_med_detection,roboflow\train\images5085_jpg.rf.a552e5697b00220f2d64d6c836829b6a.jpg,authentic,b93ccc63c3ccc493,pid_00021,10,False,
roboflow_counterfeit_med_detection,roboflow\train\images4040_jpg.rf.a5a603fc1817f8e46647741d1f94a0f1.jpg,authentic,bf2694f9899184d9,pid_00022,10,False,
roboflow_counterfeit_med_detection,roboflow\train\images323_jpg.rf.a5d43742007667bc9965f8edc4c1764a.jpg,authentic,bbe4a448c817f03f,pid_00023,18,False,
roboflow_counterfeit_med_detection,roboflow\train\images23_jpg.rf.a4cc85b4859398e2a28fa6a107a1796c.jpg,authentic,bcc3c63d9926c2b2,pid_00024,22,False,
roboflow_counterfeit_med_detection,roboflow\train\images4094_jpg.rf.a5b10555833d1873e1307b44e07bb382.jpg,authentic,af6fd09860e40f1b,pid_00025,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images4081_jpg.rf.a5cd2836ac37680e83e0cbd1b966f659.jpg,authentic,af12d06fd0d02f35,pid_00026,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images266_jpg.rf.a5e9885104ba4f7b06323b17e1e7ff23.jpg,authentic,be3ed0c8d19383c9,pid_00027,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images4054_jpg.rf.a5eafa610705e6ce1ca5e8918701631f.jpg,authentic,bb93c43bc4395bc0,pid_00028,35,False,
roboflow_counterfeit_med_detection,roboflow\train\images5090_jpg.rf.a5f568846e1e54f6cf42469bb31079cd.jpg,authentic,bc87d167e0cec183,pid_00029,7,False,
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.a5ef21a4c25edb110418abd2074edb02.jpg,authentic,bbe4c4c3c41af1f0,pid_00030,9,False,
roboflow_counterfeit_med_detection,roboflow\train\images257_jpg.rf.a6986385aa9b3885cc059a73cf729d28.jpg,authentic,bc3e9291cec3c368,pid_00031,25,False,
roboflow_counterfeit_med_detection,roboflow\train\images4054_jpg.rf.a620a74484eab33ee9fdd9038d98d742.jpg,authentic,bb93c438c43d5fc0,pid_00028,35,False,
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.a630442f099713a0b8ff693c1b3020a6.jpg,authentic,bb6ce49bc41ad1e0,pid_00030,9,False,
roboflow_counterfeit_med_detection,roboflow\train\images4095_jpg.rf.a6be4d5c0aa28f3972d96c2e79ea5a72.jpg,authentic,b233939ccc739932,pid_00032,16,False,
roboflow_counterfeit_med_detection,roboflow\train\images5045_jpg.rf.a6c8f1aac711e0a698c0fdbfc1fa6ceb.jpg,authentic,aed4f0d0843ef06b,pid_00033,4,False,
roboflow_counterfeit_med_detection,roboflow\train\images08_jpg.rf.a66cb524410ddfbdd648f66f82911829.jpg,authentic,bad0c52fd432907b,pid_00034,12,False,
roboflow_counterfeit_med_detection,roboflow\train\images5112_jpg.rf.a64f5b2041b17283124fcdd51aa7325e.jpg,authentic,93e6ec10953b3ac6,pid_00035,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images5051_jpg.rf.a6be84a962a88aec51aa76578bbfb53f.jpg,authentic,8ff0f0c7d01f1217,pid_00036,18,False,
roboflow_counterfeit_med_detection,roboflow\train\images5052_jpg.rf.a69e81ca1951eb9ab6a098c00b3c17b8.jpg,authentic,8afdbdf4b6428818,pid_00037,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images348_jpg.rf.a6c193d8d91f56ea8b3f3ad90ed7a96f.jpg,authentic,ab40d5bfc43a6a45,pid_00038,37,False,
roboflow_counterfeit_med_detection,roboflow\train\images351_jpg.rf.a6e47e56db944d584f0ef198fa736d48.jpg,authentic,8f88f4b1f451f0b4,pid_00020,25,False,
roboflow_counterfeit_med_detection,roboflow\train\images5097_jpg.rf.a6eaa300239181c9700b1fb1ab3c63b9.jpg,authentic,bf27c09dc0dac0da,pid_00005,28,False,
roboflow_counterfeit_med_detection,roboflow\train\images212_jpg.rf.a6dd53a8c682d97defcdf8040bc88433.jpg,authentic,bdc1c22f9836c2ba,pid_00024,22,False,
roboflow_counterfeit_med_detection,roboflow\train\images38_jpg.rf.a6c10d0b2e79affd3812f0f83e6c8dac.jpg,authentic,aa9ed560cd85c4e5,pid_00039,35,False,
roboflow_counterfeit_med_detection,roboflow\train\images301_jpg.rf.a757fd75656aad57c32819faf7b0fbcf.jpg,authentic,b8c3c638c3cec33c,pid_00040,13,False,
roboflow_counterfeit_med_detection,roboflow\train\images349_jpg.rf.a75a26fa80bcee968ecd6f40b5ea2702.jpg,authentic,be069fd199c0cdc1,pid_00041,11,False,
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.a6dc1a1f6315a164fbe5123a012f97f6.jpg,authentic,af3fc0c4d0386f64,pid_00042,7,False,
roboflow_counterfeit_med_detection,roboflow\train\images08_jpg.rf.a75c8f64ef265722cb3d6a0a1462ee30.jpg,authentic,af7a90859598c5d5,pid_00043,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images09_jpg.rf.a70859fe65fc117002e52843bf82a48d.jpg,authentic,991be6e4e08e193b,pid_00044,12,False,
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.a6d04fb6edb7dec0f50431cc0c6a3cc5.jpg,authentic,b88cc773c46ac23d,pid_00045,12,False,
roboflow_counterfeit_med_detection,roboflow\train\images352_jpg.rf.a717e8d39eca233ab0c6e96c72c4e41f.jpg,authentic,ad3d966cc392c4c9,pid_00046,18,False,
roboflow_counterfeit_med_detection,roboflow\train\images4100_jpg.rf.a7c8dba42241c072d710c6d9c101f3b9.jpg,authentic,9bd4e36ad4d28839,pid_00047,15,False,
roboflow_counterfeit_med_detection,roboflow\train\images339_jpg.rf.a7895f15a30ebd74065818f02aa04a4f.jpg,authentic,af87c1689e3c9478,pid_00048,34,False,
roboflow_counterfeit_med_detection,roboflow\train\images5024_jpg.rf.a7c73ce399a84f6f310a2e7ed7ddc6d4.jpg,authentic,ae85d06b85c5972b,pid_00049,2,False,
roboflow_counterfeit_med_detection,roboflow\train\images36_jpg.rf.a8429ab31a1575adcf3fccaa6332cdce.jpg,authentic,b1cbce34ce64ce30,pid_00006,37,True,roboflow\train\images36_jpg.rf.a48f22d8fdf91da130c454497de884ea.jpg
roboflow_counterfeit_med_detection,roboflow\train\images4040_jpg.rf.a82a124b519aa1ba0f8663b8ecfe8d6a.jpg,authentic,aa8cc153c43fc1f3,pid_00050,3,False,
roboflow_counterfeit_med_detection,roboflow\train\images4061_jpg.rf.a83205936613954e4e5a492f1440abaf.jpg,authentic,a63399599966994d,pid_00051,17,False,
roboflow_counterfeit_med_detection,roboflow\train\images346_jpg.rf.a7e37e7797854749dddb28ace9e41521.jpg,authentic,b7868c79c49e31c6,pid_00052,12,False,
roboflow_counterfeit_med_detection,roboflow\train\images5034_jpg.rf.a86e3253929eb7a474c9851d9db8f00a.jpg,authentic,bec3c019c93ec366,pid_00009,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images21_jpg.rf.a883ba59475a1757c54c8d6a28473847.jpg,authentic,b664c89993c9993b,pid_00053,12,False,
roboflow_counterfeit_med_detection,roboflow\train\images5024_jpg.rf.a89d66ad78116080ea01ad1a122be51b.jpg,authentic,be94916b8565853b,pid_00054,1,False,
roboflow_counterfeit_med_detection,roboflow\train\images208_jpg.rf.a8cd88a4b83aba4f6825831235326a94.jpg,authentic,be97c460911fd12e,pid_00055,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images338_jpg.rf.a8be5b785c9588bfd66a1f74ffc2a6bd.jpg,authentic,b48fc938c94dd269,pid_00056,10,False,
roboflow_counterfeit_med_detection,roboflow\train\images4038_jpg.rf.a8b67bb0a5a401e93a469841ddb02b43.jpg,authentic,8f00f01ef07ef07c,pid_00057,55,False,
roboflow_counterfeit_med_detection,roboflow\train\images219_jpg.rf.a88eef173ae13d043a2d2f48d653c7cf.jpg,authentic,af6bc194d06dc594,pid_00058,7,False,
roboflow_counterfeit_med_detection,roboflow\train\images315_jpg.rf.a8c420bac9cbf27961c1cd6f028988cc.jpg,authentic,bc94c33cd23bd0b2,pid_00059,12,False,
roboflow_counterfeit_med_detection,roboflow\train\images4029_jpg.rf.a8cfdf9b8a3ff9ab0d72fd25269993b0.jpg,authentic,9b3fe019e43bc6c0,pid_00060,14,False,
roboflow_counterfeit_med_detection,roboflow\train\images4033_jpg.rf.a8cdbe682a5713190071a9c077a0cd74.jpg,authentic,bcd3c334c33ec324,pid_00061,41,False,
roboflow_counterfeit_med_detection,roboflow\train\images209_jpg.rf.a8d0dfb5a55da75f8d58f7ce5ea6e6be.jpg,authentic,8f00d47fc0696f96,pid_00062,14,False,
roboflow_counterfeit_med_detection,roboflow\train\images5115_jpg.rf.a7f5662d45e98933f30e1fe16c8d3998.jpg,authentic,afd0d02f8572d28d,pid_00063,2,False,
roboflow_counterfeit_med_detection,roboflow\train\images316_jpg.rf.a8e38b69595cde4faa73de5ed631d35c.jpg,authentic,8ee3983ee1d1463c,pid_00064,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images4079_jpg.rf.a8eb5285431668ae00d01c3b626b157d.jpg,authentic,ab2f94d0c4973c71,pid_00065,3,False,
roboflow_counterfeit_med_detection,roboflow\train\images4116_jpg.rf.a8eec3c40442a04516399b468ff8118e.jpg,authentic,af6bc2c4903c636d,pid_00042,7,False,
roboflow_counterfeit_med_detection,roboflow\train\images256_jpg.rf.a97523dac2a325e24add956506c976c0.jpg,authentic,b946cc87c607c61f,pid_00066,23,False,
roboflow_counterfeit_med_detection,roboflow\train\images219_jpg.rf.a93a71204d9c23578c39acf795481cad.jpg,authentic,ab959566c46ee01d,pid_00067,11,False,
roboflow_counterfeit_med_detection,roboflow\train\images222_jpg.rf.a9cb05f505b23dd616a61ece5776b0b5.jpg,authentic,af7ad0c5d085d42d,pid_00068,36,False,
roboflow_counterfeit_med_detection,roboflow\train\images5052_jpg.rf.a97f963868f757e83142fd09f390500c.jpg,authentic,8afdbdf4b7428808,pid_00037,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.a999931e8aa019c0b691a3328ee2fdd4.jpg,authentic,ae959178d1696396,pid_00069,17,False,
roboflow_counterfeit_med_detection,roboflow\train\images252_jpg.rf.a95a81a7c4171d26cbcb31de44b990b5.jpg,authentic,9bcec53bc48085b7,pid_00070,12,False,
roboflow_counterfeit_med_detection,roboflow\train\images4045_jpg.rf.aa4b04bab14bff900690b764499e1f91.jpg,authentic,ab6b95968595e185,pid_00071,8,False,
roboflow_counterfeit_med_detection,roboflow\train\images262_jpg.rf.a92f3715f3689f1247ede77b6276c362.jpg,authentic,bd3d92d2c3c1d292,pid_00072,20,False,
roboflow_counterfeit_med_detection,roboflow\train\images35_jpg.rf.a92a60d752563a85eca89690d8698ce8.jpg,authentic,9866e640e6cab5ea,pid_00073,25,False,
roboflow_counterfeit_med_detection,roboflow\train\images321_jpg.rf.aa1cf2e20ca3b6f61cd5edcfaec7d118.jpg,authentic,bccbcb64c336243a,pid_00074,55,False,
roboflow_counterfeit_med_detection,roboflow\train\images37_jpg.rf.aa09590e998147e85e4031e904b050d7.jpg,authentic,bccbcb64c336243a,pid_00074,55,True,roboflow\train\images321_jpg.rf.aa1cf2e20ca3b6f61cd5edcfaec7d118.jpg
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.a90266a7d70a3850c6160de7be710c5e.jpg,authentic,bb3fc4d094c2b474,pid_00075,20,False,
roboflow_counterfeit_med_detection,roboflow\train\images4039_jpg.rf.a945afbf88f906e807a9b56541bfe64d.jpg,authentic,ae879178d1696356,pid_00069,17,False,
roboflow_counterfeit_med_detection,roboflow\train\images209_jpg.rf.a983f2b33ba114fae9fa09b5a95329c4.jpg,authentic,8f00d47fc0297f96,pid_00062,14,False,
roboflow_counterfeit_med_detection,roboflow\train\images4068_jpg.rf.aa32938fd4ab899b4c7cc6b998d7c944.jpg,authentic,ae6e9199d197e04a,pid_00076,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images4058_jpg.rf.aa2ec254c6703085527f4c0f9b0d76cb.jpg,authentic,be87c19bc06cc539,pid_00077,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.aa85a674bd4bc6f25497fa05cc0d44e4.jpg,authentic,bb6ce49bc41ad1e0,pid_00030,9,True,roboflow\train\images210_jpg.rf.a630442f099713a0b8ff693c1b3020a6.jpg
roboflow_counterfeit_med_detection,roboflow\train\images240_jpg.rf.aa4d256e4194df9b10b1558eb74f8796.jpg,authentic,95cad9196ac66359,pid_00078,6,False,
roboflow_counterfeit_med_detection,roboflow\train\images4063_jpg.rf.aaf89781ec1aef91c298498803cfbc5d.jpg,authentic,b066cf99cd992626,pid_00079,14,False,
roboflow_counterfeit_med_detection,roboflow\train\images213_jpg.rf.aab222844af06ddd63a24c660891c090.jpg,authentic,bbc8c037813936fc,pid_00080,6,False,
roboflow_counterfeit_med_detection,roboflow\train\images268_jpg.rf.aaed47461b9313079b6fc19bc50f97e3.jpg,authentic,aa95d5c0d520d57d,pid_00010,56,False,
roboflow_counterfeit_med_detection,roboflow\train\images242_jpg.rf.aac3045f52a9846b6a018cda3a72d143.jpg,authentic,bf2fd1e3cc9884a0,pid_00081,6,False,
roboflow_counterfeit_med_detection,roboflow\train\images214_jpg.rf.aa4f3e95bc4764251be187971d782393.jpg,authentic,ba918547c46e687e,pid_00082,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images4029_jpg.rf.aad47efff46053c214daa3bcc32aa63e.jpg,authentic,ab94fc2bd484c62b,pid_00083,23,False,
roboflow_counterfeit_med_detection,roboflow\train\images4090_jpg.rf.ab95c16b0af8d66b55253b4b1a9a8481.jpg,authentic,9fa5e05a1fe5e090,pid_00084,21,False,
roboflow_counterfeit_med_detection,roboflow\train\images5107_jpg.rf.ab34c0c85a9c4c13daf8923dac5cc269.jpg,authentic,bc38c18787e8c6c7,pid_00085,17,False,
roboflow_counterfeit_med_detection,roboflow\train\images4035_jpg.rf.ab18df9e8af1fdd5525c2efb9f34366c.jpg,authentic,b3a2c808d8de1f3d,pid_00086,18,False,
roboflow_counterfeit_med_detection,roboflow\train\images4046_jpg.rf.abbf76455cccd847bf95e5b65adaec3b.jpg,authentic,8d08d23f9787b227,pid_00087,37,False,
roboflow_counterfeit_med_detection,roboflow\train\images5111_jpg.rf.ac28487c7f1d77805684ddc4d85b0fdd.jpg,authentic,8f70f879f878e0c0,pid_00088,35,False,
roboflow_counterfeit_med_detection,roboflow\train\images4068_jpg.rf.ab672406fac552546887879b2fcad08c.jpg,authentic,be6e91999197e04a,pid_00076,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images342_jpg.rf.ac8cf1d31ec4f90a6335501e911962ba.jpg,authentic,a0ce9a316c6739ce,pid_00089,12,False,
roboflow_counterfeit_med_detection,roboflow\train\images231_jpg.rf.ababd88d0753cf0be2d47110ed5b8ac5.jpg,authentic,823fedc094c3ecb4,pid_00090,18,False,
roboflow_counterfeit_med_detection,roboflow\train\images5062_jpg.rf.ac0724254e0ac49fa009816a2fb5f7e9.jpg,authentic,bc3cc2c3c3c33d2c,pid_00091,20,False,
roboflow_counterfeit_med_detection,roboflow\train\images5097_jpg.rf.ab353b67dd8c3a2281432740b7f653e1.jpg,authentic,bf27c099c0dbc0da,pid_00005,28,True,roboflow\train\images5097_jpg.rf.a4df7443dac11baeb0b36b3965d6c94b.jpg
roboflow_counterfeit_med_detection,roboflow\train\images4060_jpg.rf.ac717862b4be6b47a9a6bfd5fd9ab4f8.jpg,authentic,aec5d190d52ad13e,pid_00010,56,True,roboflow\train\images4060_jpg.rf.a4ce4bfe3ef3a874aa01866abc2132ab.jpg
roboflow_counterfeit_med_detection,roboflow\train\images4100_jpg.rf.aba9cf743f66771b894c318a928cab49.jpg,authentic,9b14e3eac4d298b9,pid_00047,15,False,
roboflow_counterfeit_med_detection,roboflow\train\images4042_jpg.rf.ac6e3b7b5db301a8650c34576c74ab58.jpg,authentic,af2ed0d0c02f3f68,pid_00092,40,False,
roboflow_counterfeit_med_detection,roboflow\train\images4069_jpg.rf.ac01ba66ef9a006c8619dddbcae126af.jpg,authentic,aa69849639b56b6a,pid_00093,2,False,
roboflow_counterfeit_med_detection,roboflow\train\images263_jpg.rf.ac9c4bc957ea8225c384e3bbd6e5165a.jpg,authentic,b83486c3c7c3c3cb,pid_00094,25,False,
roboflow_counterfeit_med_detection,roboflow\train\images4060_jpg.rf.ac79f5ab24cc5f9391361be5f9c35d76.jpg,authentic,aec5d190d52ad13e,pid_00010,56,False,
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.ac469894b7bfefdaadea27136e5f4411.jpg,authentic,ae3e94d1913dc1c5,pid_00095,10,False,
roboflow_counterfeit_med_detection,roboflow\train\images5023_jpg.rf.abc587777620c4a61d1b56d2bb87b4b9.jpg,authentic,af66d09bd09bd0c4,pid_00096,34,False,
roboflow_counterfeit_med_detection,roboflow\train\images4061_jpg.rf.abfa052be1ca405564057145f265f0a8.jpg,authentic,b399cc23cccccc63,pid_00097,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images4107_jpg.rf.abc28e075448cb42a1edf5da5a08c38d.jpg,authentic,9427e1e1c161c73f,pid_00098,13,False,
roboflow_counterfeit_med_detection,roboflow\train\images5040_jpg.rf.ac8640d2141b222f78cf4f20a57e80d7.jpg,authentic,af96f4348b49f070,pid_00099,17,False,
roboflow_counterfeit_med_detection,roboflow\train\images13_jpg.rf.ac0341374cfb04be28a4b7b22a2d3513.jpg,authentic,a0b1c6ce793196ce,pid_00100,1,False,
roboflow_counterfeit_med_detection,roboflow\train\images338_jpg.rf.abba598057a3b2ebbee8dfcfeb966e67.jpg,authentic,b53ec948c96dd249,pid_00101,6,False,
roboflow_counterfeit_med_detection,roboflow\train\images258_jpg.rf.ac62fe0819a0de0fdb9a9b1af2174147.jpg,authentic,818a31f4e4853ff6,pid_00102,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images5052_jpg.rf.ac9d279de6a872f35272420252a03f26.jpg,authentic,8afdbdf4b7428808,pid_00037,19,True,roboflow\train\images5052_jpg.rf.a97f963868f757e83142fd09f390500c.jpg
roboflow_counterfeit_med_detection,roboflow\train\images4079_jpg.rf.acd7375c1833a0deeb1df579940645d4.jpg,authentic,ae85d17a913c691b,pid_00103,13,False,
roboflow_counterfeit_med_detection,roboflow\train\images4110_jpg.rf.acae9a4fb59ca2239dae7cbf7a2260ad.jpg,authentic,9782ea13ca4be974,pid_00000,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images4067_jpg.rf.acc88fd2ae80eb517a6b1cec8d38fece.jpg,authentic,bc8ed13dd269c641,pid_00104,20,False,
roboflow_counterfeit_med_detection,roboflow\train\images07_jpg.rf.ace6377076399c138a31cfb40ee69015.jpg,authentic,8b819e6f51f9a262,pid_00105,20,False,
roboflow_counterfeit_med_detection,roboflow\train\images212_jpg.rf.ad799fe8e6ebf168301cfd6ba9934e02.jpg,authentic,bec2c43d9926e272,pid_00024,22,False,
roboflow_counterfeit_med_detection,roboflow\train\images307_jpg.rf.ad89999007a7d388f55465e628a3b6c5.jpg,authentic,b01cdbc3ce6c9931,pid_00106,8,False,
roboflow_counterfeit_med_detection,roboflow\train\images275_jpg.rf.ad546e3ae417ed2d06993aaaeb70885a.jpg,authentic,bbc0c433c93f1ac9,pid_00107,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images5090_jpg.rf.acf0d9eb7d6cd9f9480f8827f5ef1d41.jpg,authentic,ba6bcdf5d181802e,pid_00108,10,False,
roboflow_counterfeit_med_detection,roboflow\train\images4090_jpg.rf.ad3145545a304c239924910d11107e49.jpg,authentic,9fa1e05a1fe5e290,pid_00084,21,False,
roboflow_counterfeit_med_detection,roboflow\train\images222_jpg.rf.ad78208e937d55cb6517e5bab7b4e73a.jpg,authentic,af7ad0c5d085d42d,pid_00068,36,True,roboflow\train\images222_jpg.rf.a9cb05f505b23dd616a61ece5776b0b5.jpg
roboflow_counterfeit_med_detection,roboflow\train\images242_jpg.rf.acfd28974f8c8533e0f32235b77e0785.jpg,authentic,bec5b1538c35d027,pid_00109,12,False,
roboflow_counterfeit_med_detection,roboflow\train\images268_jpg.rf.ad9945d9f92c150e289c0c3ab6644466.jpg,authentic,aa95d5c0d521d575,pid_00010,56,False,
roboflow_counterfeit_med_detection,roboflow\train\images4047_jpg.rf.ad7b04cc0f20b1767830241bf899c12b.jpg,authentic,afa8d07bd194ac2c,pid_00110,25,False,
roboflow_counterfeit_med_detection,roboflow\train\images283_jpg.rf.ad507df30184157dc00d122faa06965b.jpg,authentic,bf72e00dc99d9191,pid_00111,6,False,
roboflow_counterfeit_med_detection,roboflow\train\images349_jpg.rf.adaef565250d63f6528cc4f63a72de4a.jpg,authentic,af2b8505ae9ceac2,pid_00112,9,False,
roboflow_counterfeit_med_detection,roboflow\train\images303_jpg.rf.adc889f4ce153ecbc276a1a7512f8de8.jpg,authentic,b938c7c5c4783cc3,pid_00113,17,False,
roboflow_counterfeit_med_detection,roboflow\train\images316_jpg.rf.ae00faa010b7145221c6e61794651dee.jpg,authentic,8fc3987ae1d1623c,pid_00064,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images19_jpg.rf.ae26fc70cdc75a822bb15b2759032baa.jpg,authentic,aec4d17bd40e6391,pid_00114,13,False,
roboflow_counterfeit_med_detection,roboflow\train\images5106_jpg.rf.ad4f9a71590bbc8b3f7199d59bdde08d.jpg,authentic,aed1d15bd0263d19,pid_00115,19,False,
roboflow_counterfeit_med_detection,roboflow\train\images31_jpg.rf.adee911c344b5dd548c07c76bc4fe7a4.jpg,authentic,925be98884b51e7b,pid_00116,18,False,
roboflow_counterfeit_med_detection,roboflow\train\images4029_jpg.rf.ad3622238bb0e845acad50ab32ac5de1.jpg,authentic,ab94fc2bd484c62b,pid_00083,23,True,roboflow\train\images4029_jpg.rf.aad47efff46053c214daa3bcc32aa63e.jpg
roboflow_counterfeit_med_detection,roboflow\train\images4042_jpg.rf.addf216773162b54193ff365e2f4ec71.jpg,authentic,af2ef0d04a073f68,pid_00092,40,False,
roboflow_counterfeit_med_detection,roboflow\train\images5056_jpg.rf.ae4780cad821ebb6701a4bf760bd2385.jpg,authentic,93e4ec9b762019e6,pid_00117,11,False,
roboflow_counterfeit_med_detection,roboflow\train\images4042_jpg.rf.ae6985a54d4c15349c4472b411b15b15.jpg,authentic,8f2ef0d04a0f3f68,pid_00092,40,False,
roboflow_counterfeit_med_detection,roboflow\train\images5053_jpg.rf.ae3f67c6c2f8f5173bb7c047a95d81de.jpg,authentic,af9e9461c163872e,pid_00118,7,False,
roboflow_counterfeit_med_detection,roboflow\train\images4060_jpg.rf.aefa339d42c1f543b091bf00556917e5.jpg,authentic,aec5d590d522d13e,pid_00010,56,False,
roboflow_counterfeit_med_detection,roboflow\train\images347_jpg.rf.aec905cea22e968ca9a1a2fed8b5a808.jpg,authentic,b49ecb618a898e6d,pid_00119,35,False,
roboflow_counterfeit_med_detection,roboflow\train\images315_jpg.rf.af4c9aac87a01e829a459ad434205d6a.jpg,authentic,bc94c33cd23bd0b2,pid_00059,12,True,roboflow\train\images315_jpg.rf.a8c420bac9cbf27961c1cd6f028988cc.jpg
roboflow_counterfeit_med_detection,roboflow\train\images210_jpg.rf.aea00a9e8f7bde7079f90cc1bc781571.jpg,authentic,ac2e94d1d13dc1c7,pid_00095,10,False,
roboflow_counterfeit_med_detection,roboflow\train\images342_jpg.rf.aeeed21426fca8022487bd11d1f5ed52.jpg,authentic,a0ce9a316c67396e,pid_00089,12,False,
