image_id,case_id,record_type,status,label,evidence_strength,source_url,original_image_url,notes,license_verified_date,image_license,copyright_holder,license_source_url,redistribution_status,license_basis
PC_000013,CASE_0001,direct_image_reference,reference_verified,AUTHENTIC,E3,https://www.fda.gov/drugs/drug-alerts-and-statements/counterfeit-version-botox-found-multiple-states,https://www.fda.gov/files/100-allergan.png,FDA explicitly presents these as authentic FDA-approved Botox outer cartons.,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000014,CASE_0001,direct_image_reference,reference_verified,AUTHENTIC,E3,https://www.fda.gov/drugs/drug-alerts-and-statements/counterfeit-version-botox-found-multiple-states,https://www.fda.gov/files/100-allergan-aesthetics.png,FDA explicitly presents these as authentic FDA-approved Botox outer cartons.,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000015,CASE_0002,direct_image_reference,reference_verified,AUTHENTIC,E3,https://www.fda.gov/drugs/drug-safety-and-availability/counterfeit-version-botox-found-united-states,https://www.fda.gov/media/91361/download,,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000016,CASE_0002,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.fda.gov/drugs/drug-safety-and-availability/counterfeit-version-botox-found-united-states,https://www.fda.gov/media/91395/download,,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000017,CASE_0002,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.fda.gov/drugs/drug-safety-and-availability/counterfeit-version-botox-found-united-states,https://www.fda.gov/media/91378/download,,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000018,CASE_0002,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.fda.gov/drugs/drug-safety-and-availability/counterfeit-version-botox-found-united-states,https://www.fda.gov/media/91422/download,,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000019,CASE_0002,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.fda.gov/drugs/drug-safety-and-availability/counterfeit-version-botox-found-united-states,https://www.fda.gov/media/91431/download,,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000020,CASE_0003,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/01-02-2019-medical-product-alert-n-1-2019,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-1/photo1verorab-h1833-10-2020-en.jpg?sfvrsn=796eaebc_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000021,CASE_0003,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/01-02-2019-medical-product-alert-n-1-2019,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-1/photo2verorab-h1833-10-2020-en.jpg?sfvrsn=a1a4b7ea_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000022,CASE_0003,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/01-02-2019-medical-product-alert-n-1-2019,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-1/photo3verorab-h7720-10-2020or10-2021-en.jpg?sfvrsn=3c5b909e_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000023,CASE_0003,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/01-02-2019-medical-product-alert-n-1-2019,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-1/verorab-nie35-04-2019-en.jpg?sfvrsn=bc02610e_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000024,CASE_0004,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/16-10-2019-medical-product-alert-n-10-2019-(english-version),https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-10/en-quinine-sulphate-bp300mg-batch7711006.jpg?sfvrsn=e05c200d_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000025,CASE_0004,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/16-10-2019-medical-product-alert-n-10-2019-(english-version),https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-10/en-quinine-sulphate-bp800mgbatch-number00952005.jpg?sfvrsn=c7c13c56_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000026,CASE_0004,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/16-10-2019-medical-product-alert-n-10-2019-(english-version),https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-10/en-quinine-bisulphate-bp300mgbatch-number7422.jpg?sfvrsn=85f520d9_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000027,CASE_0004,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/16-10-2019-medical-product-alert-n-10-2019-(english-version),https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-10/en-quinine-sulphate-bp800mgbatch-number7711004.jpg?sfvrsn=e0f53637_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000028,CASE_0005,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/09-03-2020-medical-product-alert-n-1-2020-english-version,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/2020/3-bottlesb86fd88060c04ec894a8dcc53941af66.jpg?sfvrsn=496b352f_1,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000029,CASE_0005,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/09-03-2020-medical-product-alert-n-1-2020-english-version,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/2020/falsified-quninine-modfied-picture-part.jpg?sfvrsn=ae4892d2_1,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000030,CASE_0005,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/09-03-2020-medical-product-alert-n-1-2020-english-version,https://cdn.who.int/media/images/default-source/health-topics/essential-medicines/chad-tablets-labels.jpg?sfvrsn=4fad69d0_1,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000031,CASE_0005,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/09-03-2020-medical-product-alert-n-1-2020-english-version,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/2020/quininesulphate-remedica-44680-two-exp-dates.tmb-340v.jpg?Culture=en&sfvrsn=636f5f0f_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000032,CASE_0005,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/09-03-2020-medical-product-alert-n-1-2020-english-version,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/2020/quininesulphate-44680-10-2020.tmb-300v.jpg?Culture=en&sfvrsn=3772d81b_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000033,CASE_0006,direct_image_reference,reference_verified,UNVERIFIED,E3,https://www.fda.gov/drugs/drug-alerts-and-statements/fda-warns-consumers-not-use-counterfeit-ozempic-semaglutide-found-us-drug-supply-chain,https://www.fda.gov/files/Ozempic%20Real%20vs%20Counterfeit.png,"Official comparison/alert image; some files contain both authentic and counterfeit content, so not assigned a binary image label without segmentation.",2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000034,CASE_0006,direct_image_reference,reference_verified,UNVERIFIED,E3,https://www.fda.gov/drugs/drug-alerts-and-statements/fda-warns-consumers-not-use-counterfeit-ozempic-semaglutide-found-us-drug-supply-chain,https://www.fda.gov/files/Counterfeit%20Ozempic%20Label.png,"Official comparison/alert image; some files contain both authentic and counterfeit content, so not assigned a binary image label without segmentation.",2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000035,CASE_0006,direct_image_reference,reference_verified,UNVERIFIED,E3,https://www.fda.gov/drugs/drug-alerts-and-statements/fda-warns-consumers-not-use-counterfeit-ozempic-semaglutide-found-us-drug-supply-chain,https://www.fda.gov/files/counterfeit_Ozempic_label_0.png,"Official comparison/alert image; some files contain both authentic and counterfeit content, so not assigned a binary image label without segmentation.",2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000036,CASE_0006,direct_image_reference,reference_verified,UNVERIFIED,E3,https://www.fda.gov/drugs/drug-alerts-and-statements/fda-warns-consumers-not-use-counterfeit-ozempic-semaglutide-found-us-drug-supply-chain,https://www.fda.gov/files/Ozempic_needle_0.jpg,"Official comparison/alert image; some files contain both authentic and counterfeit content, so not assigned a binary image label without segmentation.",2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000037,CASE_0006,direct_image_reference,reference_verified,UNVERIFIED,E3,https://www.fda.gov/drugs/drug-alerts-and-statements/fda-warns-consumers-not-use-counterfeit-ozempic-semaglutide-found-us-drug-supply-chain,https://www.fda.gov/files/Ozempic_needle_2_0.jpg,"Official comparison/alert image; some files contain both authentic and counterfeit content, so not assigned a binary image label without segmentation.",2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000038,CASE_0007,direct_image_reference,reference_verified,UNVERIFIED,E2,https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/green-lumber-holding-llc-issues-consumer-alert-counterfeit-products-following-fda-findings,https://www.fda.gov/files/styles/recall_image_small/public/image_3_50.png?itok=WWc5DXuh,Official alert image; retained as candidate pending per-file authenticity interpretation and licensing review.,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000039,CASE_0007,direct_image_reference,reference_verified,UNVERIFIED,E2,https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/green-lumber-holding-llc-issues-consumer-alert-counterfeit-products-following-fda-findings,https://www.fda.gov/files/styles/recall_image_small/public/image_1_117.png?itok=beMBIcpV,Official alert image; retained as candidate pending per-file authenticity interpretation and licensing review.,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000040,CASE_0007,direct_image_reference,reference_verified,UNVERIFIED,E2,https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/green-lumber-holding-llc-issues-consumer-alert-counterfeit-products-following-fda-findings,https://www.fda.gov/files/styles/recall_image_small/public/image_2_85.png?itok=CVT_srHG,Official alert image; retained as candidate pending per-file authenticity interpretation and licensing review.,2026-09-07,public_domain,"U.S. Food and Drug Administration, unless otherwise noted",https://www.fda.gov/about-fda/about-website/website-policies,permitted_pending_per_image_exception_check,FDA website policy states FDA website text and graphics are public domain unless otherwise noted.
PC_000041,CASE_0008,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/18-10-2019-medical-product-alert-n-11-2019-(english-version),https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-11---2019/en-augmentin-amoxicillin-clavulanate-potassium-number35405327a.jpg?sfvrsn=18dafe7f_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000042,CASE_0008,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/18-10-2019-medical-product-alert-n-11-2019-(english-version),https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-11---2019/en-bactoclav-batch-numberbstu0039.jpg?sfvrsn=7958699a_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000043,CASE_0009,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/01-02-2019-medical-product-alert-n-2-2019-(english-version),https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-2/iclusing-batch1.jpg?sfvrsn=e77b2cd9_8,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000044,CASE_0009,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/01-02-2019-medical-product-alert-n-2-2019-(english-version),https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-2/iclusing-batch2.jpg?sfvrsn=69aabb96_8,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000045,CASE_0010,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/27-03-2020-medical-product-alert-n-2-2020,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/2020/falsified-unigold-hiv-images-1-and-2-alert.jpg?sfvrsn=6bd1917e_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000046,CASE_0010,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/27-03-2020-medical-product-alert-n-2-2020,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/2020/falsified-unigold-hiv-image-3-alert.jpg?sfvrsn=8f06d8b0_2,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000047,CASE_0010,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/27-03-2020-medical-product-alert-n-2-2020,https://cdn.who.int/media/images/default-source/health-topics/essential-medicines/image-2-alert.jpg?sfvrsn=eec8c448_1,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000048,CASE_0011,direct_image_reference,reference_verified,UNVERIFIED,E3,https://www.who.int/news/item/21-12-2021-medical-product-alert-n-8-2021-falsified-combiart,https://cdn.who.int/media/images/default-source/substandard-and-falsified-medical-products/n8_2021_table1_combiart_en.tmb-0.png?sfvrsn=11512326_7,"Alert table image, not a product photograph; exclude from primary visual dataset.",2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000049,CASE_0012,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/news/item/21-02-2019-medical-product-alert-n-3-2019-(english-version),https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-3/iclusig-alert3.jpg?sfvrsn=de9b7e76_12,,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000050,CASE_0011,direct_image_reference,reference_verified,UNVERIFIED,E3,https://www.who.int/news/item/21-12-2021-medical-product-alert-n-8-2021-falsified-combiart,https://cdn.who.int/media/images/default-source/substandard-and-falsified-medical-products/n8_2021_table1_combiart_en.png?Status=Master&sfvrsn=11512326_16,"Same table content at different resolution; near-duplicate candidate, exclude from primary dataset.",2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000051,CASE_0013,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/teams/regulation-prequalification/incidents,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-6/illustration.jpg?sfvrsn=c72e7b83_12,photo: confirmed falsified hydrochlorothiazide 50mg Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000052,CASE_0014,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/teams/regulation-prequalification/incidents,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-5/mencevax-vaccine-en.jpg?sfvrsn=77b1bf5b_12,photo: falsified Mencevax ACWY batch AMEUA108BA Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000053,CASE_0014,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/teams/regulation-prequalification/incidents,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-5/mencevax-vaccine2-en.jpg?sfvrsn=5d80f3f0_12,photo: falsified Mencevax ACWY batch AMEUA105BA Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
